Confirmed Load of Data File: M34.boot.dat
-------------------
MLE of Gompertz Parameters
Line           Start(a)       Start(b)       a              b              LCI(a)         LCI(b)         UCI(a)         UCI(b)         Like           Inform         
Line41         0.00010        0.10000        0.00120        0.15886        0.00043        0.12656        0.00333        0.19940        -193.30201     0              
Line42         0.00010        0.10000        0.00177        0.15085        0.00068        0.11906        0.00462        0.19112        -196.08496     0              
Line43         0.00010        0.10000        0.00183        0.14025        0.00069        0.10950        0.00484        0.17962        -200.69955     0              
Line44         0.00010        0.10000        0.00162        0.15223        0.00062        0.12060        0.00426        0.19215        -195.10449     0              
Line45         0.00010        0.10000        0.00085        0.17336        0.00028        0.13811        0.00257        0.21760        -190.56136     0              
Line46         0.00010        0.10000        0.00086        0.16369        0.00029        0.13052        0.00256        0.20530        -192.40675     0              
Line47         0.00010        0.10000        0.00046        0.19711        0.00014        0.15929        0.00151        0.24392        -182.14496     0              
Line48         0.00010        0.10000        0.00065        0.17598        0.00020        0.14010        0.00210        0.22106        -189.89299     0              
Line49         0.00010        0.10000        0.00008        0.25174        0.00002        0.20546        0.00039        0.30845        -166.58072     0              
Line50         0.00010        0.10000        0.00132        0.15557        0.00048        0.12363        0.00362        0.19576        -194.54939     0              
Line51         0.00010        0.10000        0.00090        0.16794        0.00030        0.13402        0.00266        0.21044        -191.56086     0              
Line52         0.00010        0.10000        0.00288        0.13283        0.00120        0.10347        0.00692        0.17054        -200.99244     0              
Line53         0.00010        0.10000        0.00095        0.17267        0.00034        0.13895        0.00271        0.21459        -188.05882     0              
Line54         0.00010        0.10000        0.00192        0.14767        0.00074        0.11587        0.00499        0.18819        -197.68261     0              
Line55         0.00010        0.10000        0.00196        0.13955        0.00077        0.10983        0.00498        0.17731        -199.23943     0              
Line56         0.00010        0.10000        0.00079        0.17396        0.00026        0.13942        0.00237        0.21704        -188.81304     0              
Line57         0.00010        0.10000        0.00122        0.15437        0.00042        0.12131        0.00353        0.19644        -197.23650     0              
Line58         0.00010        0.10000        0.00141        0.14727        0.00051        0.11586        0.00389        0.18721        -198.56280     0              
