Line           Start(a)       Start(b)       a              b              LCI(a)         LCI(b)         UCI(a)         UCI(b)         Like           Inform         
Line33         0.00010        0.10000        0.00526        0.11216        0.00311        0.09360        0.00890        0.13440        -370.72564     0              
Line34         0.00010        0.10000        0.00410        0.11257        0.00236        0.09414        0.00713        0.13461        -374.25443     0              
Line35         0.00010        0.10000        0.00524        0.10731        0.00311        0.08938        0.00880        0.12884        -374.86292     0              
Line36         0.00010        0.10000        0.00485        0.11036        0.00286        0.09212        0.00823        0.13220        -373.81429     0              
Line37         0.00010        0.10000        0.00466        0.11514        0.00276        0.09687        0.00786        0.13685        -368.91076     0              
Line38         0.00010        0.10000        0.00483        0.10796        0.00281        0.08967        0.00828        0.12997        -377.01553     0              
Line39         0.00010        0.10000        0.00457        0.11418        0.00269        0.09597        0.00777        0.13585        -370.28510     0              
Line40         0.00010        0.10000        0.00378        0.12092        0.00217        0.10202        0.00658        0.14333        -366.70941     0              
Line41         0.00010        0.10000        0.00403        0.12527        0.00232        0.10574        0.00699        0.14840        -362.93955     0              
Line42         0.00010        0.10000        0.00270        0.14545        0.00148        0.12364        0.00495        0.17110        -352.13247     0              
Line43         0.00010        0.10000        0.00548        0.10622        0.00327        0.08835        0.00918        0.12771        -375.45348     0              
Line44         0.00010        0.10000        0.00306        0.12969        0.00172        0.10994        0.00547        0.15298        -362.28085     0              
Line45         0.00010        0.10000        0.00426        0.11999        0.00248        0.10107        0.00732        0.14244        -366.63329     0              
Line46         0.00010        0.10000        0.00487        0.11662        0.00286        0.09765        0.00829        0.13927        -367.96049     0              
Line47         0.00010        0.10000        0.00391        0.12170        0.00226        0.10268        0.00679        0.14426        -365.76496     0              
Line48         0.00010        0.10000        0.00372        0.11432        0.00210        0.09554        0.00659        0.13678        -374.41936     0              
Line49         0.00010        0.10000        0.00479        0.10272        0.00281        0.08508        0.00819        0.12401        -381.94800     0              
Line50         0.00010        0.10000        0.00420        0.12051        0.00245        0.10171        0.00720        0.14279        -366.16318     0              
Line51         0.00010        0.10000        0.00480        0.11919        0.00284        0.10041        0.00812        0.14150        -364.90527     0              
Line52         0.00010        0.10000        0.00369        0.11872        0.00211        0.10012        0.00645        0.14078        -368.79036     0              
Line53         0.00010        0.10000        0.00423        0.11205        0.00245        0.09382        0.00730        0.13381        -373.80049     0              
Line54         0.00010        0.10000        0.00498        0.10748        0.00294        0.08955        0.00843        0.12899        -375.94868     0              
Line55         0.00010        0.10000        0.00463        0.11365        0.00272        0.09530        0.00788        0.13555        -370.81990     0              
Line56         0.00010        0.10000        0.00463        0.11436        0.00272        0.09575        0.00789        0.13658        -371.18618     0              
Line57         0.00010        0.10000        0.00512        0.11187        0.00308        0.09407        0.00851        0.13303        -369.88317     0              
Line58         0.00010        0.10000        0.00357        0.11802        0.00201        0.09874        0.00637        0.14108        -372.35843     0              
Line59         0.00010        0.10000        0.00396        0.11931        0.00228        0.10033        0.00690        0.14187        -368.13057     0              
Line60         0.00010        0.10000        0.00490        0.10936        0.00289        0.09133        0.00830        0.13096        -374.48697     0              
Line61         0.00010        0.10000        0.00337        0.13403        0.00193        0.11409        0.00588        0.15746        -356.68065     0              
Line62         0.00010        0.10000        0.00548        0.11408        0.00330        0.09575        0.00911        0.13593        -367.89588     0              
Line63         0.00010        0.10000        0.00346        0.12127        0.00195        0.10215        0.00612        0.14397        -368.31422     0              
Line64         0.00010        0.10000        0.00477        0.11135        0.00281        0.09315        0.00809        0.13311        -372.80674     0              
Line65         0.00010        0.10000        0.00375        0.12977        0.00215        0.10984        0.00653        0.15330        -359.97328     0              
Line66         0.00010        0.10000        0.00449        0.10953        0.00261        0.09137        0.00773        0.13129        -375.83317     0              
Line67         0.00010        0.10000        0.00367        0.12164        0.00208        0.10219        0.00649        0.14478        -368.47713     0              
Line68         0.00010        0.10000        0.00468        0.11298        0.00277        0.09491        0.00790        0.13448        -371.40507     0              
Line69         0.00010        0.10000        0.00317        0.12933        0.00177        0.10943        0.00567        0.15286        -362.49881     0              
Line70         0.00010        0.10000        0.00230        0.14430        0.00124        0.12312        0.00426        0.16912        -352.36043     0              
Line71         0.00010        0.10000        0.00459        0.11476        0.00269        0.09621        0.00782        0.13690        -370.47425     0              
Line72         0.00010        0.10000        0.00330        0.12586        0.00186        0.10651        0.00584        0.14874        -364.56546     0              
Line73         0.00010        0.10000        0.00402        0.12193        0.00233        0.10300        0.00693        0.14434        -364.93883     0              
Line74         0.00010        0.10000        0.00386        0.11476        0.00220        0.09604        0.00678        0.13714        -373.45047     0              
Line75         0.00010        0.10000        0.00347        0.11742        0.00196        0.09874        0.00614        0.13963        -371.42969     0              
Line76         0.00010        0.10000        0.00363        0.13328        0.00207        0.11284        0.00636        0.15743        -357.98425     0              
Line77         0.00010        0.10000        0.00260        0.13296        0.00143        0.11304        0.00473        0.15639        -360.53467     0              
Line78         0.00010        0.10000        0.00334        0.12806        0.00187        0.10809        0.00595        0.15171        -363.19841     0              
Line79         0.00010        0.10000        0.00520        0.11156        0.00306        0.09304        0.00885        0.13377        -371.82654     0              
Line80         0.00010        0.10000        0.00333        0.12387        0.00184        0.10377        0.00602        0.14787        -368.60288     0              
Line81         0.00010        0.10000        0.00431        0.11688        0.00253        0.09862        0.00733        0.13852        -367.64770     0              
Line82         0.00010        0.10000        0.00614        0.09925        0.00370        0.08191        0.01019        0.12027        -381.12062     0              
Line83         0.00010        0.10000        0.00554        0.11048        0.00333        0.09230        0.00924        0.13225        -371.05538     0              
Line84         0.00010        0.10000        0.00450        0.11561        0.00261        0.09656        0.00776        0.13842        -371.26191     0              
Line85         0.00010        0.10000        0.00669        0.10164        0.00412        0.08446        0.01086        0.12231        -375.76435     0              
Line86         0.00010        0.10000        0.00465        0.11243        0.00272        0.09404        0.00794        0.13441        -372.33183     0              
Line87         0.00010        0.10000        0.00499        0.11657        0.00291        0.09715        0.00855        0.13987        -369.02108     0              
Line88         0.00010        0.10000        0.00441        0.11471        0.00253        0.09539        0.00769        0.13796        -373.40299     0              
Line89         0.00010        0.10000        0.00378        0.12397        0.00216        0.10447        0.00661        0.14711        -365.83805     0              
Line90         0.00010        0.10000        0.00517        0.10832        0.00305        0.09005        0.00877        0.13031        -375.59446     0              
Line91         0.00010        0.10000        0.00433        0.11771        0.00255        0.09929        0.00736        0.13956        -368.15738     0              
Line92         0.00010        0.10000        0.00603        0.10998        0.00367        0.09202        0.00991        0.13143        -369.78857     0              
Line93         0.00010        0.10000        0.00498        0.10972        0.00293        0.09148        0.00845        0.13161        -374.52439     0              
Line94         0.00010        0.10000        0.00475        0.11739        0.00277        0.09804        0.00815        0.14056        -368.79268     0              
Line95         0.00010        0.10000        0.00295        0.13210        0.00164        0.11214        0.00530        0.15562        -360.02144     0              
Line96         0.00010        0.10000        0.00593        0.10941        0.00361        0.09156        0.00975        0.13074        -370.35244     0              
Line97         0.00010        0.10000        0.00381        0.11941        0.00220        0.10097        0.00657        0.14122        -367.10030     0              
Line98         0.00010        0.10000        0.00346        0.11705        0.00194        0.09821        0.00617        0.13950        -372.18563     0              
Line99         0.00010        0.10000        0.00406        0.11440        0.00232        0.09577        0.00708        0.13666        -372.78232     0              
Line100        0.00010        0.10000        0.00421        0.11825        0.00244        0.09947        0.00725        0.14058        -368.51151     0              
Line101        0.00010        0.10000        0.00375        0.12284        0.00216        0.10381        0.00653        0.14535        -365.70221     0              
Line102        0.00010        0.10000        0.00345        0.13016        0.00198        0.11074        0.00601        0.15300        -359.08405     0              
Line103        0.00010        0.10000        0.00259        0.12943        0.00143        0.10974        0.00472        0.15264        -363.83538     0              
Line104        0.00010        0.10000        0.00588        0.11239        0.00354        0.09385        0.00976        0.13460        -368.73888     0              
Line105        0.00010        0.10000        0.00371        0.12539        0.00213        0.10620        0.00645        0.14805        -362.80627     0              
