"orf","gene.x","Anno1","Growth1","gene.y","Anno2","Growth2","name.check","essenflag","geneNO","essenflagNumeric"
"YOR020C","HSP10","verified1","nogrowth1","HSP10","verified2","nogrowth2","TRUE","essential",990,1
"YOR021C","YOR021C","verified1","growth1","YOR021C","verified2","growth2","TRUE","nonessential",5122,0
"YOR022C","YOR022C","verified1","growth1","YOR022C","verified2","growth2","TRUE","nonessential",5123,0
"YOR023C","AHC1","verified1","growth1","AHC1","verified2","growth2","TRUE","nonessential",5124,0
"YOR024W","YOR024W","verified1","growth1","YOR024W","verified2","growth2","TRUE","nonessential",5125,0
"YOR025W","HST3","verified1","growth1","HST3","verified2","growth2","TRUE","nonessential",5126,0
"YOR026W","BUB3","verified1","growth1","BUB3","verified2","growth2","TRUE","nonessential",5127,0
"YOR027W","STI1","verified1","growth1","STI1","verified2","growth2","TRUE","nonessential",5128,0
"YOR028C","CIN5","verified1","growth1","CIN5","verified2","growth2","TRUE","nonessential",5129,0
"YOR029W","YOR029W","verified1","growth1","YOR029W","verified2","growth2","TRUE","nonessential",5130,0
"YOR030W","DFG16","verified1","growth1","DFG16","verified2","growth2","TRUE","nonessential",5131,0
"YOR031W","CRS5","verified1","growth1","CRS5","verified2","growth2","TRUE","nonessential",5132,0
"YOR032C","HMS1","verified1","growth1","HMS1","verified2","growth2","TRUE","nonessential",5133,0
"YOR033C","DHS1","verified1","growth1","DHS1","verified2","growth2","TRUE","nonessential",5134,0
"YOR034C","AKR2","verified1","growth1","AKR2","verified2","growth2","TRUE","nonessential",5135,0
"YOR035C","SHE4","verified1","growth1","SHE4","verified2","growth2","TRUE","nonessential",5136,0
"YOR036W","pep12","verified1","growth1","pep12","verified2","growth2","TRUE","nonessential",5137,0
"YOR037W","cyc2","verified1","growth1","cyc2","verified2","growth2","TRUE","nonessential",5138,0
"YOR038C","HIR2","verified1","growth1","HIR2","verified2","growth2","TRUE","nonessential",5139,0
"YOR039W","CKB2","verified1","growth1","CKB2","verified2","growth2","TRUE","nonessential",5140,0
"YOR040W","GLO4","verified1","growth1","GLO4","verified2","growth2","TRUE","nonessential",5141,0
"YOR041C","YOR041C","verified1","growth1","YOR041C","verified2","growth2","TRUE","nonessential",5142,0
"YOR042W","YOR042W","verified1","growth1","YOR042W","verified2","growth2","TRUE","nonessential",5143,0
"YOR043W","whi2","verified1","growth1","whi2","verified2","growth2","TRUE","nonessential",5144,0
"YOR044W","YOR044W","verified1","growth1","YOR044W","verified2","growth2","TRUE","nonessential",5145,0
"YOR045W","TOM6","verified1","growth1","TOM6","verified2","growth2","TRUE","nonessential",5146,0
"YOR046C","DBP5","verified1","nogrowth1","DBP5","verified2","nogrowth2","TRUE","essential",991,1
"YOR047C","STD1","verified1","growth1","STD1","verified2","growth2","TRUE","nonessential",5147,0
"YOR048C","rat1","verified1","growth1","rat1","verified2","growth2","TRUE","nonessential",5148,0
"YOR049C","YOR049C","verified1","growth1","YOR049C","verified2","growth2","TRUE","nonessential",5149,0
"YOR050C","YOR050C","verified1","growth1","YOR050C","verified2","growth2","TRUE","nonessential",5150,0
"YOR051C","YOR051C","verified1","growth1","YOR051C","verified2","growth2","TRUE","nonessential",5151,0
"YOR052C","YOR052C","verified1","growth1","YOR052C","verified2","growth2","TRUE","nonessential",5152,0
"YOR053W","YOR053W","verified1","growth1","YOR053W","verified2","growth2","TRUE","nonessential",5153,0
"YOR054C","YOR054C","verified1","growth1","YOR054C","verified2","growth2","TRUE","nonessential",5154,0
"YOR055W","YOR055W","verified1","growth1","YOR055W","verified2","growth2","TRUE","nonessential",5155,0
"YOR056C","YOR056C","verified1","nogrowth1","YOR056C","verified2","nogrowth2","TRUE","essential",992,1
"YOR057W","SGT1","verified1","nogrowth1","SGT1","verified2","nogrowth2","TRUE","essential",993,1
"YOR058C","ASE1","verified1","growth1","ASE1","verified2","growth2","TRUE","nonessential",5156,0
"YOR059C","YOR059C","verified1","growth1","YOR059C","verified2","growth2","TRUE","nonessential",5157,0
"YOR060C","YOR060C","verified1","nogrowth1","YOR060C","verified2","nogrowth2","TRUE","essential",994,1
"YOR061W","cka2","verified1","growth1","cka2","verified2","growth2","TRUE","nonessential",5158,0
"YOR062C","YOR062C","verified1","growth1","YOR062C","verified2","growth2","TRUE","nonessential",5159,0
"YOR063W","RPL3","verified1","nogrowth1","RPL3","verified2","nogrowth2","TRUE","essential",995,1
"YOR064C","YNG1","verified1","growth1","YNG1","verified2","growth2","TRUE","nonessential",5160,0
"YOR065W","CYT1","verified1","growth1","CYT1","verified2","growth2","TRUE","nonessential",5161,0
"YOR066W","YOR066W","verified1","growth1","YOR066W","verified2","growth2","TRUE","nonessential",5162,0
"YOR067C","alg8","verified1","growth1","alg8","verified2","growth2","TRUE","nonessential",5163,0
"YOR068C","YOR068C","verified1","growth1","YOR068C","verified2","growth2","TRUE","nonessential",5164,0
"YOR069W","VPS5","verified1","growth1","VPS5","verified2","growth2","TRUE","nonessential",5165,0
"YOR070C","GYP1","verified1","growth1","GYP1","verified2","growth2","TRUE","nonessential",5166,0
"YOR071C","YOR071C","verified1","growth1","YOR071C","verified2","growth2","TRUE","nonessential",5167,0
"YOR072W","YOR072W","verified1","growth1","YOR072W","verified2","growth2","TRUE","nonessential",5168,0
"YOR073W","YOR073W","verified1","growth1","YOR073W","verified2","growth2","TRUE","nonessential",5169,0
"YOR074C","cdc21","verified1","nogrowth1","cdc21","verified2","nogrowth2","TRUE","essential",996,1
"YOR075W","UFE1","verified1","nogrowth1","UFE1","verified2","nogrowth2","TRUE","essential",997,1
"YOR076C","YOR076C","verified1","growth1","YOR076C","verified2","growth2","TRUE","nonessential",5170,0
"YOR077W","RTS2","verified1","nogrowth1","RTS2","verified2","nogrowth2","TRUE","essential",998,1
"YOR078W","BUD21","verified1","growth1","BUD21","verified2","growth2","TRUE","nonessential",5171,0
"YOR079C","ATX2","verified1","growth1","ATX2","verified2","growth2","TRUE","nonessential",5172,0
"YOR080W","DIA2","verified1","growth1","DIA2","verified2","growth2","TRUE","nonessential",5173,0
"YOR081C","YOR081C","verified1","growth1","YOR081C","verified2","growth2","TRUE","nonessential",5174,0
"YOR082C","YOR082C","verified1","growth1","YOR082C","verified2","growth2","TRUE","nonessential",5175,0
"YOR083W","YOR083W","verified1","growth1","YOR083W","verified2","growth2","TRUE","nonessential",5176,0
"YOR084W","YOR084W","verified1","growth1","YOR084W","verified2","growth2","TRUE","nonessential",5177,0
"YOR085W","OST3","verified1","growth1","OST3","verified2","growth2","TRUE","nonessential",5178,0
"YOR086C","YOR086C","verified1","growth1","YOR086C","verified2","growth2","TRUE","nonessential",5179,0
"YOR087W","YOR087W","verified1","growth1","YOR087W","verified2","growth2","TRUE","nonessential",5180,0
"YOR088W","YOR088W","verified1","growth1","YOR088W","verified2","growth2","TRUE","nonessential",5181,0
"YOR089C","vps21","verified1","growth1","vps21","verified2","growth2","TRUE","nonessential",5182,0
"YOR090C","PTC5","verified1","growth1","PTC5","verified2","growth2","TRUE","nonessential",5183,0
"YOR091W","YOR091W","verified1","growth1","YOR091W","verified2","growth2","TRUE","nonessential",5184,0
"YOR093C","YOR093C","verified1","growth1","YOR093C","verified2","growth2","TRUE","nonessential",5185,0
"YOR094W","ARF3","verified1","growth1","ARF3","verified2","growth2","TRUE","nonessential",5186,0
"YOR095C","RKI1","verified1","nogrowth1","RKI1","verified2","nogrowth2","TRUE","essential",999,1
"YOR096W","RPS7A","verified1","growth1","RPS7A","verified2","growth2","TRUE","nonessential",5187,0
"YOR097C","YOR097C","verified1","growth1","YOR097C","verified2","growth2","TRUE","nonessential",5188,0
"YOR098C","nup1","verified1","nogrowth1","nup1","verified2","nogrowth2","TRUE","essential",1000,1
"YOR099W","KTR1","verified1","growth1","KTR1","verified2","growth2","TRUE","nonessential",5189,0
"YOR100C","CRC1","verified1","growth1","CRC1","verified2","growth2","TRUE","nonessential",5190,0
"YOR101W","RAS1","verified1","growth1","RAS1","verified2","growth2","TRUE","nonessential",5191,0
"YOR102W","YOR102W","verified1","nogrowth1","YOR102W","verified2","nogrowth2","TRUE","essential",1001,1
"YOR103C","OST2","verified1","nogrowth1","OST2","verified2","nogrowth2","TRUE","essential",1002,1
"YOR104W","YOR104W","verified1","growth1","YOR104W","verified2","growth2","TRUE","nonessential",5192,0
"YOR105W","YOR105W","verified1","growth1","YOR105W","verified2","growth2","TRUE","nonessential",5193,0
"YOR106W","VAM3","verified1","growth1","VAM3","verified2","growth2","TRUE","nonessential",5194,0
"YOR107W","RGS2","verified1","growth1","RGS2","verified2","growth2","TRUE","nonessential",5195,0
"YOR108W","YOR108W","verified1","growth1","YOR108W","verified2","growth2","TRUE","nonessential",5196,0
"YOR109W","INP53","verified1","growth1","INP53","verified2","growth2","TRUE","nonessential",5197,0
"YOR110W","TFC7","verified1","nogrowth1","TFC7","verified2","nogrowth2","TRUE","essential",1003,1
"YOR111W","YOR111W","verified1","growth1","YOR111W","verified2","growth2","TRUE","nonessential",5198,0
"YOR112W","YOR112W","verified1","growth1","YOR112W","verified2","growth2","TRUE","nonessential",5199,0
"YOR113W","AZF1","verified1","growth1","AZF1","verified2","growth2","TRUE","nonessential",5200,0
"YOR114W","YOR114W","verified1","growth1","YOR114W","verified2","growth2","TRUE","nonessential",5201,0
"YOR115C","TRS33","verified1","growth1","TRS33","verified2","growth2","TRUE","nonessential",5202,0
"YOR116C","RPO31","verified1","nogrowth1","RPO31","verified2","nogrowth2","TRUE","essential",1004,1
"YOR117W","RPT5","verified1","nogrowth1","RPT5","verified2","nogrowth2","TRUE","essential",1005,1
"YOR118W","YOR118W","verified1","growth1","YOR118W","verified2","growth2","TRUE","nonessential",5203,0
"YOR119C","RIO1","verified1","nogrowth1","RIO1","verified2","nogrowth2","TRUE","essential",1006,1
"YOR120W","GCY1","verified1","growth1","GCY1","verified2","growth2","TRUE","nonessential",5204,0
"YOR121C","YOR121C","verified1","growth1","YOR121C","verified2","growth2","TRUE","nonessential",5205,0
"YOR122C","pfy1","verified1","nogrowth1","pfy1","verified2","nogrowth2","TRUE","essential",1007,1
"YOR123C","LEO1","verified1","growth1","LEO1","verified2","growth2","TRUE","nonessential",5206,0
"YOR124C","UBP2","verified1","growth1","UBP2","verified2","growth2","TRUE","nonessential",5207,0
"YOR125C","CAT5","verified1","nogrowth1","CAT5","verified2","nogrowth2","TRUE","essential",1008,1
"YOR126C","IAH1","verified1","growth1","IAH1","verified2","growth2","TRUE","nonessential",5208,0
"YOR128C","ade2","verified1","nogrowth1","ade2","verified2","nogrowth2","TRUE","essential",1009,1
"YOR129C","YOR129C","verified1","growth1","YOR129C","verified2","growth2","TRUE","nonessential",5209,0
"YOR130C","ORT1","verified1","growth1","ORT1","verified2","growth2","TRUE","nonessential",5210,0
"YOR131C","YOR131C","verified1","growth1","YOR131C","verified2","growth2","TRUE","nonessential",5211,0
"YOR132W","vps17","verified1","growth1","vps17","verified2","growth2","TRUE","nonessential",5212,0
"YOR133W","EFT1","verified1","growth1","EFT1","verified2","growth2","TRUE","nonessential",5213,0
"YOR134W","BAG7","verified1","growth1","BAG7","verified2","growth2","TRUE","nonessential",5214,0
"YOR135C","YOR135C","verified1","growth1","YOR135C","verified2","growth2","TRUE","nonessential",5215,0
"YOR136W","IDH2","verified1","growth1","IDH2","verified2","growth2","TRUE","nonessential",5216,0
"YOR137C","YOR137C","verified1","growth1","YOR137C","verified2","growth2","TRUE","nonessential",5217,0
"YOR138C","YOR138C","verified1","growth1","YOR138C","verified2","growth2","TRUE","nonessential",5218,0
"YOR140W","SFL1","verified1","growth1","SFL1","verified2","growth2","TRUE","nonessential",5219,0
"YOR141C","ARP8","verified1","growth1","ARP8","verified2","growth2","TRUE","nonessential",5220,0
"YOR142W","LSC1","verified1","growth1","LSC1","verified2","growth2","TRUE","nonessential",5221,0
"YOR143C","THI80","verified1","nogrowth1","THI80","verified2","nogrowth2","TRUE","essential",1010,1
"YOR144C","EFD1","verified1","growth1","EFD1","verified2","growth2","TRUE","nonessential",5222,0
"YOR145C","YOR145C","verified1","nogrowth1","YOR145C","verified2","nogrowth2","TRUE","essential",1011,1
"YOR146W","YOR146W","verified1","nogrowth1","YOR146W","verified2","nogrowth2","TRUE","essential",1012,1
"YOR147W","YOR147W","verified1","nogrowth1","YOR147W","verified2","nogrowth2","TRUE","essential",1013,1
"YOR148C","SPP2","verified1","nogrowth1","SPP2","verified2","growth2","TRUE","abnormal",5223,0
"YOR149C","SMP3","verified1","nogrowth1","SMP3","verified2","nogrowth2","TRUE","essential",1014,1
"YOR150W","MRPL23","verified1","growth1","MRPL23","verified2","growth2","TRUE","nonessential",5224,0
"YOR151C","RPB2","verified1","nogrowth1","RPB2","verified2","nogrowth2","TRUE","essential",1015,1
"YOR152C","YOR152C","verified1","growth1","YOR152C","verified2","growth2","TRUE","nonessential",5225,0
"YOR153W","pdr5","verified1","growth1","pdr5","verified2","growth2","TRUE","nonessential",5226,0
"YOR154W","YOR154W","verified1","growth1","YOR154W","verified2","growth2","TRUE","nonessential",5227,0
"YOR155C","YOR155C","verified1","growth1","YOR155C","verified2","growth2","TRUE","nonessential",5228,0
"YOR156C","NFI1","verified1","growth1","NFI1","verified2","growth2","TRUE","nonessential",5229,0
"YOR157C","pup1","verified1","nogrowth1","pup1","verified2","nogrowth2","TRUE","essential",1016,1
"YOR158W","pet123","verified1","nogrowth1","pet123","verified2","nogrowth2","TRUE","essential",1017,1
"YOR159C","SME1","verified1","nogrowth1","SME1","verified2","nogrowth2","TRUE","essential",1018,1
"YOR160W","MTR10","verified1","nogrowth1","MTR10","verified2","nogrowth2","TRUE","essential",1019,1
"YOR161C","YOR161C","verified1","growth1","YOR161C","verified2","growth2","TRUE","nonessential",5230,0
"YOR162C","YRR1","verified1","growth1","YRR1","verified2","growth2","TRUE","nonessential",5231,0
"YOR163W","DDP1","verified1","growth1","DDP1","verified2","growth2","TRUE","nonessential",5232,0
"YOR164C","YOR164C","verified1","growth1","YOR164C","verified2","growth2","TRUE","nonessential",5233,0
"YOR165W","YOR165W","verified1","growth1","YOR165W","verified2","growth2","TRUE","nonessential",5234,0
"YOR166C","YOR166C","verified1","growth1","YOR166C","verified2","growth2","TRUE","nonessential",5235,0
"YOR167C","RPS28A","verified1","growth1","RPS28A","verified2","growth2","TRUE","nonessential",5236,0
"YOR168W","gln4","verified1","nogrowth1","gln4","verified2","growth2","TRUE","abnormal",5237,0
"YOR169C","YOR169C","verified1","nogrowth1","YOR169C","verified2","nogrowth2","TRUE","essential",1020,1
"YOR170W","YOR170W","verified1","growth1","YOR170W","verified2","growth2","TRUE","nonessential",5238,0
"YOR172W","YOR172W","verified1","growth1","YOR172W","verified2","growth2","TRUE","nonessential",5239,0
"YOR173W","YOR173W","verified1","growth1","YOR173W","verified2","growth2","TRUE","nonessential",5240,0
"YOR174W","MED4","verified1","nogrowth1","MED4","verified2","nogrowth2","TRUE","essential",1021,1
"YOR175C","YOR175C","verified1","growth1","YOR175C","verified2","growth2","TRUE","nonessential",5241,0
"YOR176W","HEM15","verified1","nogrowth1","HEM15","verified2","growth2","TRUE","abnormal",5242,0
"YOR177C","YOR177C","verified1","growth1","YOR177C","verified2","growth2","TRUE","nonessential",5243,0
"YOR179C","YOR179C","verified1","growth1","YOR179C","verified2","growth2","TRUE","nonessential",5244,0
"YOR180C","DCI1","verified1","growth1","DCI1","verified2","growth2","TRUE","nonessential",5245,0
"YOR182C","RPS30B","questionable1","growth1","RPS30B","verified2","growth2","TRUE","nonessential",5246,0
"YOR183W","YOR183W","verified1","growth1","YOR183W","verified2","growth2","TRUE","nonessential",5247,0
"YOR184W","ser1","verified1","growth1","ser1","verified2","growth2","TRUE","nonessential",5248,0
"YOR185C","gsp2","verified1","growth1","gsp2","verified2","growth2","TRUE","nonessential",5249,0
"YOR187W","TUF1","verified1","nogrowth1","TUF1","verified2","growth2","TRUE","abnormal",5250,0
"YOR188W","msb1","verified1","growth1","msb1","verified2","growth2","TRUE","nonessential",5251,0
"YOR189W","YOR189W","verified1","growth1","YOR189W","verified2","growth2","TRUE","nonessential",5252,0
"YOR190W","spr1","verified1","growth1","spr1","verified2","growth2","TRUE","nonessential",5253,0
"YOR191W","RIS1","verified1","growth1","RIS1","verified2","growth2","TRUE","nonessential",5254,0
"YOR192C","YOR192C","verified1","growth1","YOR192C","verified2","growth2","TRUE","nonessential",5255,0
"YOR193W","YOR193W","verified1","growth1","YOR193W","verified2","growth2","TRUE","nonessential",5256,0
"YOR194C","TOA1","verified1","nogrowth1","TOA1","verified2","nogrowth2","TRUE","essential",1022,1
"YOR195W","SLK19","verified1","growth1","SLK19","verified2","growth2","TRUE","nonessential",5257,0
"YOR196C","LIP5","verified1","growth1","LIP5","verified2","growth2","TRUE","nonessential",5258,0
"YOR197W","YOR197W","verified1","growth1","YOR197W","verified2","growth2","TRUE","nonessential",5259,0
"YOR198C","BFR1","verified1","growth1","BFR1","verified2","growth2","TRUE","nonessential",5260,0
"YOR199W","YOR199W","verified1","nogrowth1","YOR199W","verified2","growth2","TRUE","abnormal",5261,0
"YOR200W","YOR200W","verified1","growth1","YOR200W","verified2","growth2","TRUE","nonessential",5262,0
"YOR201C","pet56","verified1","growth1","pet56","verified2","growth2","TRUE","nonessential",5263,0
"YOR202W","his3","verified1","growth1","his3","verified2","growth2","TRUE","nonessential",5264,0
"YOR203W","YOR203W","verified1","nogrowth1","YOR203W","verified2","nogrowth2","TRUE","essential",1023,1
"YOR204W","DED1","verified1","nogrowth1","DED1","verified2","nogrowth2","TRUE","essential",1024,1
"YOR205C","YOR205C","verified1","growth1","YOR205C","verified2","growth2","TRUE","nonessential",5265,0
"YOR206W","YOR206W","verified1","nogrowth1","YOR206W","verified2","nogrowth2","TRUE","essential",1025,1
"YOR207C","ret1","verified1","nogrowth1","ret1","verified2","nogrowth2","TRUE","essential",1026,1
"YOR208W","PTP2","verified1","growth1","PTP2","verified2","growth2","TRUE","nonessential",5266,0
"YOR209C","NPT1","verified1","growth1","NPT1","verified2","growth2","TRUE","nonessential",5267,0
"YOR210W","RPB10","verified1","nogrowth1","RPB10","verified2","nogrowth2","TRUE","essential",1027,1
"YOR211C","mgm1","verified1","growth1","mgm1","verified2","growth2","TRUE","nonessential",5268,0
"YOR212W","STE4","verified1","nogrowth1","STE4","verified2","nogrowth2","TRUE","essential",1028,1
"YOR213C","SAS5","verified1","growth1","SAS5","verified2","growth2","TRUE","nonessential",5269,0
"YOR214C","YOR214C","verified1","growth1","YOR214C","verified2","growth2","TRUE","nonessential",5270,0
"YOR215C","YOR215C","verified1","growth1","YOR215C","verified2","growth2","TRUE","nonessential",5271,0
"YOR216C","RUD3","verified1","growth1","RUD3","verified2","growth2","TRUE","nonessential",5272,0
"YOR217W","RFC1","verified1","nogrowth1","RFC1","verified2","nogrowth2","TRUE","essential",1029,1
"YOR218C","YOR218C","verified1","nogrowth1","YOR218C","verified2","nogrowth2","TRUE","essential",1030,1
"YOR219C","ste13","verified1","growth1","ste13","questionable2","growth2","TRUE","nonessential",5273,0
"YOR220W","YOR220W","verified1","growth1","YOR220W","verified2","growth2","TRUE","nonessential",5274,0
"YOR221C","MCT1","verified1","growth1","MCT1","verified2","growth2","TRUE","nonessential",5275,0
"YOR222W","ODC2","verified1","growth1","ODC2","verified2","growth2","TRUE","nonessential",5276,0
"YOR223W","YOR223W","verified1","growth1","YOR223W","verified2","growth2","TRUE","nonessential",5277,0
"YOR224C","rpb8","verified1","nogrowth1","rpb8","verified2","nogrowth2","TRUE","essential",1031,1
"YOR225W","YOR225W","verified1","growth1","YOR225W","verified2","growth2","TRUE","nonessential",5278,0
"YOR226C","ISU2","verified1","growth1","ISU2","verified2","growth2","TRUE","nonessential",5279,0
"YOR227W","YOR227W","verified1","growth1","YOR227W","verified2","growth2","TRUE","nonessential",5280,0
"YOR228C","YOR228C","verified1","growth1","YOR228C","verified2","growth2","TRUE","nonessential",5281,0
"YOR229W","WTM2","verified1","growth1","WTM2","verified2","growth2","TRUE","nonessential",5282,0
"YOR230W","WTM1","verified1","growth1","WTM1","verified2","growth2","TRUE","nonessential",5283,0
"YOR231W","MKK1","verified1","growth1","MKK1","verified2","growth2","TRUE","nonessential",5284,0
"YOR232W","MGE1","verified1","nogrowth1","MGE1","verified2","nogrowth2","TRUE","essential",1032,1
"YOR233W","KIN4","verified1","growth1","KIN4","verified2","growth2","TRUE","nonessential",5285,0
"YOR234C","RPL33B","verified1","growth1","RPL33B","verified2","growth2","TRUE","nonessential",5286,0
"YOR235W","YOR235W","verified1","growth1","YOR235W","verified2","growth2","TRUE","nonessential",5287,0
"YOR236W","dfr1","verified1","nogrowth1","dfr1","verified2","nogrowth2","TRUE","essential",1033,1
"YOR237W","HES1","verified1","growth1","HES1","verified2","growth2","TRUE","nonessential",5288,0
"YOR238W","YOR238W","verified1","growth1","YOR238W","verified2","growth2","TRUE","nonessential",5289,0
"YOR239W","ABP140","verified1","growth1","ABP140","verified2","growth2","TRUE","nonessential",5290,0
"YOR240W","YOR240W","verified1","growth1","YOR240W","verified2","growth2","TRUE","nonessential",5291,0
"YOR241W","met7","verified1","nogrowth1","met7","verified2","growth2","TRUE","abnormal",5292,0
"YOR242C","SSP2","verified1","growth1","SSP2","verified2","growth2","TRUE","nonessential",5293,0
"YOR243C","YOR243C","verified1","growth1","YOR243C","verified2","growth2","TRUE","nonessential",5294,0
"YOR244W","ESA1","verified1","nogrowth1","ESA1","verified2","nogrowth2","TRUE","essential",1034,1
"YOR245C","YOR245C","verified1","growth1","YOR245C","verified2","growth2","TRUE","nonessential",5295,0
"YOR246C","YOR246C","verified1","growth1","YOR246C","verified2","growth2","TRUE","nonessential",5296,0
"YOR247W","SRL1","verified1","growth1","SRL1","verified2","growth2","TRUE","nonessential",5297,0
"YOR248W","TOS11","verified1","growth1","TOS11","verified2","growth2","TRUE","nonessential",5298,0
"YOR249C","APC5","verified1","nogrowth1","APC5","verified2","nogrowth2","TRUE","essential",1035,1
"YOR250C","CLP1","verified1","nogrowth1","CLP1","verified2","nogrowth2","TRUE","essential",1036,1
"YOR251C","YOR251C","verified1","growth1","YOR251C","verified2","growth2","TRUE","nonessential",5299,0
"YOR252W","YOR252W","verified1","growth1","YOR252W","verified2","growth2","TRUE","nonessential",5300,0
"YOR253W","YOR253W","verified1","growth1","YOR253W","verified2","growth2","TRUE","nonessential",5301,0
"YOR254C","SEC63","verified1","nogrowth1","SEC63","verified2","nogrowth2","TRUE","essential",1037,1
"YOR255W","YOR255W","verified1","growth1","YOR255W","verified2","growth2","TRUE","nonessential",5302,0
"YOR256C","YOR256C","verified1","nogrowth1","YOR256C","verified2","nogrowth2","TRUE","essential",1038,1
"YOR257W","cdc31","verified1","nogrowth1","cdc31","verified2","nogrowth2","TRUE","essential",1039,1
"YOR258W","YOR258W","questionable1","growth1","YOR258W","verified2","growth2","TRUE","nonessential",5303,0
"YOR259C","RPT4","verified1","nogrowth1","RPT4","verified2","nogrowth2","TRUE","essential",1040,1
"YOR260W","gcd1","verified1","nogrowth1","gcd1","verified2","nogrowth2","TRUE","essential",1041,1
"YOR261C","RPN8","verified1","nogrowth1","RPN8","verified2","nogrowth2","TRUE","essential",1042,1
"YOR262W","YOR262W","verified1","nogrowth1","YOR262W","verified2","nogrowth2","TRUE","essential",1043,1
"YOR263C","YOR263C","verified1","growth1","YOR263C","verified2","growth2","TRUE","nonessential",5304,0
"YOR264W","YOR264W","verified1","growth1","YOR264W","verified2","growth2","TRUE","nonessential",5305,0
"YOR265W","RBL2","verified1","growth1","RBL2","verified2","growth2","TRUE","nonessential",5306,0
"YOR266W","PNT1","verified1","growth1","PNT1","verified2","growth2","TRUE","nonessential",5307,0
"YOR267C","YOR267C","verified1","growth1","YOR267C","verified2","growth2","TRUE","nonessential",5308,0
"YOR268C","YOR268C","verified1","growth1","YOR268C","verified2","growth2","TRUE","nonessential",5309,0
"YOR269W","PAC1","verified1","growth1","PAC1","verified2","growth2","TRUE","nonessential",5310,0
"YOR270C","vph1","verified1","growth1","vph1","verified2","growth2","TRUE","nonessential",5311,0
"YOR271C","YOR271C","verified1","growth1","YOR271C","verified2","growth2","TRUE","nonessential",5312,0
"YOR272W","YTM1","verified1","nogrowth1","YTM1","verified2","nogrowth2","TRUE","essential",1044,1
"YOR273C","YOR273C","verified1","growth1","YOR273C","verified2","growth2","TRUE","nonessential",5313,0
"YOR274W","MOD5","verified1","growth1","MOD5","verified2","growth2","TRUE","nonessential",5314,0
"YOR275C","YOR275C","verified1","growth1","YOR275C","verified2","growth2","TRUE","nonessential",5315,0
"YOR276W","CAF20","verified1","growth1","CAF20","verified2","growth2","TRUE","nonessential",5316,0
"YOR278W","HEM4","verified1","nogrowth1","HEM4","verified2","nogrowth2","TRUE","essential",1045,1
"YOR279C","YOR279C","verified1","growth1","YOR279C","verified2","growth2","TRUE","nonessential",5317,0
"YOR280C","YOR280C","verified1","growth1","YOR280C","verified2","growth2","TRUE","nonessential",5318,0
"YOR282W","YOR282W","verified1","nogrowth1","YOR282W","verified2","nogrowth2","TRUE","essential",1046,1
"YOR283W","YOR283W","verified1","growth1","YOR283W","verified2","growth2","TRUE","nonessential",5319,0
"YOR285W","YOR285W","verified1","growth1","YOR285W","verified2","growth2","TRUE","nonessential",5320,0
"YOR286W","YOR286W","verified1","growth1","YOR286W","verified2","growth2","TRUE","nonessential",5321,0
"YOR287C","YOR287C","verified1","nogrowth1","YOR287C","verified2","nogrowth2","TRUE","essential",1047,1
"YOR288C","MPD1","verified1","growth1","MPD1","verified2","growth2","TRUE","nonessential",5322,0
"YOR289W","YOR289W","verified1","growth1","YOR289W","verified2","growth2","TRUE","nonessential",5323,0
"YOR290C","snf2","verified1","growth1","snf2","verified2","growth2","TRUE","nonessential",5324,0
"YOR291W","YOR291W","verified1","growth1","YOR291W","verified2","growth2","TRUE","nonessential",5325,0
"YOR292C","YOR292C","verified1","growth1","YOR292C","verified2","growth2","TRUE","nonessential",5326,0
"YOR293W","RPS10A","verified1","growth1","RPS10A","verified2","growth2","TRUE","nonessential",5327,0
"YOR294W","RRS1","verified1","nogrowth1","RRS1","verified2","nogrowth2","TRUE","essential",1048,1
"YOR295W","YOR295W","verified1","growth1","YOR295W","verified2","growth2","TRUE","nonessential",5328,0
"YOR296W","YOR296W","verified1","growth1","YOR296W","verified2","growth2","TRUE","nonessential",5329,0
"YOR297C","TIM18","verified1","growth1","TIM18","verified2","growth2","TRUE","nonessential",5330,0
"YOR298C-A","MBF1","verified1","growth1","MBF1","verified2","growth2","TRUE","nonessential",5331,0
"YOR298W","YOR298W","verified1","growth1","YOR298W","verified2","growth2","TRUE","nonessential",5332,0
"YOR299W","BUD7","verified1","growth1","BUD7","verified2","growth2","TRUE","nonessential",5333,0
"YOR300W","YOR300W","verified1","growth1","YOR300W","verified2","growth2","TRUE","nonessential",5334,0
"YOR301W","RAX1","verified1","growth1","RAX1","verified2","growth2","TRUE","nonessential",5335,0
"YOR302W","YOR302W","verified1","growth1","YOR302W","verified2","growth2","TRUE","nonessential",5336,0
"YOR303W","cpa1","verified1","growth1","cpa1","verified2","growth2","TRUE","nonessential",5337,0
"YOR304C-A","YOR304C-A","verified1","growth1","YOR304C-A","verified2","growth2","TRUE","nonessential",5338,0
"YOR304W","ISW2","verified1","growth1","ISW2","verified2","growth2","TRUE","nonessential",5339,0
"YOR305W","YOR305W","verified1","growth1","YOR305W","verified2","growth2","TRUE","nonessential",5340,0
"YOR306C","YOR306C","verified1","growth1","YOR306C","verified2","growth2","TRUE","nonessential",5341,0
"YOR307C","SLY41","verified1","growth1","SLY41","verified2","growth2","TRUE","nonessential",5342,0
"YOR308C","SNU66","verified1","growth1","SNU66","verified2","growth2","TRUE","nonessential",5343,0
