"orf","gene.x","Anno1","Growth1","gene.y","Anno2","Growth2","name.check","essenflag","geneNO","essenflagNumeric"
"YER147C","YER147C","verified1","nogrowth1","YER147C","verified2","nogrowth2","TRUE","essential",328,1
"YER148W","spt15","verified1","nogrowth1","spt15","verified2","nogrowth2","TRUE","essential",329,1
"YER149C","PEA2","verified1","growth1","PEA2","verified2","growth2","TRUE","nonessential",2467,0
"YER150W","SPI1","verified1","growth1","SPI1","verified2","growth2","TRUE","nonessential",2468,0
"YER151C","UBP3","verified1","growth1","UBP3","verified2","growth2","TRUE","nonessential",2469,0
"YER152C","YER152C","verified1","growth1","YER152C","verified2","growth2","TRUE","nonessential",2470,0
"YER153C","pet122","verified1","growth1","pet122","verified2","growth2","TRUE","nonessential",2471,0
"YER154W","oxa1","verified1","growth1","oxa1","verified2","growth2","TRUE","nonessential",2472,0
"YER155C","bem2","verified1","growth1","bem2","verified2","growth2","TRUE","nonessential",2473,0
"YER156C","YER156C","verified1","growth1","YER156C","verified2","growth2","TRUE","nonessential",2474,0
"YER157W","SEC34","verified1","nogrowth1","SEC34","verified2","nogrowth2","TRUE","essential",330,1
"YER158C","YER158C","verified1","growth1","YER158C","verified2","growth2","TRUE","nonessential",2475,0
"YER159C","BUR6","verified1","nogrowth1","BUR6","verified2","nogrowth2","TRUE","essential",331,1
"YER161C","spt2","verified1","growth1","spt2","verified2","growth2","TRUE","nonessential",2476,0
"YER162C","rad4","verified1","growth1","rad4","verified2","growth2","TRUE","nonessential",2477,0
"YER163C","YER163C","verified1","growth1","YER163C","verified2","growth2","TRUE","nonessential",2478,0
"YER164W","CHD1","verified1","growth1","CHD1","verified2","growth2","TRUE","nonessential",2479,0
"YER165W","PAB1","verified1","nogrowth1","PAB1","verified2","nogrowth2","TRUE","essential",332,1
"YER166W","YER166W","verified1","growth1","YER166W","verified2","growth2","TRUE","nonessential",2480,0
"YER167W","BCK2","verified1","growth1","BCK2","verified2","growth2","TRUE","nonessential",2481,0
"YER168C","CCA1","verified1","nogrowth1","CCA1","verified2","nogrowth2","TRUE","essential",333,1
"YER169W","RPH1","verified1","growth1","RPH1","verified2","growth2","TRUE","nonessential",2482,0
"YER170W","adk2","verified1","growth1","adk2","verified2","growth2","TRUE","nonessential",2483,0
"YER171W","rad3","verified1","nogrowth1","rad3","verified2","nogrowth2","TRUE","essential",334,1
"YER172C","BRR2","verified1","nogrowth1","BRR2","verified2","nogrowth2","TRUE","essential",335,1
"YER173W","rad24","verified1","growth1","rad24","verified2","growth2","TRUE","nonessential",2484,0
"YER174C","GRX4","verified1","growth1","GRX4","verified2","growth2","TRUE","nonessential",2485,0
"YER175C","YER175C","verified1","growth1","YER175C","verified2","growth2","TRUE","nonessential",2486,0
"YER176W","ECM32","verified1","growth1","ECM32","verified2","growth2","TRUE","nonessential",2487,0
"YER177W","bmh1","verified1","growth1","bmh1","verified2","growth2","TRUE","nonessential",2488,0
"YER178W","pda1","verified1","growth1","pda1","verified2","growth2","TRUE","nonessential",2489,0
"YER179W","dmc1","verified1","growth1","dmc1","verified2","growth2","TRUE","nonessential",2490,0
"YER180C","ISC10","verified1","growth1","ISC10","verified2","growth2","TRUE","nonessential",2491,0
"YER181C","YER181C","verified1","growth1","YER181C","verified2","growth2","TRUE","nonessential",2492,0
"YER182W","YER182W","verified1","growth1","YER182W","verified2","growth2","TRUE","nonessential",2493,0
"YER183C","FAU1","verified1","growth1","FAU1","verified2","growth2","TRUE","nonessential",2494,0
"YER184C","YER184C","verified1","growth1","YER184C","verified2","growth2","TRUE","nonessential",2495,0
"YER185W","YER185W","verified1","growth1","YER185W","verified2","growth2","TRUE","nonessential",2496,0
"YER186C","YER186C","verified1","growth1","YER186C","verified2","growth2","TRUE","nonessential",2497,0
"YER187W","YER187W","verified1","growth1","YER187W","verified2","growth2","TRUE","nonessential",2498,0
"YER188W","YER188W","verified1","growth1","YER188W","verified2","growth2","TRUE","nonessential",2499,0
"YFL001W","deg1","verified1","growth1","deg1","verified2","growth2","TRUE","nonessential",2500,0
"YFL002C","SPB4","verified1","nogrowth1","SPB4","verified2","nogrowth2","TRUE","essential",336,1
"YFL003C","MSH4","verified1","growth1","MSH4","verified2","growth2","TRUE","nonessential",2501,0
"YFL004W","VTC2","verified1","growth1","VTC2","verified2","growth2","TRUE","nonessential",2502,0
"YFL005W","sec4","verified1","nogrowth1","sec4","verified2","nogrowth2","TRUE","essential",337,1
"YFL006W","YFL006W","verified1","growth1","YFL006W","verified2","growth2","TRUE","nonessential",2503,0
"YFL007W","BLM3","verified1","growth1","BLM3","verified2","growth2","TRUE","nonessential",2504,0
"YFL008W","smc1","verified1","nogrowth1","smc1","verified2","nogrowth2","TRUE","essential",338,1
"YFL009W","cdc4","verified1","nogrowth1","cdc4","verified2","nogrowth2","TRUE","essential",339,1
"YFL010C","YFL010C","verified1","growth1","YFL010C","verified2","growth2","TRUE","nonessential",2505,0
"YFL011W","HXT10","verified1","growth1","HXT10","verified2","growth2","TRUE","nonessential",2506,0
"YFL012W","YFL012W","verified1","growth1","YFL012W","verified2","growth2","TRUE","nonessential",2507,0
"YFL013C","YFL013C","verified1","growth1","YFL013C","verified2","growth2","TRUE","nonessential",2508,0
"YFL013W-A","YFL013W-A","verified1","growth1","YFL013W-A","verified2","growth2","TRUE","nonessential",2509,0
"YFL014W","HSP12","verified1","growth1","HSP12","verified2","growth2","TRUE","nonessential",2510,0
"YFL015C","YFL015C","verified1","growth1","YFL015C","verified2","growth2","TRUE","nonessential",2511,0
"YFL016C","MDJ1","verified1","growth1","MDJ1","verified2","growth2","TRUE","nonessential",2512,0
"YFL017C","GNA1","verified1","nogrowth1","GNA1","verified2","nogrowth2","TRUE","essential",340,1
"YFL018C","LPD1","verified1","growth1","LPD1","verified2","growth2","TRUE","nonessential",2513,0
"YFL018W-A","YFL018W-A","verified1","nogrowth1","YFL018W-A","verified2","nogrowth2","TRUE","essential",341,1
"YFL019C","YFL019C","verified1","growth1","YFL019C","verified2","growth2","TRUE","nonessential",2514,0
"YFL020C","PAU5","verified1","growth1","PAU5","verified2","growth2","TRUE","nonessential",2515,0
"YFL021W","GAT1","verified1","growth1","GAT1","verified2","growth2","TRUE","nonessential",2516,0
"YFL022C","FRS2","verified1","nogrowth1","FRS2","verified2","nogrowth2","TRUE","essential",342,1
"YFL023W","YFL023W","verified1","growth1","YFL023W","verified2","growth2","TRUE","nonessential",2517,0
"YFL024C","EPL1","verified1","nogrowth1","EPL1","verified2","nogrowth2","TRUE","essential",343,1
"YFL025C","BST1","verified1","growth1","BST1","verified2","growth2","TRUE","nonessential",2518,0
"YFL026W","ste2","verified1","nogrowth1","ste2","verified2","nogrowth2","TRUE","essential",344,1
"YFL027C","YFL027C","verified1","growth1","YFL027C","verified2","growth2","TRUE","nonessential",2519,0
"YFL028C","CAF16","verified1","growth1","CAF16","verified2","growth2","TRUE","nonessential",2520,0
"YFL029C","CAK1","verified1","nogrowth1","CAK1","verified2","nogrowth2","TRUE","essential",345,1
"YFL030W","YFL030W","verified1","growth1","YFL030W","verified2","growth2","TRUE","nonessential",2521,0
"YFL031W","HAC1","verified1","growth1","HAC1","verified2","growth2","TRUE","nonessential",2522,0
"YFL032W","YFL032W","verified1","growth1","YFL032W","verified2","growth2","TRUE","nonessential",2523,0
"YFL033C","RIM15","verified1","growth1","RIM15","verified2","growth2","TRUE","nonessential",2524,0
"YFL034C-A","RPL22B","verified1","growth1","RPL22B","verified2","growth2","TRUE","nonessential",2525,0
"YFL034W","YFL034W","verified1","growth1","YFL034W","verified2","growth2","TRUE","nonessential",2526,0
"YFL035C","YFL035C","verified1","nogrowth1","YFL035C","verified2","nogrowth2","TRUE","essential",346,1
"YFL035C-A","YFL035C-A","verified1","nogrowth1","YFL035C-A","verified2","nogrowth2","TRUE","essential",347,1
"YFL035C-B","YFL035C-B","verified1","growth1","YFL035C-B","verified2","growth2","TRUE","nonessential",2527,0
"YFL036W","RPO41","verified1","growth1","RPO41","verified2","growth2","TRUE","nonessential",2528,0
"YFL037W","tub2","verified1","nogrowth1","tub2","verified2","nogrowth2","TRUE","essential",348,1
"YFL038C","YPT1","verified1","nogrowth1","YPT1","verified2","nogrowth2","TRUE","essential",349,1
"YFL039C","act1","verified1","nogrowth1","act1","verified2","nogrowth2","TRUE","essential",350,1
"YFL040W","YFL040W","verified1","growth1","YFL040W","verified2","growth2","TRUE","nonessential",2529,0
"YFL041W","FET5","verified1","growth1","FET5","verified2","growth2","TRUE","nonessential",2530,0
"YFL042C","YFL042C","verified1","growth1","YFL042C","verified2","growth2","TRUE","nonessential",2531,0
"YFL043C","YFL043C","verified1","growth1","YFL043C","verified2","growth2","TRUE","nonessential",2532,0
"YFL044C","YFL044C","verified1","growth1","YFL044C","verified2","growth2","TRUE","nonessential",2533,0
"YFL045C","SEC53","verified1","nogrowth1","SEC53","verified2","nogrowth2","TRUE","essential",351,1
"YFL046W","YFL046W","verified1","growth1","YFL046W","verified2","growth2","TRUE","nonessential",2534,0
"YFL047W","YFL047W","verified1","growth1","YFL047W","verified2","growth2","TRUE","nonessential",2535,0
"YFL048C","EMP47","verified1","growth1","EMP47","verified2","growth2","TRUE","nonessential",2536,0
"YFL049W","YFL049W","verified1","growth1","YFL049W","verified2","growth2","TRUE","nonessential",2537,0
"YFL050C","ALR2","verified1","growth1","ALR2","verified2","growth2","TRUE","nonessential",2538,0
"YFL051C","YFL051C","verified1","growth1","YFL051C","verified2","growth2","TRUE","nonessential",2539,0
"YFL052W","YFL052W","verified1","growth1","YFL052W","verified2","growth2","TRUE","nonessential",2540,0
"YFL053W","DAK2","verified1","growth1","DAK2","verified2","growth2","TRUE","nonessential",2541,0
"YFL054C","YFL054C","verified1","growth1","YFL054C","verified2","growth2","TRUE","nonessential",2542,0
"YFL055W","AGP3","verified1","growth1","AGP3","verified2","growth2","TRUE","nonessential",2543,0
"YFL056C","aad6","verified1","growth1","aad6","verified2","growth2","TRUE","nonessential",2544,0
"YFL060C","SNO3","verified1","nogrowth1","SNO3","verified2","nogrowth2","TRUE","essential",352,1
"YFL063W","YFL063W","verified1","growth1","YFL063W","verified2","growth2","TRUE","nonessential",2545,0
"YFR001W","LOC1","verified1","growth1","LOC1","verified2","growth2","TRUE","nonessential",2546,0
"YFR002W","NIC96","verified1","nogrowth1","NIC96","verified2","nogrowth2","TRUE","essential",353,1
"YFR003C","YFR003C","verified1","nogrowth1","YFR003C","verified2","nogrowth2","TRUE","essential",354,1
"YFR004W","RPN11","verified1","nogrowth1","RPN11","verified2","growth2","TRUE","abnormal",2547,0
"YFR005C","SAD1","verified1","nogrowth1","SAD1","verified2","nogrowth2","TRUE","essential",355,1
"YFR006W","YFR006W","verified1","growth1","YFR006W","verified2","growth2","TRUE","nonessential",2548,0
"YFR007W","YFR007W","verified1","growth1","YFR007W","verified2","growth2","TRUE","nonessential",2549,0
"YFR008W","YFR008W","verified1","growth1","YFR008W","verified2","growth2","TRUE","nonessential",2550,0
"YFR009W","GCN20","verified1","growth1","GCN20","verified2","growth2","TRUE","nonessential",2551,0
"YFR010W","UBP6","verified1","growth1","UBP6","verified2","growth2","TRUE","nonessential",2552,0
"YFR011C","YFR011C","verified1","growth1","YFR011C","verified2","growth2","TRUE","nonessential",2553,0
"YFR012W","YFR012W","verified1","growth1","YFR012W","verified2","growth2","TRUE","nonessential",2554,0
"YFR013W","IOC3","verified1","growth1","IOC3","verified2","growth2","TRUE","nonessential",2555,0
"YFR014C","CMK1","verified1","growth1","CMK1","verified2","growth2","TRUE","nonessential",2556,0
"YFR015C","GSY1","verified1","growth1","GSY1","verified2","growth2","TRUE","nonessential",2557,0
"YFR016C","YFR016C","verified1","growth1","YFR016C","verified2","growth2","TRUE","nonessential",2558,0
"YFR017C","YFR017C","verified1","growth1","YFR017C","verified2","growth2","TRUE","nonessential",2559,0
"YFR018C","YFR018C","verified1","growth1","YFR018C","verified2","growth2","TRUE","nonessential",2560,0
"YFR019W","FAB1","verified1","nogrowth1","FAB1","verified2","growth2","TRUE","abnormal",2561,0
"YFR020W","YFR020W","verified1","growth1","YFR020W","verified2","growth2","TRUE","nonessential",2562,0
"YFR021W","YFR021W","verified1","growth1","YFR021W","verified2","growth2","TRUE","nonessential",2563,0
"YFR022W","YFR022W","verified1","growth1","YFR022W","verified2","growth2","TRUE","nonessential",2564,0
"YFR023W","PES4","verified1","growth1","PES4","verified2","growth2","TRUE","nonessential",2565,0
"YFR024C","YFR024C","verified1","growth1","YFR024C","verified2","growth2","TRUE","nonessential",2566,0
"YFR024C-A","YFR024C-A","verified1","growth1","YFR024C-A","verified2","growth2","TRUE","nonessential",2567,0
"YFR025C","his2","verified1","growth1","his2","verified2","growth2","TRUE","nonessential",2568,0
"YFR026C","YFR026C","verified1","growth1","YFR026C","verified2","growth2","TRUE","nonessential",2569,0
"YFR027W","ECO1","verified1","nogrowth1","ECO1","verified2","nogrowth2","TRUE","essential",356,1
"YFR028C","cdc14","verified1","nogrowth1","cdc14","verified2","nogrowth2","TRUE","essential",357,1
"YFR029W","PTR3","verified1","nogrowth1","PTR3","verified2","nogrowth2","TRUE","essential",358,1
"YFR030W","met10","verified1","growth1","met10","verified2","growth2","TRUE","nonessential",2570,0
"YFR031C","SMC2","verified1","nogrowth1","SMC2","verified2","nogrowth2","TRUE","essential",359,1
"YFR031C-A","RPL2A","verified1","growth1","RPL2A","verified2","growth2","TRUE","nonessential",2571,0
"YFR032C","YFR032C","verified1","growth1","YFR032C","verified2","growth2","TRUE","nonessential",2572,0
"YFR032C-A","RPL29","verified1","growth1","RPL29","verified2","growth2","TRUE","nonessential",2573,0
"YFR033C","QCR6","verified1","growth1","QCR6","verified2","growth2","TRUE","nonessential",2574,0
"YFR034C","pho4","verified1","growth1","pho4","verified2","growth2","TRUE","nonessential",2575,0
"YFR035C","YFR035C","verified1","growth1","YFR035C","verified2","growth2","TRUE","nonessential",2576,0
"YFR036W","cdc26","verified1","growth1","cdc26","verified2","growth2","TRUE","nonessential",2577,0
"YFR037C","RSC8","verified1","nogrowth1","RSC8","verified2","nogrowth2","TRUE","essential",360,1
"YFR039C","YFR039C","verified1","growth1","YFR039C","verified2","growth2","TRUE","nonessential",2578,0
"YFR040W","SAP155","verified1","growth1","SAP155","verified2","growth2","TRUE","nonessential",2579,0
"YFR041C","YFR041C","verified1","growth1","YFR041C","verified2","growth2","TRUE","nonessential",2580,0
"YFR042W","YFR042W","verified1","nogrowth1","YFR042W","verified2","nogrowth2","TRUE","essential",361,1
"YFR043C","YFR043C","verified1","growth1","YFR043C","verified2","growth2","TRUE","nonessential",2581,0
"YFR044C","YFR044C","verified1","growth1","YFR044C","verified2","growth2","TRUE","nonessential",2582,0
"YFR045W","YFR045W","verified1","growth1","YFR045W","verified2","growth2","TRUE","nonessential",2583,0
"YFR046C","YFR046C","verified1","growth1","YFR046C","verified2","growth2","TRUE","nonessential",2584,0
"YFR047C","YFR047C","verified1","growth1","YFR047C","verified2","growth2","TRUE","nonessential",2585,0
"YFR048W","YFR048W","verified1","growth1","YFR048W","verified2","growth2","TRUE","nonessential",2586,0
"YFR049W","YMR31","verified1","growth1","YMR31","verified2","growth2","TRUE","nonessential",2587,0
"YFR050C","PRE4","verified1","nogrowth1","PRE4","verified2","nogrowth2","TRUE","essential",362,1
"YFR051C","RET2","verified1","nogrowth1","RET2","verified2","nogrowth2","TRUE","essential",363,1
"YFR052W","RPN12","verified1","nogrowth1","RPN12","verified2","nogrowth2","TRUE","essential",364,1
"YFR053C","hxk1","verified1","growth1","hxk1","verified2","growth2","TRUE","nonessential",2588,0
"YFR054C","YFR054C","verified1","growth1","YFR054C","verified2","growth2","TRUE","nonessential",2589,0
"YFR055W","YFR055W","verified1","growth1","YFR055W","verified2","growth2","TRUE","nonessential",2590,0
"YFR056C","YFR056C","verified1","growth1","YFR056C","verified2","growth2","TRUE","nonessential",2591,0
"YFR057W","YFR057W","verified1","growth1","YFR057W","verified2","growth2","TRUE","nonessential",2592,0
"YGL001C","ERG26","verified1","nogrowth1","ERG26","verified2","nogrowth2","TRUE","essential",365,1
"YGL002W","ERP6","verified1","growth1","ERP6","verified2","growth2","TRUE","nonessential",2593,0
"YGL003C","CDH1","verified1","growth1","CDH1","verified2","growth2","TRUE","nonessential",2594,0
"YGL004C","YGL004C","verified1","growth1","YGL004C","verified2","growth2","TRUE","nonessential",2595,0
"YGL005C","YGL005C","verified1","growth1","YGL005C","verified2","growth2","TRUE","nonessential",2596,0
"YGL006W","PMC1","verified1","growth1","PMC1","verified2","growth2","TRUE","nonessential",2597,0
"YGL007W","YGL007W","verified1","growth1","YGL007W","verified2","growth2","TRUE","nonessential",2598,0
"YGL008C","PMA1","verified1","nogrowth1","PMA1","verified2","nogrowth2","TRUE","essential",366,1
"YGL009C","leu1","verified1","growth1","leu1","verified2","growth2","TRUE","nonessential",2599,0
"YGL010W","YGL010W","verified1","growth1","YGL010W","verified2","growth2","TRUE","nonessential",2600,0
"YGL011C","SCL1","verified1","nogrowth1","SCL1","verified2","nogrowth2","TRUE","essential",367,1
"YGL012W","ERG4","verified1","growth1","ERG4","verified2","growth2","TRUE","nonessential",2601,0
"YGL013C","PDR1","verified1","growth1","PDR1","verified2","growth2","TRUE","nonessential",2602,0
"YGL014W","YGL014W","verified1","growth1","YGL014W","verified2","growth2","TRUE","nonessential",2603,0
"YGL016W","KAP122","verified1","growth1","KAP122","verified2","growth2","TRUE","nonessential",2604,0
"YGL017W","ATE1","verified1","growth1","ATE1","verified2","growth2","TRUE","nonessential",2605,0
"YGL018C","JAC1","verified1","nogrowth1","JAC1","verified2","nogrowth2","TRUE","essential",368,1
"YGL019W","CKB1","verified1","growth1","CKB1","verified2","growth2","TRUE","nonessential",2606,0
"YGL020C","YGL020C","verified1","nogrowth1","YGL020C","verified2","growth2","TRUE","abnormal",2607,0
"YGL021W","ALK1","verified1","growth1","ALK1","verified2","growth2","TRUE","nonessential",2608,0
"YGL022W","STT3","verified1","nogrowth1","STT3","verified2","nogrowth2","TRUE","essential",369,1
"YGL024W","YGL024W","verified1","nogrowth1","YGL024W","verified2","nogrowth2","TRUE","essential",370,1
"YGL025C","PGD1","verified1","growth1","PGD1","verified2","growth2","TRUE","nonessential",2609,0
"YGL026C","trp5","verified1","growth1","trp5","verified2","growth2","TRUE","nonessential",2610,0
"YGL027C","CWH41","verified1","growth1","CWH41","verified2","growth2","TRUE","nonessential",2611,0
"YGL028C","SCW11","verified1","growth1","SCW11","verified2","growth2","TRUE","nonessential",2612,0
"YGL029W","CGR1","verified1","nogrowth1","CGR1","verified2","nogrowth2","TRUE","essential",371,1
"YGL030W","RPL30","verified1","nogrowth1","RPL30","verified2","nogrowth2","TRUE","essential",372,1
"YGL031C","RPL24A","verified1","growth1","RPL24A","verified2","growth2","TRUE","nonessential",2613,0
"YGL033W","HOP2","verified1","growth1","HOP2","verified2","growth2","TRUE","nonessential",2614,0
"YGL034C","YGL034C","verified1","growth1","YGL034C","verified2","growth2","TRUE","nonessential",2615,0
"YGL036W","MTC2","verified1","nogrowth1","MTC2","verified2","nogrowth2","TRUE","essential",373,1
"YGL037C","PNC1","verified1","growth1","PNC1","verified2","growth2","TRUE","nonessential",2616,0
"YGL038C","och1","verified1","nogrowth1","och1","verified2","nogrowth2","TRUE","essential",374,1
"YGL039W","YGL039W","verified1","growth1","YGL039W","verified2","growth2","TRUE","nonessential",2617,0
"YGL040C","HEM2","verified1","nogrowth1","HEM2","verified2","nogrowth2","TRUE","essential",375,1
"YGL041C","YGL041C","verified1","nogrowth1","YGL041C","verified2","growth2","TRUE","abnormal",2618,0
"YGL042C","YGL042C","verified1","growth1","YGL042C","verified2","growth2","TRUE","nonessential",2619,0
"YGL043W","dst1","verified1","growth1","dst1","verified2","growth2","TRUE","nonessential",2620,0
"YGL045W","YGL045W","verified1","growth1","YGL045W","verified2","growth2","TRUE","nonessential",2621,0
"YGL046W","YGL046W","verified1","growth1","YGL046W","verified2","growth2","TRUE","nonessential",2622,0
"YGL047W","YGL047W","questionable1","nogrowth1","YGL047W","verified2","nogrowth2","TRUE","essential",376,1
"YGL048C","RPT6","verified1","nogrowth1","RPT6","verified2","nogrowth2","TRUE","essential",377,1
"YGL049C","TIF4632","verified1","growth1","TIF4632","verified2","growth2","TRUE","nonessential",2623,0
"YGL050W","YGL050W","verified1","growth1","YGL050W","verified2","growth2","TRUE","nonessential",2624,0
"YGL051W","YGL051W","verified1","growth1","YGL051W","verified2","growth2","TRUE","nonessential",2625,0
"YGL053W","PRM8","verified1","growth1","PRM8","verified2","growth2","TRUE","nonessential",2626,0
"YGL054C","ERV14","verified1","growth1","ERV14","verified2","growth2","TRUE","nonessential",2627,0
"YGL055W","ole1","verified1","nogrowth1","ole1","verified2","nogrowth2","TRUE","essential",378,1
"YGL056C","SDS23","verified1","growth1","SDS23","verified2","growth2","TRUE","nonessential",2628,0
"YGL057C","YGL057C","verified1","growth1","YGL057C","verified2","growth2","TRUE","nonessential",2629,0
"YGL058W","rad6","verified1","growth1","rad6","verified2","growth2","TRUE","nonessential",2630,0
"YGL059W","YGL059W","verified1","growth1","YGL059W","verified2","growth2","TRUE","nonessential",2631,0
"YGL060W","YGL060W","verified1","growth1","YGL060W","verified2","growth2","TRUE","nonessential",2632,0
"YGL061C","DUO1","verified1","nogrowth1","DUO1","verified2","nogrowth2","TRUE","essential",379,1
"YGL062W","PYC1","verified1","growth1","PYC1","verified2","growth2","TRUE","nonessential",2633,0
"YGL063W","PUS2","verified1","growth1","PUS2","verified2","growth2","TRUE","nonessential",2634,0
"YGL064C","YGL064C","verified1","growth1","YGL064C","verified2","growth2","TRUE","nonessential",2635,0
"YGL065C","ALG2","verified1","nogrowth1","ALG2","verified2","nogrowth2","TRUE","essential",380,1
"YGL066W","YGL066W","verified1","growth1","YGL066W","verified2","growth2","TRUE","nonessential",2636,0
"YGL067W","NPY1","verified1","growth1","NPY1","verified2","growth2","TRUE","nonessential",2637,0
"YGL069C","YGL069C","verified1","nogrowth1","YGL069C","verified2","nogrowth2","TRUE","essential",381,1
"YGL070C","rpb9","verified1","growth1","rpb9","verified2","growth2","TRUE","nonessential",2638,0
"YGL071W","RCS1","verified1","growth1","RCS1","verified2","growth2","TRUE","nonessential",2639,0
"YGL072C","YGL072C","verified1","growth1","YGL072C","verified2","growth2","TRUE","nonessential",2640,0
"YGL073W","HSF1","verified1","nogrowth1","HSF1","verified2","nogrowth2","TRUE","essential",382,1
"YGL074C","YGL074C","verified1","nogrowth1","YGL074C","verified2","nogrowth2","TRUE","essential",383,1
"YGL075C","MPS2","verified1","nogrowth1","MPS2","verified2","nogrowth2","TRUE","essential",384,1
"YGL076C","RPL7A","verified1","growth1","RPL7A","verified2","growth2","TRUE","nonessential",2641,0
"YGL077C","HNM1","verified1","growth1","HNM1","verified2","growth2","TRUE","nonessential",2642,0
"YGL078C","DBP3","verified1","growth1","DBP3","verified2","growth2","TRUE","nonessential",2643,0
"YGL079W","YGL079W","verified1","growth1","YGL079W","verified2","growth2","TRUE","nonessential",2644,0
"YGL080W","YGL080W","verified1","growth1","YGL080W","verified2","growth2","TRUE","nonessential",2645,0
"YGL082W","YGL082W","verified1","growth1","YGL082W","verified2","growth2","TRUE","nonessential",2646,0
"YGL083W","SCY1","verified1","growth1","SCY1","verified2","growth2","TRUE","nonessential",2647,0
"YGL084C","GUP1","verified1","growth1","GUP1","verified2","growth2","TRUE","nonessential",2648,0
"YGL085W","YGL085W","verified1","growth1","YGL085W","verified2","growth2","TRUE","nonessential",2649,0
"YGL086W","MAD1","verified1","growth1","MAD1","verified2","growth2","TRUE","nonessential",2650,0
"YGL087C","MMS2","verified1","growth1","MMS2","verified2","growth2","TRUE","nonessential",2651,0
"YGL088W","YGL088W","verified1","growth1","YGL088W","verified2","growth2","TRUE","nonessential",2652,0
"YGL089C","mf(alpha)2","verified1","growth1","mf(alpha)2","verified2","growth2","TRUE","nonessential",2653,0
"YGL090W","LIF1","verified1","growth1","LIF1","verified2","growth2","TRUE","nonessential",2654,0
"YGL091C","NBP35","verified1","nogrowth1","NBP35","verified2","nogrowth2","TRUE","essential",385,1
"YGL092W","NUP145","verified1","nogrowth1","NUP145","verified2","nogrowth2","TRUE","essential",386,1
"YGL093W","SPC105","verified1","nogrowth1","SPC105","verified2","nogrowth2","TRUE","essential",387,1
"YGL094C","PAN2","verified1","growth1","PAN2","verified2","growth2","TRUE","nonessential",2655,0
"YGL095C","VPS45","verified1","growth1","VPS45","verified2","growth2","TRUE","nonessential",2656,0
"YGL096W","TOS8","verified1","growth1","TOS8","verified2","growth2","TRUE","nonessential",2657,0
"YGL097W","SRM1","verified1","nogrowth1","SRM1","verified2","nogrowth2","TRUE","essential",388,1
"YGL098W","YGL098W","verified1","nogrowth1","YGL098W","verified2","nogrowth2","TRUE","essential",389,1
"YGL099W","YGL099W","questionable1","nogrowth1","YGL099W","verified2","nogrowth2","TRUE","essential",390,1
"YGL102C","YGL102C","verified1","nogrowth1","YGL102C","verified2","nogrowth2","TRUE","essential",391,1
"YGL103W","RPL28","verified1","nogrowth1","RPL28","verified2","nogrowth2","TRUE","essential",392,1
"YGL105W","ARC1","verified1","growth1","ARC1","verified2","growth2","TRUE","nonessential",2658,0
"YGL107C","YGL107C","verified1","growth1","YGL107C","verified2","growth2","TRUE","nonessential",2659,0
"YGL108C","YGL108C","verified1","growth1","YGL108C","verified2","growth2","TRUE","nonessential",2660,0
"YGL109W","YGL109W","verified1","growth1","YGL109W","verified2","growth2","TRUE","nonessential",2661,0
"YGL110C","YGL110C","verified1","growth1","YGL110C","verified2","growth2","TRUE","nonessential",2662,0
"YGL111W","YGL111W","verified1","nogrowth1","YGL111W","verified2","nogrowth2","TRUE","essential",393,1
"YGL112C","TAF60","verified1","nogrowth1","TAF60","verified2","nogrowth2","TRUE","essential",394,1
"YGL113W","YGL113W","verified1","nogrowth1","YGL113W","verified2","nogrowth2","TRUE","essential",395,1
"YGL114W","YGL114W","verified1","growth1","YGL114W","verified2","growth2","TRUE","nonessential",2663,0
"YGL115W","SNF4","verified1","growth1","SNF4","verified2","growth2","TRUE","nonessential",2664,0
"YGL116W","cdc20","verified1","nogrowth1","cdc20","verified2","nogrowth2","TRUE","essential",396,1
"YGL117W","YGL117W","verified1","growth1","YGL117W","verified2","growth2","TRUE","nonessential",2665,0
"YGL118C","YGL118C","verified1","nogrowth1","YGL118C","verified2","nogrowth2","TRUE","essential",397,1
"YGL120C","PRP43","verified1","nogrowth1","PRP43","verified2","nogrowth2","TRUE","essential",398,1
"YGL121C","YGL121C","verified1","growth1","YGL121C","verified2","growth2","TRUE","nonessential",2666,0
"YGL122C","NAB2","verified1","nogrowth1","NAB2","verified2","nogrowth2","TRUE","essential",399,1
"YGL123W","RPS2","verified1","nogrowth1","RPS2","verified2","nogrowth2","TRUE","essential",400,1
"YGL124C","MON1","verified1","growth1","MON1","verified2","growth2","TRUE","nonessential",2667,0
"YGL125W","met13","verified1","growth1","met13","verified2","growth2","TRUE","nonessential",2668,0
"YGL126W","SCS3","verified1","growth1","SCS3","verified2","growth2","TRUE","nonessential",2669,0
"YGL127C","SOH1","verified1","growth1","SOH1","verified2","growth2","TRUE","nonessential",2670,0
"YGL128C","YGL128C","verified1","nogrowth1","YGL128C","verified2","nogrowth2","TRUE","essential",401,1
"YGL130W","CEG1","verified1","nogrowth1","CEG1","verified2","nogrowth2","TRUE","essential",402,1
"YGL131C","YGL131C","verified1","growth1","YGL131C","verified2","growth2","TRUE","nonessential",2671,0
"YGL132W","YGL132W","verified1","growth1","YGL132W","verified2","growth2","TRUE","nonessential",2672,0
"YGL133W","ITC1","verified1","growth1","ITC1","verified2","growth2","TRUE","nonessential",2673,0
