"","orf","gene.x","Anno1","Growth1","gene.y","Anno2","Growth2","name.check","essenflag"
"3042","YJR010W","met3","verified1","growth1","met3","verified2","growth2",TRUE,"nonessential"
"3043","YJR011C","YJR011C","verified1","growth1","YJR011C","verified2","growth2",TRUE,"nonessential"
"3044","YJR012C","YJR012C","verified1","nogrowth1","YJR012C","verified2","nogrowth2",TRUE,"essential"
"3045","YJR013W","YJR013W","verified1","nogrowth1","YJR013W","verified2","nogrowth2",TRUE,"essential"
"3046","YJR014W","YJR014W","verified1","growth1","YJR014W","verified2","growth2",TRUE,"nonessential"
"3047","YJR015W","YJR015W","verified1","growth1","YJR015W","verified2","growth2",TRUE,"nonessential"
"3048","YJR016C","ilv3","verified1","nogrowth1","ilv3","verified2","nogrowth2",TRUE,"essential"
"3049","YJR017C","ess1","verified1","nogrowth1","ess1","verified2","nogrowth2",TRUE,"essential"
"3050","YJR018W","YJR018W","verified1","growth1","YJR018W","verified2","growth2",TRUE,"nonessential"
"3051","YJR019C","TES1","verified1","growth1","TES1","verified2","growth2",TRUE,"nonessential"
"3052","YJR020W","YJR020W","verified1","growth1","YJR020W","verified2","growth2",TRUE,"nonessential"
"3053","YJR021C","rec107","verified1","growth1","rec107","verified2","growth2",TRUE,"nonessential"
"3054","YJR022W","LSM8","verified1","nogrowth1","LSM8","verified2","nogrowth2",TRUE,"essential"
"3055","YJR023C","YJR023C","verified1","nogrowth1","YJR023C","verified2","nogrowth2",TRUE,"essential"
"3056","YJR024C","YJR024C","verified1","growth1","YJR024C","verified2","growth2",TRUE,"nonessential"
"3057","YJR025C","BNA1","verified1","growth1","BNA1","verified2","growth2",TRUE,"nonessential"
"3058","YJR026W","YJR026W","verified1","growth1","YJR026W","verified2","growth2",TRUE,"nonessential"
"3060","YJR031C","GEA1","verified1","growth1","GEA1","verified2","growth2",TRUE,"nonessential"
"3061","YJR032W","CPR7","verified1","growth1","CPR7","verified2","growth2",TRUE,"nonessential"
"3062","YJR033C","RAV1","verified1","growth1","RAV1","verified2","growth2",TRUE,"nonessential"
"3063","YJR034W","PET191","verified1","nogrowth1","PET191","verified2","growth2",TRUE,"abnormal"
"3064","YJR035W","RAD26","verified1","growth1","RAD26","verified2","growth2",TRUE,"nonessential"
"3065","YJR036C","HUL4","verified1","growth1","HUL4","verified2","growth2",TRUE,"nonessential"
"3066","YJR037W","YJR037W","verified1","growth1","YJR037W","verified2","growth2",TRUE,"nonessential"
"3067","YJR038C","YJR038C","verified1","growth1","YJR038C","verified2","growth2",TRUE,"nonessential"
"3068","YJR039W","YJR039W","verified1","growth1","YJR039W","verified2","growth2",TRUE,"nonessential"
"3069","YJR040W","GEF1","verified1","growth1","GEF1","verified2","growth2",TRUE,"nonessential"
"3070","YJR041C","YJR041C","verified1","nogrowth1","YJR041C","verified2","nogrowth2",TRUE,"essential"
"3071","YJR042W","NUP85","verified1","nogrowth1","NUP85","verified2","nogrowth2",TRUE,"essential"
"3072","YJR043C","POL32","verified1","growth1","POL32","verified2","growth2",TRUE,"nonessential"
"3073","YJR044C","YJR044C","verified1","growth1","YJR044C","verified2","growth2",TRUE,"nonessential"
"3074","YJR045C","ssc1","verified1","nogrowth1","ssc1","verified2","nogrowth2",TRUE,"essential"
"3076","YJR047C","ANB1","verified1","growth1","ANB1","verified2","growth2",TRUE,"nonessential"
"3077","YJR048W","cyc1","verified1","growth1","cyc1","verified2","growth2",TRUE,"nonessential"
"3078","YJR049C","UTR1","verified1","growth1","UTR1","verified2","growth2",TRUE,"nonessential"
"3079","YJR050W","ISY1","verified1","growth1","ISY1","verified2","growth2",TRUE,"nonessential"
"3080","YJR051W","osm1","verified1","growth1","osm1","verified2","growth2",TRUE,"nonessential"
"3081","YJR052W","rad7","verified1","growth1","rad7","verified2","growth2",TRUE,"nonessential"
"3082","YJR053W","BFA1","verified1","growth1","BFA1","verified2","growth2",TRUE,"nonessential"
"3083","YJR054W","YJR054W","verified1","growth1","YJR054W","verified2","growth2",TRUE,"nonessential"
"3084","YJR055W","hit1","verified1","growth1","hit1","verified2","growth2",TRUE,"nonessential"
"3085","YJR056C","YJR056C","verified1","growth1","YJR056C","verified2","growth2",TRUE,"nonessential"
"3086","YJR057W","cdc8","verified1","nogrowth1","cdc8","verified2","nogrowth2",TRUE,"essential"
"3087","YJR058C","APS2","verified1","growth1","APS2","verified2","growth2",TRUE,"nonessential"
"3088","YJR059W","PTK2","verified1","growth1","PTK2","verified2","growth2",TRUE,"nonessential"
"3089","YJR060W","cbf1","verified1","growth1","cbf1","verified2","growth2",TRUE,"nonessential"
"3090","YJR061W","YJR061W","verified1","growth1","YJR061W","verified2","growth2",TRUE,"nonessential"
"3091","YJR062C","NTA1","verified1","growth1","NTA1","verified2","growth2",TRUE,"nonessential"
"3092","YJR063W","RPA12","verified1","growth1","RPA12","verified2","growth2",TRUE,"nonessential"
"3093","YJR064W","CCT5","verified1","nogrowth1","CCT5","verified2","nogrowth2",TRUE,"essential"
"3094","YJR065C","ARP3","verified1","nogrowth1","ARP3","verified2","growth2",TRUE,"abnormal"
"3095","YJR066W","tor1","verified1","growth1","tor1","verified2","growth2",TRUE,"nonessential"
"3096","YJR067C","YAE1","verified1","nogrowth1","YAE1","verified2","nogrowth2",TRUE,"essential"
"3097","YJR068W","RFC2","verified1","nogrowth1","RFC2","verified2","nogrowth2",TRUE,"essential"
"3098","YJR069C","HAM1","verified1","growth1","HAM1","verified2","growth2",TRUE,"nonessential"
"3099","YJR070C","YJR070C","verified1","growth1","YJR070C","verified2","growth2",TRUE,"nonessential"
"3100","YJR072C","YJR072C","verified1","nogrowth1","YJR072C","verified2","nogrowth2",TRUE,"essential"
"3101","YJR073C","OPI3","verified1","growth1","OPI3","verified2","growth2",TRUE,"nonessential"
"3102","YJR074W","MOG1","verified1","growth1","MOG1","verified2","growth2",TRUE,"nonessential"
"3103","YJR075W","HOC1","verified1","growth1","HOC1","verified2","growth2",TRUE,"nonessential"
"3104","YJR076C","cdc11","verified1","nogrowth1","cdc11","verified2","nogrowth2",TRUE,"essential"
"3105","YJR077C","MIR1","verified1","growth1","MIR1","verified2","growth2",TRUE,"nonessential"
"3106","YJR078W","YJR078W","verified1","growth1","YJR078W","verified2","growth2",TRUE,"nonessential"
"3107","YJR079W","YJR079W","verified1","growth1","YJR079W","verified2","growth2",TRUE,"nonessential"
"3108","YJR080C","YJR080C","verified1","growth1","YJR080C","verified2","growth2",TRUE,"nonessential"
"3109","YJR082C","YJR082C","verified1","growth1","YJR082C","verified2","growth2",TRUE,"nonessential"
"3110","YJR083C","YJR083C","verified1","growth1","YJR083C","verified2","growth2",TRUE,"nonessential"
"3111","YJR084W","YJR084W","verified1","growth1","YJR084W","verified2","growth2",TRUE,"nonessential"
"3112","YJR087W","YJR087W","verified1","growth1","YJR087W","verified2","growth2",TRUE,"nonessential"
"3113","YJR088C","YJR088C","verified1","growth1","YJR088C","verified2","growth2",TRUE,"nonessential"
"3114","YJR090C","grr1","verified1","growth1","grr1","verified2","growth2",TRUE,"nonessential"
"3115","YJR091C","JSN1","verified1","growth1","JSN1","verified2","growth2",TRUE,"nonessential"
"3116","YJR092W","BUD4","verified1","growth1","BUD4","verified2","growth2",TRUE,"nonessential"
"3117","YJR093C","FIP1","verified1","nogrowth1","FIP1","verified2","nogrowth2",TRUE,"essential"
"3118","YJR094C","IME1","verified1","growth1","IME1","verified2","growth2",TRUE,"nonessential"
"3119","YJR094W-A","RPL43B","verified1","growth1","RPL43B","verified2","growth2",TRUE,"nonessential"
"3120","YJR095W","SFC1","verified1","growth1","SFC1","verified2","growth2",TRUE,"nonessential"
"3121","YJR096W","YJR096W","verified1","growth1","YJR096W","verified2","growth2",TRUE,"nonessential"
"3122","YJR097W","YJR097W","verified1","growth1","YJR097W","verified2","growth2",TRUE,"nonessential"
"3123","YJR098C","YJR098C","verified1","growth1","YJR098C","verified2","growth2",TRUE,"nonessential"
"3124","YJR099W","yuh1","verified1","growth1","yuh1","verified2","growth2",TRUE,"nonessential"
"3125","YJR100C","YJR100C","verified1","growth1","YJR100C","verified2","growth2",TRUE,"nonessential"
"3126","YJR102C","VPS25","verified1","growth1","VPS25","verified2","growth2",TRUE,"nonessential"
"3127","YJR103W","URA8","verified1","growth1","URA8","verified2","growth2",TRUE,"nonessential"
"3128","YJR104C","sod1","verified1","growth1","sod1","verified2","growth2",TRUE,"nonessential"
"3129","YJR105W","ADO1","verified1","growth1","ADO1","verified2","growth2",TRUE,"nonessential"
"3130","YJR106W","ECM27","verified1","growth1","ECM27","verified2","growth2",TRUE,"nonessential"
"3131","YJR107W","YJR107W","verified1","growth1","YJR107W","verified2","growth2",TRUE,"nonessential"
"3132","YJR108W","ABM1","verified1","growth1","ABM1","verified2","growth2",TRUE,"nonessential"
"3133","YJR109C","CPA2","verified1","growth1","CPA2","verified2","growth2",TRUE,"nonessential"
"3134","YJR110W","YJR110W","verified1","growth1","YJR110W","verified2","growth2",TRUE,"nonessential"
"3135","YJR111C","YJR111C","verified1","growth1","YJR111C","verified2","growth2",TRUE,"nonessential"
"3136","YJR112W","NNF1","verified1","nogrowth1","NNF1","verified2","nogrowth2",TRUE,"essential"
"3137","YJR113C","RSM7","verified1","growth1","RSM7","verified2","growth2",TRUE,"nonessential"
"3138","YJR115W","YJR115W","verified1","growth1","YJR115W","verified2","growth2",TRUE,"nonessential"
"3139","YJR116W","YJR116W","verified1","growth1","YJR116W","verified2","growth2",TRUE,"nonessential"
"3140","YJR117W","STE24","verified1","growth1","STE24","verified2","growth2",TRUE,"nonessential"
"3141","YJR118C","ILM1","verified1","growth1","ILM1","verified2","growth2",TRUE,"nonessential"
"3142","YJR119C","YJR119C","verified1","growth1","YJR119C","verified2","growth2",TRUE,"nonessential"
"3143","YJR120W","YJR120W","verified1","growth1","YJR120W","verified2","growth2",TRUE,"nonessential"
"3144","YJR121W","ATP2","verified1","growth1","ATP2","verified2","growth2",TRUE,"nonessential"
"3145","YJR122W","CAF17","verified1","growth1","CAF17","verified2","growth2",TRUE,"nonessential"
"3146","YJR123W","RPS5","verified1","nogrowth1","RPS5","verified2","nogrowth2",TRUE,"essential"
"3147","YJR124C","YJR124C","verified1","growth1","YJR124C","verified2","growth2",TRUE,"nonessential"
"3148","YJR125C","ENT3","verified1","growth1","ENT3","verified2","growth2",TRUE,"nonessential"
"3149","YJR126C","YJR126C","verified1","growth1","YJR126C","verified2","growth2",TRUE,"nonessential"
"3150","YJR127C","ZMS1","verified1","growth1","ZMS1","verified2","growth2",TRUE,"nonessential"
"3151","YJR128W","YJR128W","verified1","growth1","YJR128W","verified2","growth2",TRUE,"nonessential"
"3152","YJR129C","YJR129C","verified1","growth1","YJR129C","verified2","growth2",TRUE,"nonessential"
"3153","YJR130C","STR2","verified1","growth1","STR2","verified2","growth2",TRUE,"nonessential"
"3154","YJR131W","MNS1","verified1","growth1","MNS1","verified2","growth2",TRUE,"nonessential"
"3155","YJR133W","XPT1","verified1","growth1","XPT1","verified2","growth2",TRUE,"nonessential"
"3156","YJR134C","SGM1","verified1","growth1","SGM1","verified2","growth2",TRUE,"nonessential"
"3157","YJR135C","MCM22","verified1","growth1","MCM22","verified2","growth2",TRUE,"nonessential"
"3158","YJR137C","ECM17","verified1","growth1","ECM17","verified2","growth2",TRUE,"nonessential"
"3159","YJR139C","hom6","verified1","growth1","hom6","verified2","growth2",TRUE,"nonessential"
"3160","YJR140C","HIR3","verified1","growth1","HIR3","verified2","growth2",TRUE,"nonessential"
"3161","YJR141W","YJR141W","verified1","nogrowth1","YJR141W","verified2","nogrowth2",TRUE,"essential"
"3162","YJR142W","YJR142W","verified1","growth1","YJR142W","verified2","growth2",TRUE,"nonessential"
"3163","YJR144W","MGM101","verified1","growth1","MGM101","verified2","growth2",TRUE,"nonessential"
"3164","YJR145C","RPS4A","verified1","growth1","RPS4A","verified2","growth2",TRUE,"nonessential"
"3165","YJR146W","YJR146W","verified1","growth1","YJR146W","verified2","growth2",TRUE,"nonessential"
"3166","YJR147W","HMS2","verified1","growth1","HMS2","verified2","growth2",TRUE,"nonessential"
"3167","YJR148W","BAT2","verified1","growth1","BAT2","verified2","growth2",TRUE,"nonessential"
"3168","YJR149W","YJR149W","verified1","growth1","YJR149W","verified2","growth2",TRUE,"nonessential"
"3169","YJR150C","DAN1","verified1","growth1","DAN1","verified2","growth2",TRUE,"nonessential"
"3170","YJR152W","dal5","verified1","growth1","dal5","verified2","growth2",TRUE,"nonessential"
"3171","YJR153W","PGU1","verified1","growth1","PGU1","verified2","growth2",TRUE,"nonessential"
"3172","YJR154W","YJR154W","verified1","growth1","YJR154W","verified2","growth2",TRUE,"nonessential"
"3173","YKL001C","met14","verified1","growth1","met14","verified2","growth2",TRUE,"nonessential"
"3174","YKL002W","YKL002W","verified1","growth1","YKL002W","verified2","growth2",TRUE,"nonessential"
"3176","YKL004W","AUR1","verified1","nogrowth1","AUR1","verified2","nogrowth2",TRUE,"essential"
"3177","YKL005C","YKL005C","verified1","growth1","YKL005C","verified2","growth2",TRUE,"nonessential"
"3178","YKL006C-A","SFT1","verified1","nogrowth1","SFT1","verified2","nogrowth2",TRUE,"essential"
"3179","YKL006W","RPL14A","verified1","growth1","RPL14A","verified2","growth2",TRUE,"nonessential"
"3180","YKL007W","CAP1","verified1","growth1","CAP1","verified2","growth2",TRUE,"nonessential"
"3181","YKL008C","LAC1","verified1","growth1","LAC1","verified2","growth2",TRUE,"nonessential"
"3182","YKL009W","MRT4","verified1","growth1","MRT4","verified2","growth2",TRUE,"nonessential"
"3183","YKL010C","UFD4","verified1","growth1","UFD4","verified2","growth2",TRUE,"nonessential"
"3184","YKL011C","cce1","verified1","growth1","cce1","verified2","growth2",TRUE,"nonessential"
"3185","YKL012W","PRP40","verified1","nogrowth1","PRP40","verified2","nogrowth2",TRUE,"essential"
"3186","YKL013C","ARC19","verified1","nogrowth1","ARC19","verified2","nogrowth2",TRUE,"essential"
"3187","YKL014C","YKL014C","verified1","nogrowth1","YKL014C","verified2","nogrowth2",TRUE,"essential"
"3188","YKL015W","put3","verified1","growth1","put3","verified2","growth2",TRUE,"nonessential"
"3189","YKL016C","ATP7","verified1","growth1","ATP7","verified2","growth2",TRUE,"nonessential"
"3190","YKL017C","HCS1","verified1","growth1","HCS1","verified2","growth2",TRUE,"nonessential"
"3191","YKL018W","YKL018W","verified1","nogrowth1","YKL018W","verified2","nogrowth2",TRUE,"essential"
"3192","YKL019W","RAM2","verified1","nogrowth1","RAM2","verified2","nogrowth2",TRUE,"essential"
"3193","YKL020C","SPT23","verified1","growth1","SPT23","verified2","growth2",TRUE,"nonessential"
"3194","YKL021C","mak11","verified1","nogrowth1","mak11","verified2","nogrowth2",TRUE,"essential"
"3195","YKL022C","cdc16","verified1","nogrowth1","cdc16","verified2","nogrowth2",TRUE,"essential"
"3196","YKL023W","YKL023W","verified1","growth1","YKL023W","verified2","growth2",TRUE,"nonessential"
"3197","YKL024C","URA6","verified1","nogrowth1","URA6","verified2","nogrowth2",TRUE,"essential"
"3198","YKL025C","PAN3","verified1","growth1","PAN3","verified2","growth2",TRUE,"nonessential"
"3199","YKL026C","GPX1","verified1","growth1","GPX1","verified2","growth2",TRUE,"nonessential"
"3200","YKL027W","YKL027W","verified1","growth1","YKL027W","verified2","growth2",TRUE,"nonessential"
"3201","YKL028W","TFA1","verified1","nogrowth1","TFA1","verified2","nogrowth2",TRUE,"essential"
"3202","YKL029C","MAE1","verified1","growth1","MAE1","verified2","growth2",TRUE,"nonessential"
"3203","YKL030W","YKL030W","verified1","growth1","YKL030W","verified2","growth2",TRUE,"nonessential"
"3204","YKL031W","YKL031W","verified1","growth1","YKL031W","verified2","growth2",TRUE,"nonessential"
"3205","YKL032C","IXR1","verified1","growth1","IXR1","verified2","growth2",TRUE,"nonessential"
"3206","YKL033W","YKL033W","verified1","nogrowth1","YKL033W","verified2","nogrowth2",TRUE,"essential"
"3207","YKL033W-A","YKL033W-A","verified1","growth1","YKL033W-A","verified2","growth2",TRUE,"nonessential"
"3208","YKL034W","YKL034W","verified1","growth1","YKL034W","verified2","growth2",TRUE,"nonessential"
"3209","YKL035W","UGP1","verified1","nogrowth1","UGP1","verified2","nogrowth2",TRUE,"essential"
"3210","YKL036C","YKL036C","verified1","nogrowth1","YKL036C","verified2","nogrowth2",TRUE,"essential"
"3211","YKL037W","YKL037W","verified1","growth1","YKL037W","verified2","growth2",TRUE,"nonessential"
"3212","YKL038W","RGT1","verified1","growth1","RGT1","verified2","growth2",TRUE,"nonessential"
"3213","YKL039W","PTM1","verified1","growth1","PTM1","verified2","growth2",TRUE,"nonessential"
"3214","YKL040C","NFU1","verified1","growth1","NFU1","verified2","growth2",TRUE,"nonessential"
"3215","YKL041W","VPS24","verified1","growth1","VPS24","verified2","growth2",TRUE,"nonessential"
"3216","YKL042W","SPC42","verified1","nogrowth1","SPC42","verified2","nogrowth2",TRUE,"essential"
"3217","YKL043W","PHD1","verified1","growth1","PHD1","verified2","growth2",TRUE,"nonessential"
"3218","YKL044W","YKL044W","verified1","growth1","YKL044W","verified2","growth2",TRUE,"nonessential"
"3219","YKL045W","PRI2","verified1","nogrowth1","PRI2","verified2","nogrowth2",TRUE,"essential"
"3220","YKL046C","YKL046C","verified1","growth1","YKL046C","verified2","growth2",TRUE,"nonessential"
"3221","YKL047W","YKL047W","verified1","growth1","YKL047W","verified2","growth2",TRUE,"nonessential"
"3222","YKL048C","ELM1","verified1","growth1","ELM1","verified2","growth2",TRUE,"nonessential"
