"","orf","gene.x","Anno1","Growth1","gene.y","Anno2","Growth2","name.check","essenflag"
"2755","YIL153W","RRD1","verified1","growth1","RRD1","verified2","growth2",TRUE,"nonessential"
"2756","YIL154C","IMP2","verified1","growth1","IMP2","verified2","growth2",TRUE,"nonessential"
"2757","YIL155C","gut2","verified1","growth1","gut2","verified2","growth2",TRUE,"nonessential"
"2758","YIL156W","UBP7","verified1","growth1","UBP7","verified2","growth2",TRUE,"nonessential"
"2759","YIL157C","YIL157C","verified1","growth1","YIL157C","verified2","growth2",TRUE,"nonessential"
"2760","YIL158W","YIL158W","verified1","growth1","YIL158W","verified2","growth2",TRUE,"nonessential"
"2761","YIL159W","BNR1","verified1","growth1","BNR1","verified2","growth2",TRUE,"nonessential"
"2762","YIL160C","pot1","verified1","growth1","pot1","verified2","growth2",TRUE,"nonessential"
"2763","YIL161W","YIL161W","verified1","growth1","YIL161W","verified2","growth2",TRUE,"nonessential"
"2764","YIL162W","SUC2","verified1","growth1","SUC2","verified2","growth2",TRUE,"nonessential"
"2765","YIL163C","YIL163C","verified1","growth1","YIL163C","verified2","growth2",TRUE,"nonessential"
"2766","YIL164C","NIT1","verified1","growth1","NIT1","verified2","growth2",TRUE,"nonessential"
"2767","YIL165C","YIL165C","verified1","growth1","YIL165C","verified2","growth2",TRUE,"nonessential"
"2768","YIL166C","YIL166C","verified1","growth1","YIL166C","verified2","growth2",TRUE,"nonessential"
"2769","YIL167W","YIL167W","verified1","growth1","YIL167W","verified2","growth2",TRUE,"nonessential"
"2770","YIL168W","SDL1","verified1","growth1","SDL1","verified2","growth2",TRUE,"nonessential"
"2771","YIL170W","HXT12","verified1","growth1","HXT12","verified2","growth2",TRUE,"nonessential"
"2772","YIL171W","HXT12","verified1","nogrowth1","HXT12","verified2","nogrowth2",TRUE,"essential"
"2773","YIL173W","VTH1","verified1","growth1","VTH1","verified2","growth2",TRUE,"nonessential"
"2774","YIR001C","SGN1","verified1","growth1","SGN1","verified2","growth2",TRUE,"nonessential"
"2775","YIR002C","MPH1","verified1","growth1","MPH1","verified2","growth2",TRUE,"nonessential"
"2776","YIR003W","YIR003W","verified1","growth1","YIR003W","verified2","growth2",TRUE,"nonessential"
"2777","YIR004W","DJP1","verified1","growth1","DJP1","verified2","growth2",TRUE,"nonessential"
"2778","YIR005W","IST3","verified1","growth1","IST3","verified2","growth2",TRUE,"nonessential"
"2779","YIR006C","PAN1","verified1","nogrowth1","PAN1","verified2","nogrowth2",TRUE,"essential"
"2780","YIR007W","YIR007W","verified1","growth1","YIR007W","verified2","growth2",TRUE,"nonessential"
"2781","YIR008C","PRI1","verified1","nogrowth1","PRI1","verified2","nogrowth2",TRUE,"essential"
"2782","YIR009W","MSL1","verified1","growth1","MSL1","verified2","growth2",TRUE,"nonessential"
"2783","YIR010W","YIR010W","verified1","nogrowth1","YIR010W","verified2","nogrowth2",TRUE,"essential"
"2784","YIR011C","STS1","verified1","nogrowth1","STS1","verified2","nogrowth2",TRUE,"essential"
"2785","YIR012W","SQT1","verified1","nogrowth1","SQT1","verified2","nogrowth2",TRUE,"essential"
"2786","YIR013C","GAT4","verified1","growth1","GAT4","verified2","growth2",TRUE,"nonessential"
"2787","YIR014W","YIR014W","verified1","growth1","YIR014W","verified2","growth2",TRUE,"nonessential"
"2788","YIR015W","RPR2","verified1","nogrowth1","RPR2","verified2","nogrowth2",TRUE,"essential"
"2789","YIR016W","YIR016W","verified1","growth1","YIR016W","verified2","growth2",TRUE,"nonessential"
"2790","YIR017C","MET28","verified1","growth1","MET28","verified2","growth2",TRUE,"nonessential"
"2791","YIR018W","YAP5","verified1","growth1","YAP5","verified2","growth2",TRUE,"nonessential"
"2792","YIR019C","MUC1","verified1","growth1","MUC1","verified2","growth2",TRUE,"nonessential"
"2793","YIR020C","YIR020C","verified1","growth1","YIR020C","verified2","growth2",TRUE,"nonessential"
"2794","YIR020W-B","YIR020W-B","verified1","growth1","YIR020W-B","verified2","growth2",TRUE,"nonessential"
"2795","YIR021W","mrs1","verified1","growth1","mrs1","verified2","growth2",TRUE,"nonessential"
"2796","YIR022W","sec11","verified1","nogrowth1","sec11","verified2","nogrowth2",TRUE,"essential"
"2797","YIR023W","dal81","verified1","growth1","dal81","verified2","growth2",TRUE,"nonessential"
"2798","YIR024C","GIF1","verified1","growth1","GIF1","verified2","growth2",TRUE,"nonessential"
"2799","YIR025W","YIR025W","verified1","growth1","YIR025W","verified2","growth2",TRUE,"nonessential"
"2800","YIR026C","yvh1","verified1","growth1","yvh1","verified2","growth2",TRUE,"nonessential"
"2801","YIR027C","dal1","verified1","growth1","dal1","verified2","growth2",TRUE,"nonessential"
"2802","YIR028W","dal4","verified1","growth1","dal4","verified2","growth2",TRUE,"nonessential"
"2803","YIR029W","dal2","verified1","growth1","dal2","verified2","growth2",TRUE,"nonessential"
"2804","YIR030C","dcg1","verified1","growth1","dcg1","verified2","growth2",TRUE,"nonessential"
"2805","YIR031C","dal7","verified1","growth1","dal7","verified2","growth2",TRUE,"nonessential"
"2806","YIR032C","dal3","verified1","growth1","dal3","verified2","growth2",TRUE,"nonessential"
"2807","YIR033W","MGA2","verified1","growth1","MGA2","verified2","growth2",TRUE,"nonessential"
"2808","YIR034C","lys1","verified1","growth1","lys1","verified2","growth2",TRUE,"nonessential"
"2809","YIR035C","YIR035C","verified1","growth1","YIR035C","verified2","growth2",TRUE,"nonessential"
"2810","YIR036C","YIR036C","verified1","growth1","YIR036C","verified2","growth2",TRUE,"nonessential"
"2811","YIR037W","HYR1","verified1","growth1","HYR1","verified2","growth2",TRUE,"nonessential"
"2812","YIR038C","GTT1","verified1","growth1","GTT1","verified2","growth2",TRUE,"nonessential"
"2813","YIR039C","YPS6","verified1","growth1","YPS6","verified2","growth2",TRUE,"nonessential"
"2814","YIR042C","YIR042C","verified1","growth1","YIR042C","verified2","growth2",TRUE,"nonessential"
"2815","YIR043C","YIR043C","verified1","growth1","YIR043C","verified2","growth2",TRUE,"nonessential"
"2816","YIR044C","YIR044C","verified1","growth1","YIR044C","verified2","growth2",TRUE,"nonessential"
"2817","YJL001W","PRE3","verified1","nogrowth1","PRE3","verified2","nogrowth2",TRUE,"essential"
"2818","YJL002C","OST1","verified1","nogrowth1","OST1","verified2","nogrowth2",TRUE,"essential"
"2819","YJL003W","YJL003W","verified1","growth1","YJL003W","verified2","growth2",TRUE,"nonessential"
"2820","YJL004C","SYS1","verified1","growth1","SYS1","verified2","growth2",TRUE,"nonessential"
"2821","YJL005W","CYR1","verified1","nogrowth1","CYR1","verified2","nogrowth2",TRUE,"essential"
"2822","YJL006C","CTK2","verified1","nogrowth1","CTK2","verified2","nogrowth2",TRUE,"essential"
"2823","YJL007C","YJL007C","verified1","growth1","YJL007C","verified2","growth2",TRUE,"nonessential"
"2825","YJL009W","YJL009W","verified1","nogrowth1","YJL009W","verified2","nogrowth2",TRUE,"essential"
"2826","YJL010C","YJL010C","verified1","nogrowth1","YJL010C","verified2","nogrowth2",TRUE,"essential"
"2827","YJL011C","YJL011C","verified1","nogrowth1","YJL011C","verified2","nogrowth2",TRUE,"essential"
"2828","YJL012C","VTC4","verified1","growth1","VTC4","verified2","growth2",TRUE,"nonessential"
"2829","YJL013C","MAD3","verified1","growth1","MAD3","verified2","growth2",TRUE,"nonessential"
"2830","YJL014W","CCT3","verified1","nogrowth1","CCT3","verified2","nogrowth2",TRUE,"essential"
"2831","YJL015C","YJL015C","verified1","nogrowth1","YJL015C","verified2","nogrowth2",TRUE,"essential"
"2832","YJL016W","YJL016W","verified1","growth1","YJL016W","verified2","growth2",TRUE,"nonessential"
"2833","YJL017W","YJL017W","verified1","growth1","YJL017W","verified2","growth2",TRUE,"nonessential"
"2834","YJL018W","YJL018W","verified1","nogrowth1","YJL018W","verified2","nogrowth2",TRUE,"essential"
"2835","YJL019W","YJL019W","verified1","nogrowth1","YJL019W","verified2","nogrowth2",TRUE,"essential"
"2836","YJL020C","YJL020C","verified1","growth1","YJL020C","verified2","growth2",TRUE,"nonessential"
"2837","YJL021C","YJL021C","verified1","growth1","YJL021C","verified2","growth2",TRUE,"nonessential"
"2838","YJL022W","YJL022W","verified1","growth1","YJL022W","verified2","growth2",TRUE,"nonessential"
"2839","YJL023C","PET130","verified1","growth1","PET130","verified2","growth2",TRUE,"nonessential"
"2840","YJL024C","APS3","verified1","growth1","APS3","verified2","growth2",TRUE,"nonessential"
"2841","YJL025W","RRN7","verified1","nogrowth1","RRN7","verified2","nogrowth2",TRUE,"essential"
"2842","YJL026W","rnr2","verified1","nogrowth1","rnr2","verified2","nogrowth2",TRUE,"essential"
"2843","YJL027C","YJL027C","verified1","growth1","YJL027C","verified2","growth2",TRUE,"nonessential"
"2844","YJL028W","YJL028W","verified1","growth1","YJL028W","verified2","growth2",TRUE,"nonessential"
"2845","YJL029C","VPS53","verified1","growth1","VPS53","verified2","growth2",TRUE,"nonessential"
"2846","YJL030W","MAD2","verified1","growth1","MAD2","verified2","growth2",TRUE,"nonessential"
"2847","YJL031C","BET4","verified1","nogrowth1","BET4","verified2","nogrowth2",TRUE,"essential"
"2848","YJL032W","YJL032W","verified1","nogrowth1","YJL032W","verified2","nogrowth2",TRUE,"essential"
"2849","YJL033W","HCA4","verified1","nogrowth1","HCA4","verified2","nogrowth2",TRUE,"essential"
"2850","YJL034W","KAR2","verified1","nogrowth1","KAR2","verified2","nogrowth2",TRUE,"essential"
"2851","YJL035C","TAD2","verified1","nogrowth1","TAD2","verified2","nogrowth2",TRUE,"essential"
"2852","YJL036W","SNX4","verified1","growth1","SNX4","verified2","growth2",TRUE,"nonessential"
"2853","YJL037W","YJL037W","verified1","growth1","YJL037W","verified2","growth2",TRUE,"nonessential"
"2854","YJL038C","YJL038C","verified1","growth1","YJL038C","verified2","growth2",TRUE,"nonessential"
"2855","YJL039C","NUP192","verified1","nogrowth1","NUP192","verified2","nogrowth2",TRUE,"essential"
"2856","YJL041W","NSP1","verified1","nogrowth1","NSP1","verified2","nogrowth2",TRUE,"essential"
"2857","YJL042W","MHP1","verified1","growth1","MHP1","verified2","growth2",TRUE,"nonessential"
"2858","YJL043W","YJL043W","verified1","growth1","YJL043W","verified2","growth2",TRUE,"nonessential"
"2859","YJL044C","GYP6","verified1","growth1","GYP6","verified2","growth2",TRUE,"nonessential"
"2860","YJL045W","YJL045W","verified1","growth1","YJL045W","verified2","growth2",TRUE,"nonessential"
"2861","YJL046W","YJL046W","verified1","growth1","YJL046W","verified2","growth2",TRUE,"nonessential"
"2862","YJL047C","RTT101","verified1","growth1","RTT101","verified2","growth2",TRUE,"nonessential"
"2863","YJL048C","YJL048C","verified1","growth1","YJL048C","verified2","growth2",TRUE,"nonessential"
"2864","YJL049W","YJL049W","verified1","growth1","YJL049W","verified2","growth2",TRUE,"nonessential"
"2865","YJL050W","MTR4","verified1","nogrowth1","MTR4","verified2","nogrowth2",TRUE,"essential"
"2866","YJL051W","YJL051W","verified1","growth1","YJL051W","verified2","growth2",TRUE,"nonessential"
"2867","YJL052W","TDH1","verified1","growth1","TDH1","verified2","growth2",TRUE,"nonessential"
"2868","YJL053W","PEP8","verified1","growth1","PEP8","verified2","growth2",TRUE,"nonessential"
"2869","YJL054W","TIM54","verified1","growth1","TIM54","verified2","growth2",TRUE,"nonessential"
"2870","YJL055W","YJL055W","verified1","growth1","YJL055W","verified2","growth2",TRUE,"nonessential"
"2871","YJL056C","ZAP1","verified1","growth1","ZAP1","verified2","growth2",TRUE,"nonessential"
"2872","YJL057C","IKS1","verified1","growth1","IKS1","verified2","growth2",TRUE,"nonessential"
"2873","YJL058C","YJL058C","verified1","growth1","YJL058C","verified2","growth2",TRUE,"nonessential"
"2875","YJL060W","YJL060W","verified1","growth1","YJL060W","verified2","growth2",TRUE,"nonessential"
"2876","YJL061W","NUP82","verified1","nogrowth1","NUP82","verified2","nogrowth2",TRUE,"essential"
"2877","YJL062W","LAS21","verified1","growth1","LAS21","verified2","growth2",TRUE,"nonessential"
"2878","YJL063C","MRPL8","verified1","growth1","MRPL8","verified2","growth2",TRUE,"nonessential"
"2879","YJL064W","YJL064W","verified1","growth1","YJL064W","verified2","growth2",TRUE,"nonessential"
"2880","YJL065C","YJL065C","verified1","growth1","YJL065C","verified2","growth2",TRUE,"nonessential"
"2881","YJL066C","YJL066C","verified1","growth1","YJL066C","verified2","growth2",TRUE,"nonessential"
"2882","YJL067W","YJL067W","verified1","growth1","YJL067W","verified2","growth2",TRUE,"nonessential"
"2883","YJL068C","YJL068C","verified1","growth1","YJL068C","verified2","growth2",TRUE,"nonessential"
"2884","YJL069C","YJL069C","verified1","nogrowth1","YJL069C","verified2","nogrowth2",TRUE,"essential"
"2885","YJL070C","YJL070C","verified1","growth1","YJL070C","verified2","growth2",TRUE,"nonessential"
"2886","YJL071W","ARG2","verified1","growth1","ARG2","verified2","growth2",TRUE,"nonessential"
"2887","YJL072C","YJL072C","verified1","nogrowth1","YJL072C","verified2","nogrowth2",TRUE,"essential"
"2888","YJL073W","JEM1","verified1","growth1","JEM1","verified2","growth2",TRUE,"nonessential"
"2889","YJL074C","SMC3","verified1","nogrowth1","SMC3","verified2","nogrowth2",TRUE,"essential"
"2890","YJL075C","YJL075C","verified1","growth1","YJL075C","verified2","growth2",TRUE,"nonessential"
"2891","YJL076W","NET1","verified1","nogrowth1","NET1","verified2","nogrowth2",TRUE,"essential"
"2892","YJL077C","ICS3","verified1","growth1","ICS3","verified2","growth2",TRUE,"nonessential"
"2893","YJL078C","PRY3","verified1","growth1","PRY3","verified2","growth2",TRUE,"nonessential"
"2894","YJL079C","PRY1","verified1","growth1","PRY1","verified2","growth2",TRUE,"nonessential"
"2895","YJL080C","SCP160","verified1","growth1","SCP160","verified2","growth2",TRUE,"nonessential"
"2896","YJL081C","ARP4","verified1","nogrowth1","ARP4","verified2","nogrowth2",TRUE,"essential"
"2897","YJL082W","IML2","verified1","growth1","IML2","verified2","growth2",TRUE,"nonessential"
"2898","YJL083W","YJL083W","verified1","growth1","YJL083W","verified2","growth2",TRUE,"nonessential"
"2899","YJL084C","YJL084C","verified1","growth1","YJL084C","verified2","growth2",TRUE,"nonessential"
"2900","YJL085W","EXO70","verified1","nogrowth1","EXO70","verified2","nogrowth2",TRUE,"essential"
"2901","YJL086C","YJL086C","verified1","nogrowth1","YJL086C","verified2","nogrowth2",TRUE,"essential"
"2902","YJL087C","TRL1","verified1","nogrowth1","TRL1","verified2","nogrowth2",TRUE,"essential"
"2903","YJL088W","arg3","verified1","growth1","arg3","verified2","growth2",TRUE,"nonessential"
"2904","YJL089W","SIP4","verified1","growth1","SIP4","verified2","growth2",TRUE,"nonessential"
"2905","YJL090C","DPB11","verified1","growth1","DPB11","verified2","growth2",TRUE,"nonessential"
"2906","YJL091C","YJL091C","verified1","nogrowth1","YJL091C","verified2","nogrowth2",TRUE,"essential"
"2907","YJL092W","hpr5","verified1","growth1","hpr5","verified2","growth2",TRUE,"nonessential"
"2908","YJL093C","TOK1","verified1","growth1","TOK1","verified2","growth2",TRUE,"nonessential"
"2909","YJL094C","YJL094C","verified1","growth1","YJL094C","verified2","growth2",TRUE,"nonessential"
"2910","YJL095W","bck1","verified1","growth1","bck1","verified2","growth2",TRUE,"nonessential"
"2911","YJL096W","MRPL49","verified1","growth1","MRPL49","verified2","growth2",TRUE,"nonessential"
"2912","YJL097W","YJL097W","verified1","nogrowth1","YJL097W","verified2","nogrowth2",TRUE,"essential"
"2913","YJL098W","SAP185","verified1","growth1","SAP185","verified2","growth2",TRUE,"nonessential"
"2914","YJL099W","chs6","verified1","growth1","chs6","verified2","growth2",TRUE,"nonessential"
"2915","YJL100W","YJL100W","verified1","growth1","YJL100W","verified2","growth2",TRUE,"nonessential"
"2916","YJL101C","GSH1","verified1","growth1","GSH1","verified2","growth2",TRUE,"nonessential"
"2917","YJL102W","MEF2","verified1","growth1","MEF2","verified2","growth2",TRUE,"nonessential"
"2918","YJL103C","YJL103C","verified1","growth1","YJL103C","verified2","growth2",TRUE,"nonessential"
"2919","YJL104W","YJL104W","verified1","nogrowth1","YJL104W","verified2","growth2",TRUE,"abnormal"
"2920","YJL105W","YJL105W","verified1","growth1","YJL105W","verified2","growth2",TRUE,"nonessential"
"2921","YJL106W","IME2","verified1","growth1","IME2","verified2","growth2",TRUE,"nonessential"
"2922","YJL107C","YJL107C","verified1","growth1","YJL107C","verified2","growth2",TRUE,"nonessential"
"2923","YJL108C","PRM10","verified1","growth1","PRM10","verified2","growth2",TRUE,"nonessential"
"2924","YJL109C","YJL109C","verified1","nogrowth1","YJL109C","verified2","nogrowth2",TRUE,"essential"
"2925","YJL110C","GZF3","verified1","growth1","GZF3","verified2","growth2",TRUE,"nonessential"
"2926","YJL111W","CCT7","verified1","nogrowth1","CCT7","verified2","nogrowth2",TRUE,"essential"
"2927","YJL112W","MDV1","verified1","growth1","MDV1","verified2","growth2",TRUE,"nonessential"
"2928","YJL115W","asf1","verified1","growth1","asf1","verified2","growth2",TRUE,"nonessential"
"2929","YJL116C","NCA3","verified1","growth1","NCA3","verified2","growth2",TRUE,"nonessential"
"2930","YJL117W","PHO86","verified1","growth1","PHO86","verified2","growth2",TRUE,"nonessential"
"2931","YJL118W","YJL118W","verified1","growth1","YJL118W","verified2","growth2",TRUE,"nonessential"
"2932","YJL119C","YJL119C","verified1","growth1","YJL119C","verified2","growth2",TRUE,"nonessential"
"2933","YJL120W","YJL120W","verified1","growth1","YJL120W","verified2","growth2",TRUE,"nonessential"
"2934","YJL121C","RPE1","verified1","growth1","RPE1","verified2","growth2",TRUE,"nonessential"
"2935","YJL122W","YJL122W","verified1","growth1","YJL122W","verified2","growth2",TRUE,"nonessential"
"2936","YJL123C","YJL123C","verified1","growth1","YJL123C","verified2","growth2",TRUE,"nonessential"
"2937","YJL124C","LSM1","verified1","growth1","LSM1","verified2","growth2",TRUE,"nonessential"
"2938","YJL125C","GCD14","verified1","nogrowth1","GCD14","verified2","nogrowth2",TRUE,"essential"
"2939","YJL126W","NIT2","verified1","growth1","NIT2","verified2","growth2",TRUE,"nonessential"
"2940","YJL127C","spt10","verified1","growth1","spt10","verified2","growth2",TRUE,"nonessential"
"2941","YJL128C","pbs2","verified1","growth1","pbs2","verified2","growth2",TRUE,"nonessential"
"2942","YJL129C","trk1","verified1","growth1","trk1","verified2","growth2",TRUE,"nonessential"
"2943","YJL130C","ura2","verified1","growth1","ura2","verified2","growth2",TRUE,"nonessential"
"2944","YJL131C","YJL131C","verified1","growth1","YJL131C","verified2","growth2",TRUE,"nonessential"
"2945","YJL132W","YJL132W","verified1","growth1","YJL132W","verified2","growth2",TRUE,"nonessential"
"2946","YJL133W","MRS3","verified1","growth1","MRS3","verified2","growth2",TRUE,"nonessential"
"2947","YJL134W","LCB3","verified1","growth1","LCB3","verified2","growth2",TRUE,"nonessential"
"2948","YJL135W","YJL135W","verified1","growth1","YJL135W","verified2","growth2",TRUE,"nonessential"
"2949","YJL136C","RPS21B","verified1","growth1","RPS21B","verified2","growth2",TRUE,"nonessential"
"2950","YJL137C","GLG2","verified1","growth1","GLG2","verified2","growth2",TRUE,"nonessential"
"2951","YJL138C","tif2","verified1","growth1","tif2","verified2","growth2",TRUE,"nonessential"
"2952","YJL139C","yur1","verified1","growth1","yur1","verified2","growth2",TRUE,"nonessential"
"2953","YJL140W","RPB4","verified1","growth1","RPB4","verified2","growth2",TRUE,"nonessential"
"2954","YJL141C","YAK1","verified1","growth1","YAK1","verified2","growth2",TRUE,"nonessential"
"2955","YJL142C","YJL142C","verified1","growth1","YJL142C","verified2","growth2",TRUE,"nonessential"
"2956","YJL143W","TIM17","verified1","nogrowth1","TIM17","verified2","nogrowth2",TRUE,"essential"
"2957","YJL144W","YJL144W","verified1","growth1","YJL144W","verified2","growth2",TRUE,"nonessential"
"2958","YJL145W","YJL145W","verified1","growth1","YJL145W","verified2","growth2",TRUE,"nonessential"
"2959","YJL146W","IDS2","verified1","growth1","IDS2","verified2","growth2",TRUE,"nonessential"
"2960","YJL147C","YJL147C","verified1","growth1","YJL147C","verified2","growth2",TRUE,"nonessential"
"2961","YJL148W","RPA34","verified1","growth1","RPA34","verified2","growth2",TRUE,"nonessential"
"2962","YJL149W","YJL149W","verified1","growth1","YJL149W","verified2","growth2",TRUE,"nonessential"
"2963","YJL150W","YJL150W","verified1","growth1","YJL150W","verified2","growth2",TRUE,"nonessential"
"2964","YJL151C","YJL151C","verified1","growth1","YJL151C","verified2","growth2",TRUE,"nonessential"
"2967","YJL154C","vps35","verified1","growth1","vps35","verified2","growth2",TRUE,"nonessential"
"2968","YJL155C","FBP26","verified1","growth1","FBP26","verified2","growth2",TRUE,"nonessential"
"2969","YJL156C","SSY5","verified1","nogrowth1","SSY5","verified2","nogrowth2",TRUE,"essential"
"2970","YJL157C","FAR1","verified1","growth1","FAR1","verified2","growth2",TRUE,"nonessential"
"2971","YJL158C","CIS3","verified1","growth1","CIS3","verified2","growth2",TRUE,"nonessential"
"2972","YJL159W","HSP150","verified1","growth1","HSP150","verified2","growth2",TRUE,"nonessential"
"2973","YJL160C","YJL160C","verified1","growth1","YJL160C","verified2","growth2",TRUE,"nonessential"
"2974","YJL161W","YJL161W","verified1","growth1","YJL161W","verified2","growth2",TRUE,"nonessential"
"2975","YJL162C","YJL162C","verified1","growth1","YJL162C","verified2","growth2",TRUE,"nonessential"
"2976","YJL163C","YJL163C","verified1","growth1","YJL163C","verified2","growth2",TRUE,"nonessential"
"2977","YJL164C","tpk1","verified1","growth1","tpk1","verified2","growth2",TRUE,"nonessential"
"2978","YJL165C","HAL5","verified1","growth1","HAL5","verified2","growth2",TRUE,"nonessential"
"2979","YJL166W","QCR8","verified1","growth1","QCR8","verified2","growth2",TRUE,"nonessential"
"2980","YJL167W","ERG20","verified1","nogrowth1","ERG20","verified2","nogrowth2",TRUE,"essential"
"2981","YJL168C","SET2","verified1","growth1","SET2","verified2","growth2",TRUE,"nonessential"
"2982","YJL169W","YJL169W","verified1","growth1","YJL169W","verified2","growth2",TRUE,"nonessential"
"2983","YJL170C","ASG7","verified1","growth1","ASG7","verified2","growth2",TRUE,"nonessential"
"2984","YJL171C","YJL171C","verified1","growth1","YJL171C","verified2","growth2",TRUE,"nonessential"
"2985","YJL172W","CPS1","verified1","growth1","CPS1","verified2","growth2",TRUE,"nonessential"
"2986","YJL173C","RFA3","verified1","nogrowth1","RFA3","verified2","nogrowth2",TRUE,"essential"
"2987","YJL174W","kre9","verified1","nogrowth1","kre9","verified2","nogrowth2",TRUE,"essential"
"2988","YJL175W","YJL175W","verified1","growth1","YJL175W","verified2","growth2",TRUE,"nonessential"
"2989","YJL176C","SWI3","verified1","growth1","SWI3","verified2","growth2",TRUE,"nonessential"
"2990","YJL177W","RPL17b","verified1","growth1","RPL17b","verified2","growth2",TRUE,"nonessential"
"2991","YJL178C","YJL178C","verified1","growth1","YJL178C","verified2","growth2",TRUE,"nonessential"
"2992","YJL179W","PFD1","verified1","growth1","PFD1","verified2","growth2",TRUE,"nonessential"
"2993","YJL180C","ATP12","verified1","growth1","ATP12","verified2","growth2",TRUE,"nonessential"
"2994","YJL181W","YJL181W","verified1","growth1","YJL181W","verified2","growth2",TRUE,"nonessential"
"2995","YJL182C","YJL182C","verified1","growth1","YJL182C","verified2","growth2",TRUE,"nonessential"
"2996","YJL183W","MNN11","verified1","growth1","MNN11","verified2","growth2",TRUE,"nonessential"
"2997","YJL184W","YJL184W","verified1","nogrowth1","YJL184W","verified2","nogrowth2",TRUE,"essential"
"2998","YJL185C","YJL185C","verified1","growth1","YJL185C","verified2","growth2",TRUE,"nonessential"
"2999","YJL186W","MNN5","verified1","growth1","MNN5","verified2","growth2",TRUE,"nonessential"
"3000","YJL187C","SWE1","verified1","growth1","SWE1","verified2","growth2",TRUE,"nonessential"
"3001","YJL188C","BUD19","verified1","growth1","BUD19","verified2","growth2",TRUE,"nonessential"
"3002","YJL189W","RPL39","verified1","growth1","RPL39","verified2","growth2",TRUE,"nonessential"
"3003","YJL190C","RPS22A","verified1","growth1","RPS22A","verified2","growth2",TRUE,"nonessential"
"3004","YJL191W","RPS14B","verified1","growth1","RPS14B","verified2","growth2",TRUE,"nonessential"
"3005","YJL192C","YJL192C","verified1","growth1","YJL192C","verified2","growth2",TRUE,"nonessential"
"3006","YJL193W","YJL193W","verified1","growth1","YJL193W","verified2","growth2",TRUE,"nonessential"
"3007","YJL194W","cdc6","verified1","nogrowth1","cdc6","verified2","nogrowth2",TRUE,"essential"
"3008","YJL195C","YJL195C","verified1","nogrowth1","YJL195C","verified2","nogrowth2",TRUE,"essential"
"3009","YJL196C","ELO1","verified1","growth1","ELO1","verified2","growth2",TRUE,"nonessential"
"3010","YJL197W","UBP12","verified1","growth1","UBP12","verified2","growth2",TRUE,"nonessential"
"3011","YJL198W","YJL198W","verified1","growth1","YJL198W","verified2","growth2",TRUE,"nonessential"
"3012","YJL199C","YJL199C","verified1","growth1","YJL199C","verified2","growth2",TRUE,"nonessential"
"3013","YJL200C","YJL200C","verified1","growth1","YJL200C","verified2","growth2",TRUE,"nonessential"
"3014","YJL201W","ECM25","verified1","growth1","ECM25","verified2","growth2",TRUE,"nonessential"
"3015","YJL202C","YJL202C","verified1","nogrowth1","YJL202C","verified2","nogrowth2",TRUE,"essential"
"3016","YJL203W","PRP21","verified1","nogrowth1","PRP21","verified2","nogrowth2",TRUE,"essential"
"3017","YJL204C","YJL204C","verified1","growth1","YJL204C","verified2","growth2",TRUE,"nonessential"
"3018","YJL206C","YJL206C","verified1","growth1","YJL206C","verified2","growth2",TRUE,"nonessential"
"3019","YJL206C-A","YJL206C-A","verified1","growth1","YJL206C-A","verified2","growth2",TRUE,"nonessential"
"3020","YJL207C","YJL207C","verified1","growth1","YJL207C","verified2","growth2",TRUE,"nonessential"
"3021","YJL208C","NUC1","verified1","growth1","NUC1","verified2","growth2",TRUE,"nonessential"
"3022","YJL209W","CBP1","verified1","growth1","CBP1","verified2","growth2",TRUE,"nonessential"
"3023","YJL210W","PEX2","verified1","growth1","PEX2","verified2","growth2",TRUE,"nonessential"
"3024","YJL211C","YJL211C","verified1","growth1","YJL211C","verified2","growth2",TRUE,"nonessential"
"3025","YJL212C","OPT1","verified1","growth1","OPT1","verified2","growth2",TRUE,"nonessential"
"3026","YJL213W","YJL213W","verified1","growth1","YJL213W","verified2","growth2",TRUE,"nonessential"
"3027","YJL214W","HXT8","verified1","growth1","HXT8","verified2","growth2",TRUE,"nonessential"
"3028","YJL215C","YJL215C","verified1","growth1","YJL215C","verified2","growth2",TRUE,"nonessential"
"3029","YJL216C","YJL216C","verified1","growth1","YJL216C","verified2","growth2",TRUE,"nonessential"
"3030","YJL217W","YJL217W","verified1","growth1","YJL217W","verified2","growth2",TRUE,"nonessential"
"3031","YJL218W","YJL218W","verified1","growth1","YJL218W","verified2","growth2",TRUE,"nonessential"
"3032","YJR001W","YJR001W","verified1","growth1","YJR001W","verified2","growth2",TRUE,"nonessential"
"3033","YJR002W","MPP10","verified1","nogrowth1","MPP10","verified2","nogrowth2",TRUE,"essential"
"3034","YJR003C","YJR003C","verified1","growth1","YJR003C","verified2","growth2",TRUE,"nonessential"
"3035","YJR004C","sag1","verified1","growth1","sag1","verified2","growth2",TRUE,"nonessential"
"3036","YJR005W","APL1","verified1","growth1","APL1","verified2","growth2",TRUE,"nonessential"
"3037","YJR006W","HYS2","verified1","nogrowth1","HYS2","verified2","growth2",TRUE,"abnormal"
"3038","YJR007W","sui2","verified1","nogrowth1","sui2","verified2","nogrowth2",TRUE,"essential"
"3039","YJR008W","YJR008W","verified1","growth1","YJR008W","verified2","growth2",TRUE,"nonessential"
"3040","YJR009C","TDH2","verified1","growth1","TDH2","verified2","growth2",TRUE,"nonessential"
