YAL034W-A_tsq235,mtw1-ts,YLR251W,SYM1,0.1626,0.0213,2.48E-08
YAL034W-A_tsq235,mtw1-ts,YLR448W,RPL6B,-0.1269,0.0582,3.34E-02
YAL034W-A_tsq235,mtw1-ts,YML103C,NUP188,-0.1451,0.0067,3.25E-53
YAL034W-A_tsq235,mtw1-ts,YML066C,SMA2,-0.1809,0.0461,1.66E-03
YAL034W-A_tsq235,mtw1-ts,YNL080C,EOS1,-0.1516,0.0159,1.83E-12
YAL034W-A_tsq235,mtw1-ts,YOL050C,YOL050C,-0.1543,0.0221,8.43E-08
YAL034W-A_tsq235,mtw1-ts,YOL042W,NGL1,-0.151,0.0719,9.50E-03
YAL034W-A_tsq235,mtw1-ts,YOR017W,PET127,-0.1469,0.1034,2.36E-02
YAL034W-A_tsq235,mtw1-ts,YOR053W,YOR053W,-0.1683,0.0872,9.65E-03
YAL034W-A_tsq235,mtw1-ts,YOR106W,VAM3,-0.1347,0.0487,4.15E-03
