gene	orf	no. of probes	measurments	F-statistic	-log(p-value)	difference	YPD	YPDGE	YPE	YPL	YPG
YJL049W	YJL049W	4	44	0.85741	0.30193	0.02578	0.99459	1.00959	1.00565	0.98821	1.01399
MTR4	YJL050W	4	44	0.13081	0.01318	0.01529	1.00547	1.00876	1.01037	1.01323	0.99793
YJL051W	YJL051W	4	44	0.34474	0.07271	0.02984	1.00995	1.02253	1.03979	1.02833	1.02473
TDH1	YJL052W	4	44	7.55026	3.76894	0.10046	1.03047	1.04648	1.12686	1.13093	1.07382
PEP8	YJL053W	2	22	1.07351	0.39361	0.05359	1.05623	1.08467	1.10491	1.10982	1.06126
TIM54	YJL054W	4	44	3.47932	1.76778	0.08964	1.05325	1.07895	1.11806	1.02843	1.05036
YJL055W	YJL055W	4	44	0.67349	0.21125	0.02260	1.01486	1.03414	1.03338	1.01960	1.01154
ZAP1	YJL056C	4	44	3.04285	1.52661	0.05985	1.03683	1.06991	1.09668	1.08949	1.04927
IKS1	YJL057C	4	44	2.74016	1.35679	0.05471	0.99570	1.01038	1.05041	0.99573	1.00547
YJL058C	YJL058C	4	44	3.13091	1.57564	0.07219	1.05727	1.08422	1.12946	1.11746	1.06486
YHC3	YJL059W	0	0								
YJL060W	YJL060W	4	44	3.23299	1.63224	0.06806	1.04516	1.05995	1.11322	1.09857	1.04782
NUP82	YJL061W	4	44	3.27948	1.65794	0.05493	0.99300	1.01988	1.04793	1.02461	1.01508
LAS21	YJL062W	2	22	2.15792	0.90772	0.05189	1.00567	1.02484	1.05755	1.03627	1.02407
MRPL8	YJL063C	3	29	0.04068	0.00148	0.00815	1.05004	1.05149	1.04334	1.05060	1.04680
YJL064W	YJL064W	4	44	1.77200	0.80529	0.03852	1.03461	1.04958	1.06759	1.06619	1.02908
YJL065C	YJL065C	4	44	0.50004	0.13323	0.01963	1.00830	1.02585	1.02644	1.01991	1.00681
YJL066C	YJL066C	4	44	0.28471	0.05261	0.01619	1.01929	1.03136	1.03548	1.02052	1.02210
YJL067W	YJL067W	4	44	1.31625	0.54808	0.04212	1.04179	1.06042	1.07928	1.06649	1.03715
YJL068C	YJL068C	4	44	0.74106	0.24378	0.01973	1.01086	1.02130	1.02163	1.00327	1.00191
YJL069C	YJL069C	2	22	10.38587	3.50858	0.09855	0.96481	0.99507	1.06337	1.05798	1.03005
YJL070C	YJL070C	4	44	1.36662	0.57612	0.03570	1.02238	1.03785	1.05783	1.04671	1.02213
ARG2	YJL071W	4	44	1.66397	0.74380	0.04677	1.02087	1.04202	1.06763	1.05239	1.02763
YJL072C	YJL072C	4	44	0.75181	0.24905	0.03160	1.01693	1.03340	1.04853	1.03079	1.01978
JEM1	YJL073W	4	44	2.18777	1.04287	0.06152	1.04094	1.06162	1.09956	1.07767	1.03804
SMC3	YJL074C	4	41	1.03479	0.39307	0.04772	0.98923	1.00326	1.03233	0.98461	1.02187
YJL075C	YJL075C	2	22	2.59858	1.10526	0.06986	1.03372	1.04612	1.10358	1.09332	1.04881
NET1	YJL076W	4	42	0.40673	0.09559	0.03047	1.03106	1.02603	1.05196	1.02148	1.02940
ICS3	YJL077C	2	22	0.32721	0.06785	0.02152	1.03207	1.04022	1.03404	1.01870	1.02514
PRY3	YJL078C	2	22	0.69908	0.21864	0.03513	1.02125	1.02951	1.00350	0.99437	1.00484
PRY1	YJL079C	4	44	11.57712	5.36610	0.04720	0.99479	0.99338	0.95736	0.94759	0.97206
SCP160	YJL080C	4	44	3.79889	1.94127	0.03822	0.99142	0.99786	0.97743	0.96189	1.00012
ARP4	YJL081C	2	22	1.03531	0.37535	0.02353	1.00348	1.01926	1.00969	1.00153	1.02506
IML2	YJL082W	4	44	1.84712	0.84816	0.03771	0.96671	0.97959	0.95120	0.94188	0.95450
YJL083W	YJL083W	4	44	3.37530	1.71073	0.02415	0.99348	1.00612	0.99162	0.98197	1.00518
YJL084C	YJL084C	4	44	1.86545	0.85863	0.03712	0.98651	0.99344	0.97043	0.95825	0.99537
EXO70	YJL085W	4	44	1.08788	0.42300	0.01579	0.99368	1.00232	1.00114	0.99187	1.00766
YJL086C	YJL086C	4	44	1.17214	0.46869	0.02923	1.02294	1.04002	1.05217	1.03432	1.02708
TRL1	YJL087C	4	44	2.26696	1.08809	0.02126	0.98743	1.00567	1.00836	0.98709	0.99964
arg3	YJL088W	3	33	0.37264	0.08309	0.01904	1.02689	1.04359	1.04314	1.02455	1.03571
SIP4	YJL089W	1	11	0.41635	0.10138	0.03040	0.98683	1.00515	1.00861	1.01047	1.01723
DPB11	YJL090C	4	44	0.52782	0.14509	0.03057	1.00370	1.01988	1.03427	1.03305	1.03356
YJL091C	YJL091C	3	33	3.85711	1.84814	0.03250	0.99926	1.01264	1.00093	0.98015	1.00910
hpr5	YJL092W	2	22	0.44856	0.11244	0.01981	1.02715	1.03615	1.04180	1.03207	1.02199
TOK1	YJL093C	2	22	1.82716	0.75415	0.08397	0.96113	0.95611	0.93065	0.90013	0.98410
YJL094C	YJL094C	3	30	1.17137	0.45530	0.04013	1.03408	1.03853	1.07421	1.03482	1.04586
bck1	YJL095W	4	44	3.25297	1.64329	0.03713	1.01048	1.02188	0.99151	0.98475	1.01893
MRPL49	YJL096W	2	22	0.64575	0.19493	0.01954	1.00989	1.00743	0.99710	0.99035	1.00677
YJL097W	YJL097W	2	22	2.81310	1.19832	0.08940	1.02671	1.04697	1.11612	1.07713	1.05662
SAP185	YJL098W	2	22	0.67139	0.20627	0.06094	1.00774	1.01408	0.96789	0.97166	1.02882
chs6	YJL099W	4	44	1.40805	0.59928	0.03773	0.94698	0.96658	0.98279	0.94506	0.97996
YJL100W	YJL100W	4	44	1.50985	0.65651	0.05267	1.01979	1.03449	1.07246	1.06067	1.04236
GSH1	YJL101C	4	44	2.65649	1.30953	0.04485	1.03655	1.03630	1.08115	1.07217	1.04560
MEF2	YJL102W	4	44	1.15352	0.45854	0.03395	0.97413	0.95508	0.94474	0.94924	0.97869
YJL103C	YJL103C	4	44	0.51327	0.13884	0.03190	0.99425	1.00051	1.02615	1.01916	1.02297
YJL104W	YJL104W	2	22	1.43078	0.56541	0.04755	1.03262	1.03385	1.08017	1.07830	1.05523
YJL105W	YJL105W	2	22	4.95232	2.02038	0.08628	1.00872	1.01374	1.09500	1.06557	1.03796
IME2	YJL106W	3	33	1.49971	0.63367	0.05758	1.02650	1.02760	1.08408	1.03235	1.04384
YJL107C	YJL107C	2	22	0.61647	0.18212	0.01665	1.00729	1.00957	1.02013	1.01545	1.02394
PRM10	YJL108C	4	44	5.07791	2.60732	0.07975	0.98845	1.01248	1.06820	1.05516	1.01799
YJL109C	YJL109C	4	44	1.42505	0.60881	0.02078	1.01868	1.03946	1.03619	1.03514	1.01912
GZF3	YJL110C	3	32	1.53836	0.65183	0.06459	1.04025	1.05821	1.10484	1.07356	1.05870
CCT7	YJL111W	4	42	7.22742	3.56877	0.09273	0.86424	0.87720	0.91166	0.91586	0.95697
MDV1	YJL112W	4	44	2.36819	1.14582	0.05566	1.03982	1.06246	1.09390	1.08384	1.03824
asf1	YJL115W	2	22	0.50713	0.13589	0.02228	1.00259	1.01139	0.99299	0.98911	0.99959
NCA3	YJL116C	4	44	4.88029	2.50741	0.07706	1.06513	1.08826	1.14219	1.14141	1.06780
PHO86	YJL117W	2	22	0.54240	0.15049	0.04622	1.00211	1.01475	1.01913	0.98446	1.03068
YJL118W	YJL118W	4	44	0.39607	0.09148	0.01860	0.99674	1.01270	1.01196	1.00821	1.01534
YJL119C	YJL119C	4	44	0.74504	0.24573	0.02120	1.01330	1.02839	1.03450	1.02312	1.01894
YJL120W	YJL120W	4	44	1.87952	0.86666	0.04681	1.05449	1.06624	1.09608	1.09475	1.04927
RPE1	YJL121C	4	44	1.75391	0.79498	0.06927	1.01771	1.04273	1.07491	1.08699	1.05385
YJL122W	YJL122W	2	22	0.99422	0.35578	0.04662	1.03413	1.03777	1.07473	1.06559	1.02811
YJL123C	YJL123C	4	44	0.89708	0.32227	0.02142	1.01317	1.02336	1.03416	1.02138	1.01274
LSM1	YJL124C	4	44	0.30241	0.05831	0.02211	0.99635	1.00833	1.00107	0.98872	1.01083
GCD14	YJL125C	2	21	2.69315	1.12809	0.07571	1.02289	1.04254	1.09860	1.07112	1.04062
NIT2	YJL126W	2	22	6.76728	2.59368	0.05752	0.99079	0.99135	0.93382	0.94116	0.98635
spt10	YJL127C	2	22	0.92209	0.32161	0.04581	1.05873	1.06011	1.09575	1.08128	1.04994
pbs2	YJL128C	4	44	4.46082	2.29171	0.07583	1.03134	1.06480	1.10405	1.10717	1.06761
trk1	YJL129C	8	88	0.86401	0.31014	0.01802	1.01403	1.01079	1.02881	1.02409	1.01482
ura2	YJL130C	4	44	0.94630	0.34783	0.03549	0.99700	1.00355	1.00851	0.97727	0.97302
YJL131C	YJL131C	3	33	0.65056	0.19941	0.02390	1.01814	1.03299	1.04205	1.03812	1.03486
YJL132W	YJL132W	8	88	1.32653	0.57198	0.03343	1.02846	1.02190	1.05534	1.05459	1.02569
MRS3	YJL133W	4	44	0.53532	0.14834	0.02876	0.98549	1.00512	0.99878	0.99146	1.01425
LCB3	YJL134W	4	44	2.26975	1.08968	0.05075	1.03297	1.05138	1.08337	1.06548	1.03262
YJL135W	YJL135W	4	44	1.17570	0.47064	0.03291	1.02461	1.03641	1.02652	1.00350	1.01994
RPS21B	YJL136C	2	22	0.37777	0.08567	0.03566	0.97531	1.00255	1.01096	0.98315	0.98889
GLG2	YJL137C	4	44	4.75231	2.44213	0.04924	0.98573	0.95150	0.93649	0.94697	0.96724
tif2	YJL138C	3	33	0.42658	0.10348	0.03454	0.99608	1.03062	1.02907	1.01066	1.01391
yur1	YJL139C	4	44	2.40999	1.16963	0.02918	1.00594	0.97703	1.00394	1.00620	0.98348
RPB4	YJL140W	2	22	2.19107	0.92287	0.06346	0.95178	0.90396	0.95778	0.96742	0.93987
YAK1	YJL141C	4	44	0.81037	0.27813	0.03268	1.02450	1.02208	1.05475	1.05079	1.03566
YJL142C	YJL142C	4	44	1.55151	0.68004	0.03784	1.00409	1.00772	0.98464	0.96988	0.99796
TIM17	YJL143W	4	44	0.91294	0.33048	0.02893	1.01879	0.99194	0.98986	0.99100	0.99924
YJL144W	YJL144W	4	44	1.01067	0.38173	0.02543	0.96865	0.97959	0.96421	0.95777	0.98321
YJL145W	YJL145W	4	44	3.04663	1.52872	0.05310	0.97323	0.99992	0.95519	0.97451	1.00829
IDS2	YJL146W	2	22	3.66437	1.54761	0.06693	1.02283	1.05536	1.08933	1.08976	1.07353
YJL147C	YJL147C	4	43	2.33275	1.12197	0.03518	0.99350	1.02071	1.01922	0.99502	1.02868
RPA34	YJL148W	2	22	1.61284	0.65260	0.09161	0.94304	0.96190	0.92874	0.90822	0.99983
YJL149W	YJL149W	2	22	5.99857	2.36247	0.06184	0.99238	1.03917	1.05421	1.04754	1.03119
YJL150W	YJL150W	2	22	0.55927	0.15759	0.03684	1.00813	1.01488	0.99646	0.97804	0.99569
YJL151C	YJL151C	4	44	0.67587	0.21237	0.02505	1.01202	0.99579	1.00859	1.01672	0.99167
YJL152W	YJL152W	0	0								
ino1	YJL153C	0	0								
vps35	YJL154C	4	44	2.00124	0.93623	0.02981	1.00110	1.03091	1.02925	1.00881	1.02411
FBP26	YJL155C	4	44	1.06718	0.41188	0.02417	1.01012	1.03360	1.02702	1.00943	1.01969
SSY5	YJL156C	4	44	1.71817	0.77463	0.03047	0.98970	0.99454	0.96820	0.96407	0.99233
FAR1	YJL157C	4	44	1.24834	0.51049	0.04790	1.02668	1.05287	1.07458	1.05792	1.05220
CIS3	YJL158C	2	22	4.12983	1.72573	0.07562	1.02684	1.02243	1.09805	1.06576	1.02979
HSP150	YJL159W	4	44	2.31345	1.11461	0.03876	1.01133	1.02481	1.05009	1.03146	1.02983
YJL160C	YJL160C	8	86	1.91987	0.93485	0.02976	1.02558	1.01885	1.04723	1.03945	1.01747
YJL161W	YJL161W	3	33	1.98061	0.89147	0.05012	1.01982	1.00347	1.04269	1.05041	1.00030
YJL162C	YJL162C	2	22	3.57095	1.51080	0.05070	1.03124	1.03799	1.08194	1.07772	1.06907
YJL163C	YJL163C	1	7	29.68667	0.86425	0.09638	0.92058	0.90655	1.00293	0.92303	0.96433
tpk1	YJL164C	2	22	3.11712	1.32669	0.06141	0.97059	0.97743	0.95386	0.94371	1.00512
HAL5	YJL165C	4	44	3.58097	1.82326	0.04569	0.99996	0.95427	0.97462	0.98018	0.96359
QCR8	YJL166W	4	42	14.72802	6.27661	0.10375	0.95084	0.92099	0.97194	1.02475	0.97915
ERG20	YJL167W	2	22	3.86279	1.62460	0.03853	0.98188	0.97190	0.97193	0.96603	1.00457
SET2	YJL168C	4	44	10.12224	4.82531	0.10085	0.98199	0.98725	0.92032	0.90060	1.00145
YJL169W	YJL169W	4	44	2.74811	1.36127	0.04425	1.00544	1.02842	1.02442	1.00562	1.04970
ASG7	YJL170C	2	22	3.58716	1.51721	0.07498	1.01183	1.02176	1.08682	1.06086	1.05783
YJL171C	YJL171C	4	44	0.56855	0.16296	0.03404	1.01016	1.01962	1.02528	1.01208	1.04420
CPS1	YJL172W	2	17	0.56488	0.15872	0.07175	1.03877	0.99775	1.06950	1.06115	1.02108
RFA3	YJL173C	4	44	1.64986	0.73578	0.02797	0.99655	1.00954	0.98425	0.98417	1.01214
kre9	YJL174W	4	44	2.61966	1.28869	0.04685	1.00002	0.99578	0.97186	0.96597	1.01282
YJL175W	YJL175W	2	22	2.75656	1.17399	0.05258	0.98487	0.93829	0.93229	0.96873	0.96618
SWI3	YJL176C	3	33	0.87203	0.30584	0.04733	0.99436	0.96832	0.99597	1.01531	1.01565
RPL17b	YJL177W	4	44	8.05629	3.98801	0.10242	0.98410	1.00048	1.08653	1.08298	1.05838
YJL178C	YJL178C	4	44	2.14131	1.01632	0.03142	0.98809	1.00680	1.01951	1.00714	1.01471
PFD1	YJL179W	4	44	3.25850	1.64635	0.04211	1.02679	1.03310	1.06890	1.05753	1.04310
ATP12	YJL180C	2	22	0.14384	0.01639	0.01960	1.02667	1.03856	1.04296	1.02336	1.02724
YJL181W	YJL181W	2	22	2.57857	1.09648	0.11593	1.00521	1.01859	1.12113	1.06389	1.04973
YJL182C	YJL182C	2	22	3.15124	1.34084	0.04322	1.02418	1.02778	1.05265	1.05780	1.01458
MNN11	YJL183W	2	22	1.72335	0.70514	0.03538	0.97757	0.97013	0.99654	1.00551	1.00372
YJL184W	YJL184W	8	88	0.71189	0.23183	0.01578	0.99423	0.98184	0.97845	0.98645	0.99211
YJL185C	YJL185C	3	31	1.25554	0.50053	0.03780	1.03634	1.04718	1.07414	1.05922	1.05260
MNN5	YJL186W	4	44	2.16104	1.02759	0.04627	1.02739	1.03508	1.07365	1.05701	1.03327
SWE1	YJL187C	4	44	0.13809	0.01456	0.01445	1.02468	1.03531	1.02565	1.02086	1.02428
BUD19	YJL188C	4	42	24.81386	8.82129	0.15199	0.79962	0.84305	0.91740	0.95160	0.95042
RPL39	YJL189W	2	19	25.17739	5.03314	0.16343	0.83688	0.79164	0.94414	0.92442	0.95507
RPS22A	YJL190C	4	44	2.91235	1.45363	0.05264	0.95841	0.98705	0.96718	0.96443	1.01106
RPS14B	YJL191W	2	12	5.32557	1.32187	0.07441	0.92610	0.91929	0.91944	0.87600	0.95041
YJL192C	YJL192C	2	22	2.44939	1.03933	0.05845	0.99505	1.01051	1.05350	1.03122	1.03064
YJL193W	YJL193W	4	44	2.82564	1.40494	0.05148	0.97631	0.99448	0.96808	0.95831	1.00979
cdc6	YJL194W	2	22	1.05730	0.38586	0.04791	0.95841	0.98107	0.94416	0.93989	0.98780
YJL195C	YJL195C	6	66	0.23968	0.03873	0.01525	1.00428	1.00560	0.99812	1.00116	1.01336
ELO1	YJL196C	4	44	0.77897	0.26245	0.03507	0.99631	0.96125	0.98614	0.99465	0.97406
UBP12	YJL197W	4	44	5.34753	2.74187	0.05579	1.01838	1.02874	1.07417	1.05939	1.04597
YJL198W	YJL198W	2	22	0.77200	0.25173	0.05655	0.97375	0.96477	0.92721	0.93484	0.98376
YJL199C	YJL199C	4	44	2.57339	1.26247	0.05304	0.99746	1.00411	0.97218	0.95107	1.00171
YJL200C	YJL200C	4	44	0.98213	0.36664	0.02584	0.97021	0.94437	0.95031	0.96359	0.95821
ECM25	YJL201W	4	44	0.53533	0.14835	0.03341	1.00784	1.01916	1.00453	0.98575	1.00876
YJL202C	YJL202C	8	87	1.19830	0.49652	0.03175	1.03419	1.02736	1.05911	1.05244	1.03536
PRP21	YJL203W	4	44	0.40977	0.09672	0.01570	1.01845	1.02349	1.02062	1.00779	1.01748
YJL204C	YJL204C	4	44	0.86939	0.30805	0.02508	0.98108	0.99450	0.98267	0.96942	0.99419
YJL206C	YJL206C	4	44	2.16191	1.02809	0.06479	1.03199	1.00523	1.05415	1.07002	1.02291
YJL206C-A	YJL206C-A	4	44	4.33077	2.22382	0.05883	0.97466	0.99139	0.95172	0.94300	1.00183
YJL207C	YJL207C	4	44	2.04435	0.96088	0.03525	1.00990	1.04515	1.03722	1.01766	1.02393
NUC1	YJL208C	4	44	2.47241	1.20514	0.06154	1.00515	1.04103	1.06669	1.05463	1.03811
CBP1	YJL209W	4	44	1.41567	0.60356	0.02592	0.99293	1.00896	0.99115	0.98305	1.00179
PEX2	YJL210W	4	44	1.31614	0.54802	0.03335	0.97910	0.99965	0.97695	0.96630	0.99334
YJL211C	YJL211C	4	44	2.76729	1.37209	0.05172	1.02137	1.04545	1.06484	1.07309	1.04184
OPT1	YJL212C	4	44	0.18443	0.02459	0.01294	0.98673	0.99967	0.99923	0.98836	0.99848
YJL213W	YJL213W	4	44	2.78113	1.37989	0.05976	0.97356	0.98836	0.95415	0.93814	0.99789
HXT8	YJL214W	2	22	1.57028	0.63228	0.04468	0.96867	1.01322	0.96859	0.97286	1.01327
YJL215C	YJL215C	4	44	2.50546	1.22392	0.03924	1.01027	1.04180	1.04951	1.04783	1.03674
YJL216C	YJL216C	4	44	1.36316	0.57419	0.03228	0.97953	1.01175	1.01135	0.98274	1.01181
YJL217W	YJL217W	4	44	1.33590	0.55900	0.02832	1.01255	1.03076	1.04087	1.02546	1.03194
YJL218W	YJL218W	3	33	3.16612	1.50864	0.05023	0.97329	0.98453	0.99467	0.99021	1.02352
YJR001W	YJR001W	4	44	0.10854	0.00933	0.01273	1.01691	1.01624	1.02203	1.01368	1.00930
MPP10	YJR002W	4	44	1.17153	0.46836	0.02461	0.98349	0.97935	0.96016	0.95888	0.98228
YJR003C	YJR003C	4	44	0.83794	0.29203	0.02551	1.01481	1.01902	0.99619	0.99351	1.00649
sag1	YJR004C	4	44	2.55537	1.25225	0.04324	1.00188	1.00206	0.95882	0.96412	0.99340
APL1	YJR005W	4	44	0.19582	0.02737	0.01406	1.01422	1.01591	1.01952	1.01611	1.00546
HYS2	YJR006W	2	22	1.41578	0.55820	0.04460	0.98655	0.98574	0.96254	0.94196	0.95998
sui2	YJR007W	4	41	14.02610	5.98878	0.09338	0.90220	0.88331	0.97668	0.97632	0.94726
YJR008W	YJR008W	2	22	0.27906	0.05210	0.04210	1.05462	1.06552	1.04668	1.08878	1.04909
TDH2	YJR009C	4	44	0.80291	0.27439	0.02651	1.00947	1.01107	0.98567	0.98456	1.00041
SPC1	YJR010C-A	0	0								
met3	YJR010W	2	22	13.12488	4.06444	0.09958	0.98524	0.98973	1.08481	1.01007	1.01754
YJR011C	YJR011C	3	33	0.11077	0.00984	0.01489	0.99215	0.99248	0.99887	0.99167	1.00656
YJR012C	YJR012C	2	22	1.24668	0.47681	0.04093	1.00704	1.00300	1.04393	1.02231	1.01451
YJR013W	YJR013W	4	44	0.69855	0.22319	0.02873	1.01091	1.01398	1.03182	1.03811	1.00938
YJR014W	YJR014W	4	43	1.56805	0.68793	0.04115	1.02540	1.02898	1.05883	1.06655	1.02550
YJR015W	YJR015W	2	22	3.88073	1.63148	0.06696	0.96772	0.96691	0.93097	0.90076	0.95654
ilv3	YJR016C	2	22	0.58558	0.16878	0.02941	0.99320	0.99958	1.02031	0.99306	0.99091
ess1	YJR017C	2	22	0.54096	0.14989	0.02825	1.00532	0.99707	1.00208	0.97706	0.98100
YJR018W	YJR018W	2	22	2.68271	1.14200	0.07104	0.96869	0.97418	0.91469	0.92991	0.98573
TES1	YJR019C	3	33	1.74517	0.76531	0.07085	1.04851	1.05293	1.11936	1.08883	1.05494
YJR020W	YJR020W	4	44	4.61733	2.37277	0.06161	1.03257	1.04194	1.09304	1.09418	1.03989
rec107	YJR021C	2	22	0.45354	0.11439	0.01870	0.99934	1.00096	1.00364	0.98494	1.00112
LSM8	YJR022W	4	44	4.69904	2.41481	0.04454	1.00278	0.99194	0.95824	0.96103	0.99245
YJR023C	YJR023C	2	22	2.95338	1.25806	0.07123	0.97099	0.96542	0.90851	0.89976	0.96757
YJR024C	YJR024C	3	31	1.60511	0.68433	0.04371	1.02142	1.02956	1.05728	1.06513	1.03758
BNA1	YJR025C	4	44	1.14711	0.45505	0.02206	1.00880	1.01646	1.02658	1.02011	1.00452
YJR026W	YJR026W	4	44	0.18801	0.02545	0.01198	0.99350	0.99857	0.98667	0.98851	0.99865
YJR030C	YJR030C	0	0								
GEA1	YJR031C	4	44	0.63359	0.19254	0.01978	0.96931	0.97950	0.97947	0.96692	0.98670
CPR7	YJR032W	4	44	0.63361	0.19255	0.01939	1.00498	1.00084	0.99899	0.98560	0.99282
RAV1	YJR033C	4	44	1.06574	0.41111	0.03111	1.01885	1.02981	1.04975	1.02859	1.01863
PET191	YJR034W	4	44	0.95856	0.35425	0.03339	0.98550	0.99696	0.98263	0.96358	0.98778
RAD26	YJR035W	2	22	1.31833	0.51131	0.04757	1.01934	1.01621	1.04806	1.02523	1.00050
HUL4	YJR036C	2	22	1.33787	0.52071	0.05965	0.97393	0.98452	0.93768	0.92487	0.97125
YJR037W	YJR037W	4	44	1.41595	0.60371	0.03033	1.00184	1.02245	1.03161	1.03216	1.02517
YJR038C	YJR038C	2	22	0.54118	0.14998	0.03679	0.98490	1.00335	0.96655	0.98727	0.99520
YJR039W	YJR039W	4	44	1.39739	0.59332	0.02497	1.00422	1.00870	0.98373	0.99110	0.99023
GEF1	YJR040W	4	44	0.41516	0.09880	0.01777	1.00222	1.00459	1.01282	0.99506	0.99638
YJR041C	YJR041C	3	33	1.07101	0.40706	0.03784	1.01783	1.02251	1.03846	1.02264	1.00063
NUP85	YJR042W	4	44	4.76361	2.44791	0.05709	0.98028	1.00511	1.03737	1.02644	1.01330
POL32	YJR043C	4	40	0.61110	0.18194	0.03797	1.02221	1.03247	1.06018	1.04328	1.02897
YJR044C	YJR044C	4	44	1.05309	0.40433	0.02681	0.96562	0.96753	0.95503	0.94168	0.96849
ssc1	YJR045C	4	34	3.48996	1.66977	0.09964	1.00823	1.01261	1.10786	1.06467	1.04934
TAH11	YJR046W	0	0								
ANB1	YJR047C	2	22	3.83244	1.61293	0.05095	1.02391	1.02706	1.07486	1.05096	1.03505
cyc1	YJR048W	2	22	2.11767	0.88926	0.04130	0.99606	0.98670	0.96013	0.95476	0.97481
UTR1	YJR049C	2	22	2.03585	0.85154	0.06436	0.96549	0.95636	0.90351	0.90113	0.95169
ISY1	YJR050W	3	33	0.81156	0.27598	0.04101	1.01729	1.02362	1.05830	1.05472	1.02992
osm1	YJR051W	2	22	1.22617	0.46693	0.03656	0.99687	1.01114	1.02708	1.03198	0.99542
rad7	YJR052W	4	44	2.08813	0.98592	0.03522	0.98669	0.98938	1.02191	1.01495	1.00245
BFA1	YJR053W	4	44	2.13036	1.01006	0.03891	0.98473	0.97625	0.95060	0.94925	0.98816
YJR054W	YJR054W	4	44	2.00830	0.94027	0.04225	0.96476	0.97138	0.94705	0.93508	0.97733
hit1	YJR055W	8	88	2.13946	1.07481	0.03444	1.01131	1.00243	1.02382	1.02493	0.99050
YJR056C	YJR056C	4	44	3.09846	1.55759	0.05274	1.02812	1.02636	1.06743	1.04945	1.01469
cdc8	YJR057W	3	33	0.95319	0.34664	0.02133	0.99989	0.99764	0.98668	0.97890	1.00022
APS2	YJR058C	4	44	0.75265	0.24946	0.02326	0.99999	0.99522	1.00014	0.98493	0.97687
PTK2	YJR059W	2	22	0.27901	0.05209	0.01545	0.98104	0.99648	0.98200	0.98812	0.98377
cbf1	YJR060W	4	44	4.65412	2.39173	0.06549	1.04002	1.05793	1.10551	1.10125	1.04390
YJR061W	YJR061W	4	40	0.84070	0.29241	0.03226	0.98610	0.98842	0.97203	0.96882	1.00108
NTA1	YJR062C	4	44	1.04309	0.39898	0.02502	1.01075	1.02662	1.03578	1.01979	1.01083
RPA12	YJR063W	4	44	1.37979	0.58347	0.03395	0.95367	0.96584	0.96647	0.95657	0.98762
CCT5	YJR064W	2	22	2.48250	1.05405	0.07531	0.92501	0.95269	0.93357	0.92944	1.00032
ARP3	YJR065C	4	44	1.24888	0.51079	0.03540	0.99038	0.98322	0.96650	0.95499	0.98190
tor1	YJR066W	4	44	0.35758	0.07727	0.01353	1.01035	1.00984	1.00523	0.99713	0.99683
YAE1	YJR067C	4	39	2.79895	1.36041	0.07324	1.03564	1.03400	1.10724	1.06141	1.04956
RFC2	YJR068W	4	43	2.82479	1.39903	0.05098	1.02373	1.02657	1.07471	1.05771	1.02945
HAM1	YJR069C	4	44	0.08663	0.00611	0.01174	0.99823	0.99846	1.00137	1.00096	0.98963
YJR070C	YJR070C	2	22	0.31724	0.06449	0.02014	0.99793	0.99350	1.00988	0.98974	0.99071
YJR072C	YJR072C	2	22	0.21572	0.03359	0.02012	1.02900	1.03060	1.03528	1.04378	1.02367
OPI3	YJR073C	2	22	0.36682	0.08172	0.03916	1.04092	1.03216	1.04113	1.03390	1.00197
MOG1	YJR074W	4	44	0.59118	0.17312	0.03057	1.03228	1.03234	1.06170	1.06286	1.03793
HOC1	YJR075W	4	42	1.23406	0.50102	0.04489	1.01833	1.02644	1.06322	1.05391	1.03757
cdc11	YJR076C	4	42	0.99119	0.37058	0.03838	1.05289	1.04924	1.07979	1.07797	1.04141
MIR1	YJR077C	4	44	0.83973	0.29294	0.03544	1.04116	1.04230	1.07242	1.06895	1.03698
YJR078W	YJR078W	4	44	2.60603	1.28097	0.06174	1.04400	1.04669	1.08643	1.10574	1.05658
YJR079W	YJR079W	2	22	0.26748	0.04852	0.02799	1.05840	1.06279	1.06759	1.08639	1.05869
YJR080C	YJR080C	4	44	0.04396	0.00167	0.00532	0.98182	0.98202	0.98254	0.98713	0.98529
YJR082C	YJR082C	2	22	0.93917	0.32968	0.06904	1.04401	1.03328	1.07479	1.04597	1.00575
YJR083C	YJR083C	4	44	1.51646	0.66024	0.03693	1.01252	1.00619	1.03363	1.02505	0.99670
YJR084W	YJR084W	3	33	6.53732	3.01758	0.04646	1.00773	1.01438	1.05298	1.05420	1.02758
YJR087W	YJR087W	4	44	2.01105	0.94184	0.05077	1.04266	1.04650	1.08549	1.09239	1.04162
YJR088C	YJR088C	2	22	0.40432	0.09548	0.03484	1.00621	1.01886	1.01834	1.04105	1.02459
grr1	YJR090C	4	44	2.63726	1.29865	0.04691	1.01047	1.02163	1.05738	1.05429	1.01430
JSN1	YJR091C	4	40	0.71382	0.23001	0.03230	1.01921	1.02880	1.04735	1.05152	1.02125
BUD4	YJR092W	4	44	2.82707	1.40574	0.05230	1.04405	1.05587	1.08570	1.09635	1.04484
FIP1	YJR093C	4	44	0.10732	0.00913	0.01773	1.02417	1.02732	1.03289	1.03100	1.01516
IME1	YJR094C	4	44	0.35852	0.07761	0.02790	1.02742	1.03618	1.03858	1.03588	1.01068
RPL43B	YJR094W-A	4	41	4.31301	2.17655	0.07461	1.01853	1.01426	1.08887	1.08664	1.02901
