gene	orf	no. of probes	measurments	F-statistic	-log(p-value)	difference	YPD	YPDGE	YPE	YPL	YPG
SFC1	YJR095W	4	44	4.10298	2.10378	0.07029	1.04861	1.04132	1.11135	1.11000	1.04107
YJR096W	YJR096W	2	22	0.92026	0.32075	0.06826	1.03504	1.02942	1.06984	1.04787	1.00158
YJR097W	YJR097W	4	44	3.35651	1.70040	0.06013	1.02627	1.04016	1.08640	1.07157	1.03971
YJR098C	YJR098C	4	44	2.60282	1.27915	0.05614	1.04685	1.03751	1.09278	1.08567	1.03664
yuh1	YJR099W	4	44	2.85765	1.42293	0.05308	1.02484	1.02723	1.06279	1.05971	1.00971
YJR100C	YJR100C	4	41	2.07693	0.97057	0.04614	1.02465	1.02025	1.06639	1.05233	1.02792
VPS25	YJR102C	4	44	2.05156	0.96501	0.04475	1.03549	1.03383	1.07192	1.05978	1.02717
URA8	YJR103W	4	44	0.17936	0.02339	0.01234	1.00719	0.99923	1.00289	0.99777	1.01011
sod1	YJR104C	3	33	1.25227	0.50195	0.04604	1.02731	1.02729	1.06839	1.05539	1.02235
ADO1	YJR105W	2	22	0.31030	0.06217	0.01677	0.99846	0.99720	0.99355	0.99861	1.01032
ECM27	YJR106W	3	33	2.40242	1.11534	0.05876	1.03916	1.03797	1.09124	1.08801	1.03248
YJR107W	YJR107W	1	11	4.73080	1.22577	0.16388	1.04002	1.03214	1.19602	1.08881	1.07211
ABM1	YJR108W	2	22	4.34936	1.80679	0.05333	1.01462	1.01540	1.06635	1.04825	1.01302
CPA2	YJR109C	4	44	2.30582	1.11026	0.04486	1.03759	1.04207	1.08080	1.08244	1.04483
YJR110W	YJR110W	4	44	6.69088	3.38297	0.07401	1.02488	1.03356	1.09081	1.09889	1.05206
YJR111C	YJR111C	4	44	0.27643	0.05002	0.01718	0.99971	1.00445	1.00691	1.01690	1.01011
NNF1	YJR112W	4	44	2.91151	1.45316	0.04917	1.02898	1.03142	1.07617	1.07815	1.04016
RSM7	YJR113C	4	40	1.25535	0.51080	0.03539	1.04005	1.02578	1.06117	1.02686	1.02996
YJR115W	YJR115W	4	44	0.46826	0.12000	0.02112	1.02706	1.03705	1.04818	1.04182	1.02795
YJR116W	YJR116W	4	44	2.21323	1.05741	0.03964	1.01030	1.01470	1.04993	1.04196	1.01335
STE24	YJR117W	4	44	2.42349	1.17731	0.03709	1.02038	1.02671	1.05747	1.04807	1.02759
ILM1	YJR118C	4	44	2.58051	1.26651	0.05566	1.04417	1.04480	1.09064	1.08664	1.03499
YJR119C	YJR119C	2	22	0.66355	0.20279	0.03705	0.97769	1.01080	0.99708	1.01409	1.01475
YJR120W	YJR120W	4	44	6.24854	3.17712	0.08177	1.05189	1.06030	1.12440	1.13366	1.06257
ATP2	YJR121W	4	44	7.24718	3.63486	0.06853	1.02546	1.04217	1.09399	1.09278	1.04170
CAF17	YJR122W	4	44	3.86579	1.97724	0.05063	1.03768	1.03584	1.07456	1.06491	1.02393
RPS5	YJR123W	2	19	7.45840	2.53152	0.12936	0.82040	0.84972	0.94976	0.93808	0.94822
YJR124C	YJR124C	4	44	1.09434	0.42648	0.04268	1.01999	1.03109	1.05984	1.06268	1.04121
ENT3	YJR125C	2	21	1.14104	0.42310	0.04841	1.03480	1.03578	1.08321	1.05607	1.03759
YJR126C	YJR126C	4	44	2.77066	1.37399	0.02930	1.01110	1.01673	1.03387	1.02221	1.00458
ZMS1	YJR127C	4	44	0.41307	0.09799	0.02137	1.01948	1.02942	1.02686	1.02321	1.00806
YJR128W	YJR128W	4	44	1.07486	0.41600	0.03180	1.01348	1.01031	1.02382	1.01476	0.99202
YJR129C	YJR129C	4	39	2.34656	1.11299	0.05352	1.04136	1.04935	1.09089	1.08032	1.03737
STR2	YJR130C	2	22	0.97475	0.34653	0.03872	0.99952	1.01587	1.03825	1.03536	1.00547
MNS1	YJR131W	2	22	1.95225	0.81272	0.04688	1.00120	0.99297	1.03985	1.02202	1.00580
XPT1	YJR133W	4	44	4.04834	2.07477	0.07634	1.03941	1.05817	1.10766	1.11575	1.05186
SGM1	YJR134C	3	31	1.39396	0.57305	0.04378	1.02405	1.02884	1.06150	1.06784	1.02561
MCM22	YJR135C	4	44	2.88649	1.43913	0.04627	1.02578	1.03528	1.06346	1.06348	1.01721
ECM17	YJR137C	4	44	0.45464	0.11445	0.01869	1.00261	1.00874	0.99342	1.00446	1.01211
hom6	YJR139C	4	44	0.73815	0.24236	0.02154	1.03258	1.02682	1.01655	1.01355	1.01104
HIR3	YJR140C	4	44	0.33419	0.06902	0.01624	1.00292	1.00212	0.98780	1.00226	1.00404
YJR141W	YJR141W	4	44	1.25199	0.51251	0.03501	0.99933	1.00915	0.98608	1.02108	1.00143
YJR142W	YJR142W	4	44	2.76376	1.37010	0.04542	1.02369	1.03638	1.05607	1.06242	1.01700
MGM101	YJR144W	4	44	1.38236	0.58491	0.03043	1.00363	1.00325	0.97320	0.98042	0.99528
RPS4A	YJR145C	4	40	4.41476	2.21373	0.05457	0.96146	0.98486	1.01208	1.01603	1.01182
YJR146W	YJR146W	4	44	1.67892	0.75229	0.04958	1.03891	1.05123	1.06459	1.07835	1.02877
HMS2	YJR147W	2	22	0.28494	0.05396	0.03017	1.03926	1.05677	1.04671	1.06737	1.03720
BAT2	YJR148W	4	44	1.68147	0.75374	0.04021	1.02620	1.02704	1.03902	1.05036	1.01014
YJR149W	YJR149W	2	22	0.91843	0.31989	0.03290	0.98683	1.01485	1.00763	1.01973	1.00119
DAN1	YJR150C	4	44	5.37505	2.75549	0.05267	1.00246	1.01313	1.05513	1.03904	1.00911
dal5	YJR152W	4	44	2.15988	1.02693	0.11642	1.07906	1.03188	1.14830	1.06523	1.07259
PGU1	YJR153W	4	44	0.65376	0.20194	0.02947	0.98498	1.00359	1.01446	1.00662	1.00725
YJR154W	YJR154W	4	44	0.66829	0.20879	0.02579	0.93862	0.94869	0.96441	0.96310	0.96031
met14	YKL001C	2	22	1.32257	0.51335	0.04310	1.01230	1.01084	1.01456	1.01930	0.97619
YKL002W	YKL002W	2	22	2.11509	0.88807	0.04315	0.98941	0.97540	0.94626	0.96679	0.95851
mrp17	YKL003C	0	0								
AUR1	YKL004W	3	26	4.35010	1.90932	0.09659	0.96496	0.95297	1.04955	1.01000	0.99474
YKL005C	YKL005C	4	44	5.51472	2.82430	0.05550	1.02288	1.01248	1.06420	1.06559	1.01008
SFT1	YKL006C-A	4	37	2.26593	1.05930	0.06303	1.01486	1.01041	1.06896	1.07344	1.02893
RPL14A	YKL006W	4	44	38.64013	11.65559	0.12637	0.81792	0.84761	0.94430	0.94425	0.91416
CAP1	YKL007W	2	22	1.68226	0.68564	0.03254	0.97044	0.95132	0.94101	0.93790	0.96843
LAC1	YKL008C	3	33	0.38007	0.08582	0.01625	0.99519	0.97895	0.98970	0.98861	0.98409
MRT4	YKL009W	2	22	4.01955	1.68431	0.03766	0.95662	0.95308	0.98682	0.99074	0.98195
UFD4	YKL010C	4	44	2.26356	1.08615	0.03761	0.99826	0.98878	1.02639	1.01293	0.99849
cce1	YKL011C	2	22	4.47711	1.85313	0.04706	0.97937	0.98548	1.01990	0.98456	0.97284
PRP40	YKL012W	4	44	1.44732	0.62131	0.02431	1.00617	0.99071	1.01503	1.00285	1.00157
ARC19	YKL013C	4	44	0.20449	0.02956	0.01442	0.95004	0.94642	0.94525	0.93562	0.94578
YKL014C	YKL014C	4	44	1.33967	0.56110	0.03279	1.00411	0.97358	0.99341	0.98034	0.97133
put3	YKL015W	2	22	1.08084	0.39712	0.06716	1.04217	1.03885	1.07717	1.08268	1.01552
ATP7	YKL016C	3	33	0.00566	0.00003	0.00523	0.99565	0.99162	0.99392	0.99685	0.99392
HCS1	YKL017C	4	43	2.86419	1.42102	0.06035	1.03381	1.00415	1.06450	1.03461	1.01482
YKL018W	YKL018W	2	22	0.88710	0.30516	0.04024	1.03538	0.99514	1.00013	1.02100	1.01187
RAM2	YKL019W	2	21	1.41179	0.55135	0.07649	0.95768	0.96880	0.97213	0.99497	1.03416
SPT23	YKL020C	4	44	1.18689	0.47675	0.02981	1.00819	0.99073	1.01053	1.00847	0.98072
mak11	YKL021C	2	22	0.47437	0.12264	0.02513	1.00038	0.98067	0.99339	1.00580	0.99591
cdc16	YKL022C	4	44	0.23189	0.03688	0.01885	1.00838	1.00862	1.02307	1.02648	1.00763
YKL023W	YKL023W	4	44	1.57844	0.69528	0.04132	0.99472	0.98358	0.99390	0.96693	0.95340
URA6	YKL024C	3	33	1.74658	0.76607	0.05360	1.01606	0.99116	1.04476	1.04389	1.01625
PAN3	YKL025C	2	22	2.16384	0.91043	0.03774	0.98677	0.99047	0.95509	0.97170	0.99282
GPX1	YKL026C	4	44	1.45080	0.62326	0.03244	1.01350	0.98901	0.99931	1.00060	0.98106
YKL027W	YKL027W	4	44	1.56896	0.68991	0.03049	0.98109	0.96116	0.95060	0.97020	0.95834
TFA1	YKL028W	2	22	1.24652	0.47673	0.05113	0.97881	0.94556	0.92768	0.94457	0.96992
MAE1	YKL029C	4	44	2.75027	1.36249	0.05500	1.01349	0.99542	1.03311	1.05042	0.99983
YKL030W	YKL030W	4	44	3.97787	2.03723	0.05270	1.01622	1.02134	1.06620	1.06892	1.02929
YKL031W	YKL031W	4	44	0.65966	0.20472	0.01984	0.98517	0.98073	0.99830	1.00057	0.98111
IXR1	YKL032C	3	33	2.63190	1.23535	0.05748	1.02036	0.99475	1.04164	1.05192	0.99444
YKL033W	YKL033W	3	26	0.61743	0.18327	0.04930	0.99952	0.99266	1.02998	1.04196	1.01838
YKL033W-A	YKL033W-A	4	44	1.18325	0.47476	0.04133	0.99640	0.99037	1.02845	1.03169	1.01670
YKL034W	YKL034W	2	22	1.41087	0.55584	0.07753	1.03021	1.00962	1.06450	1.06303	0.98698
UGP1	YKL035W	4	44	0.89884	0.32318	0.03640	0.99427	0.97978	0.99739	1.01618	0.98212
YKL036C	YKL036C	4	43	2.26672	1.08452	0.04826	0.95701	0.93896	0.93489	0.91088	0.95914
YKL037W	YKL037W	4	39	2.53799	1.21821	0.06615	1.01703	1.00439	1.05476	1.07054	1.01583
RGT1	YKL038W	4	44	0.76579	0.25593	0.02636	1.00234	0.97598	0.99450	0.99473	0.99157
PTM1	YKL039W	4	44	1.32697	0.55404	0.02567	0.99891	0.97334	0.97486	0.99901	0.97982
NFU1	YKL040C	4	44	3.54602	1.80421	0.05291	0.99724	0.97449	0.94433	0.95374	0.96331
VPS24	YKL041W	4	44	2.27319	1.09165	0.04669	1.01541	1.00376	1.03507	1.04971	1.00302
SPC42	YKL042W	2	22	2.15444	0.90612	0.06349	1.02517	1.00747	1.04370	1.05066	0.98717
PHD1	YKL043W	4	44	1.73485	0.78412	0.04243	1.00732	0.98565	1.02808	1.01493	1.01016
YKL044W	YKL044W	2	22	0.45287	0.11413	0.04281	0.96406	0.96787	0.98604	0.99291	0.95011
PRI2	YKL045W	4	40	1.95548	0.89938	0.05730	1.01534	0.99471	1.02567	1.03767	0.98037
YKL046C	YKL046C	4	44	2.17546	1.03583	0.05770	1.03341	1.01667	1.05601	1.05996	1.00226
YKL047W	YKL047W	4	40	1.07769	0.41522	0.03327	0.98977	0.96631	0.96117	0.97296	0.95651
ELM1	YKL048C	4	44	0.45228	0.11349	0.02478	1.00222	1.01068	0.99800	1.00472	0.98590
CSE4	YKL049C	2	22	1.27565	0.49076	0.05040	1.01260	0.99997	1.01896	1.01587	0.96855
YKL050C	YKL050C	4	44	1.21599	0.49270	0.02551	0.99381	0.97215	0.98921	0.98157	0.96831
YKL051W	YKL051W	3	28	1.12362	0.42784	0.06741	1.03078	1.01730	1.06593	1.05625	0.99852
YKL052C	YKL052C	4	44	0.59755	0.17600	0.02679	1.01353	0.99332	0.99110	1.00246	0.98675
YKL053C-A	YKL053C-A	4	44	0.96184	0.35597	0.02724	0.97205	0.95802	0.94481	0.95569	0.96688
YKL053W	YKL053W	4	44	1.63834	0.72924	0.05203	1.05047	1.03663	1.06425	1.07161	1.01958
VID31	YKL054C	4	44	1.25651	0.51500	0.04623	1.00862	0.97667	0.99605	1.00850	0.96240
OAR1	YKL055C	2	22	1.56362	0.62909	0.02512	0.95860	0.95832	0.95016	0.93721	0.96233
YKL056C	YKL056C	2	22	1.13000	0.42069	0.06383	1.03738	1.02079	1.08288	1.08463	1.02754
NUP120	YKL057C	2	22	3.69990	1.56151	0.14648	0.90251	0.93919	1.04300	1.04899	1.01292
TOA2	YKL058W	4	43	0.90808	0.32765	0.05650	1.03866	0.98216	1.02205	1.03746	1.02685
YKL059C	YKL059C	4	44	0.55662	0.15768	0.03635	0.99671	0.96220	0.96036	0.97929	0.97414
FBA1	YKL060C	1	11	1.17951	0.37640	0.06557	1.01814	1.03289	1.08371	1.07446	1.02966
YKL061W	YKL061W	4	44	5.82574	2.97560	0.08225	1.01660	0.98528	1.06338	1.06753	1.01136
MSN4	YKL062W	4	44	1.69885	0.76363	0.02590	0.97607	0.95017	0.97117	0.96587	0.96029
YKL063C	YKL063C	4	44	0.41315	0.09802	0.03031	0.99199	0.96168	0.97958	0.97726	0.96673
MNR2	YKL064W	4	44	2.46654	1.20180	0.06255	1.02491	0.99686	1.05941	1.05457	1.00889
YET1	YKL065C	0	0								
YKL066W	YKL066W	2	22	1.32659	0.51528	0.07011	1.02865	0.96818	1.03829	1.02438	0.97588
YNK1	YKL067W	4	44	1.05012	0.40274	0.04970	1.00089	0.95119	0.96085	0.96611	0.96734
NUP100	YKL068W	4	42	1.81253	0.82416	0.08237	1.01468	0.93231	0.97068	0.99311	0.98328
YKL069W	YKL069W	2	22	0.87406	0.29904	0.10580	1.02876	0.92296	0.99892	1.01195	1.00481
YKL070W	YKL070W	4	44	0.39646	0.09163	0.04401	1.03940	0.99539	1.01694	1.02673	1.00438
YKL071W	YKL071W	4	43	2.39442	1.15691	0.09632	1.06234	1.01372	1.10394	1.11003	1.04231
STB6	YKL072W	4	44	0.82360	0.28478	0.04115	1.03513	1.00529	1.03768	1.04644	1.01200
LHS1	YKL073W	0	0								
MUD2	YKL074C	4	44	3.33200	1.68690	0.05177	0.99611	0.97272	0.94434	0.95493	0.97207
YKL075C	YKL075C	4	44	2.58374	1.26834	0.04340	1.03793	1.03876	1.07671	1.07662	1.03331
YKL076C	YKL076C	4	41	3.43968	1.72094	0.06453	1.04616	1.04435	1.10137	1.09499	1.03684
YKL077W	YKL077W	2	22	1.72033	0.70370	0.03622	0.97206	0.97438	0.93816	0.94868	0.96040
YKL078W	YKL078W	2	22	1.17900	0.44423	0.04550	1.01700	1.00328	0.98387	0.97150	0.97542
SMY1	YKL079W	2	22	0.93325	0.32688	0.02354	0.95855	0.95891	0.94959	0.95286	0.93538
VMA5	YKL080W	3	33	0.59241	0.17308	0.02450	1.01431	1.00892	1.00196	1.00543	0.98981
TEF4	YKL081W	2	22	3.65187	1.54270	0.05736	0.98012	0.99055	1.03748	1.03181	0.98105
YKL082C	YKL082C	4	44	0.35965	0.07802	0.01715	0.99135	0.97505	0.98737	0.99220	0.99000
YKL083W	YKL083W	2	22	0.79715	0.26330	0.02378	0.99165	0.96788	0.97779	0.98841	0.97453
YKL084W	YKL084W	3	33	1.46434	0.61475	0.04334	1.03398	1.02844	1.05368	1.07178	1.03085
MDH1	YKL085W	4	44	0.43289	0.10574	0.02848	1.02412	1.00525	1.00163	1.01969	0.99564
YKL086W	YKL086W	2	22	2.14389	0.90129	0.04707	1.00122	0.99261	0.95416	0.96073	0.97067
CYT2	YKL087C	4	41	0.63644	0.19364	0.03312	1.03062	1.02230	1.04284	1.03246	1.00972
YKL088W	YKL088W	3	25	1.23782	0.47862	0.05316	0.98901	0.98940	1.04218	1.00582	1.00016
mif2	YKL089W	4	44	0.09928	0.00790	0.01467	1.01512	1.00234	1.00931	1.01701	1.00884
YKL090W	YKL090W	4	44	1.20779	0.48819	0.03485	0.98896	0.96689	0.95411	0.96517	0.96283
YKL091C	YKL091C	4	44	1.24919	0.51096	0.02986	1.01163	0.99313	0.98200	0.99349	0.98177
BUD2	YKL092C	2	22	4.24687	1.76917	0.05406	0.98734	0.99629	1.03350	1.04140	1.01925
MBR1	YKL093W	4	43	4.80840	2.45618	0.06405	1.03526	1.02786	1.07983	1.08863	1.02458
YJU3	YKL094W	4	41	1.77398	0.80019	0.03167	1.00967	1.00894	1.03833	1.04060	1.01031
YJU2	YKL095W	4	44	0.99049	0.37105	0.03956	1.02248	1.00758	1.00641	1.03918	0.99962
CWP1	YKL096W	2	22	0.63032	0.18816	0.03539	1.00697	0.99530	0.98060	0.97914	0.97158
CWP2	YKL096W-A	2	22	3.28572	1.39612	0.11113	1.04636	1.00204	1.10126	1.11316	1.03557
YKL097C	YKL097C	4	44	0.28415	0.05244	0.01930	0.98324	0.98587	0.98949	0.99187	0.97257
YKL098W	YKL098W	4	44	2.50943	1.22618	0.06526	1.02758	1.03002	1.05039	1.06069	0.99544
YKL099C	YKL099C	2	22	0.61946	0.18342	0.04466	1.01975	1.01823	1.02667	1.03457	0.98991
YKL100C	YKL100C	2	22	2.42089	1.02662	0.07685	0.96851	0.94996	0.89166	0.90700	0.94578
HSL1	YKL101W	3	33	3.39737	1.62406	0.07084	1.00287	1.00945	1.04123	1.07371	1.02804
YKL102C	YKL102C	2	22	0.61568	0.18177	0.04724	1.01059	1.01430	1.01572	1.03225	0.98501
LAP4	YKL103C	4	44	1.02113	0.38729	0.04224	1.01421	1.01217	1.02733	1.03140	0.98916
GFA1	YKL104C	4	44	1.98423	0.92651	0.04813	1.01032	1.01456	1.02203	1.03549	0.98735
YKL105C	YKL105C	4	44	2.48372	1.21157	0.05720	1.01929	1.02508	1.05281	1.05070	0.99562
AAT1	YKL106W	4	44	0.99835	0.37520	0.04352	1.01349	1.02792	1.01924	1.04118	0.99765
YKL107W	YKL107W	4	44	4.01046	2.05460	0.07431	1.02475	1.02997	1.05706	1.07646	1.00215
SLD2	YKL108W	4	44	2.60010	1.27761	0.04960	1.01286	1.03136	1.04582	1.06246	1.01585
HAP4	YKL109W	4	43	6.00159	3.03893	0.10012	0.99331	0.98643	0.94739	0.97872	0.89320
KTI12	YKL110C	4	43	1.26429	0.51846	0.04557	1.02661	0.99455	1.01595	1.03826	0.99270
YKL111C	YKL111C	4	43	1.06118	0.40816	0.06263	1.02118	0.98903	1.02280	1.05166	1.00684
ABF1	YKL112W	4	44	1.19144	0.47924	0.05576	1.01695	0.99427	1.03457	1.05003	1.00903
RAD27	YKL113C	3	29	0.83714	0.28656	0.05121	1.03627	1.00811	1.05064	1.04486	0.99944
APN1	YKL114C	2	22	0.82045	0.27407	0.04282	0.99722	1.01886	0.99118	1.00492	0.97604
YKL115C	YKL115C	2	21	1.60176	0.64072	0.17748	1.08710	0.95849	1.13597	1.13429	1.06359
YKL116C	YKL116C	2	22	0.93619	0.32827	0.03447	0.97576	0.96916	0.94130	0.96325	0.94543
SBA1	YKL117W	4	43	3.73939	1.89984	0.09268	1.06496	1.04640	1.12245	1.13908	1.04822
YKL118W	YKL118W	3	32	0.16072	0.01948	0.02222	1.00553	0.98606	0.98517	0.99283	0.98332
VPH2	YKL119C	4	38	1.73747	0.77270	0.08134	1.04279	0.99760	1.05680	1.07894	1.03349
OAC1	YKL120W	2	22	1.43363	0.56678	0.06771	0.98891	1.01594	1.02489	1.04668	0.97897
YKL121W	YKL121W	4	44	1.50783	0.65537	0.04651	1.01935	1.00870	1.03043	1.03418	0.98767
SRP21	YKL122C	4	44	1.22260	0.49632	0.04740	1.04586	1.03768	1.05726	1.06955	1.02215
YKL123W	YKL123W	4	44	0.41384	0.09829	0.03824	1.01816	1.01471	1.01884	1.05295	1.02184
SSH4	YKL124W	4	44	2.84553	1.41612	0.06240	1.04535	1.04127	1.04492	1.07051	1.00812
RRN3	YKL125W	4	44	0.93062	0.33966	0.04978	1.03801	1.04060	1.02738	1.07094	1.02116
YPK1	YKL126W	4	44	1.96110	0.91328	0.06895	1.06671	1.07314	1.09579	1.12386	1.05492
pgm1	YKL127W	2	22	0.68708	0.21327	0.07601	1.06050	1.07709	1.01754	1.09356	1.03378
PMU1	YKL128C	2	22	0.80906	0.26880	0.04781	1.01302	1.01707	1.04360	1.04482	0.99700
MYO3	YKL129C	4	44	2.75964	1.36777	0.05219	1.00811	1.00845	1.00447	1.04255	0.99036
SHE2	YKL130C	4	44	0.83239	0.28922	0.04399	1.01188	1.01359	1.00608	1.02443	0.98044
YKL131W	YKL131W	4	44	1.25375	0.51348	0.04440	0.99086	0.99390	1.00297	1.01420	0.96980
RMA1	YKL132C	4	44	1.18963	0.47825	0.03210	0.98443	0.99184	0.98491	1.00219	0.97009
YKL133C	YKL133C	2	22	1.27446	0.49018	0.04727	0.96879	0.99940	0.95214	0.97513	0.96357
37165	YKL134C	4	44	1.00688	0.37972	0.04074	1.02167	1.03077	0.99546	1.01960	0.99003
APL2	YKL135C	2	13	3.95647	1.18068	0.08344	0.89642	0.92750	0.94649	0.90674	0.97986
YKL136W	YKL136W	4	43	4.96738	2.53614	0.06985	1.03033	1.02621	1.08723	1.08227	1.01738
YKL137W	YKL137W	4	44	3.22519	1.62793	0.05932	1.00651	1.02392	1.02732	1.04247	0.98315
MRPL31	YKL138C	2	22	0.49681	0.13169	0.03243	1.01479	0.98671	0.99453	1.00593	0.98235
CTK1	YKL139W	6	65	0.17778	0.02277	0.01546	0.96604	0.95268	0.95245	0.96791	0.96386
TGL1	YKL140W	4	44	1.77532	0.80719	0.03566	0.99034	0.99008	0.99371	1.00900	0.97334
SDH3	YKL141W	4	39	2.19432	1.02886	0.07115	1.03931	1.03360	1.07145	1.08801	1.01685
MRP8	YKL142W	1	11	0.50272	0.13222	0.06353	1.02636	1.03200	1.05506	1.08989	1.06528
LTV1	YKL143W	4	44	2.62474	1.29156	0.04735	1.01907	1.00328	1.01035	1.00775	0.97172
RPC25	YKL144C	4	44	2.81962	1.40155	0.06212	0.99336	0.99231	1.02987	1.05443	1.00718
RPT1	YKL145W	3	33	0.96685	0.35358	0.04590	1.01241	1.01983	1.03377	1.05070	1.00481
YKL146W	YKL146W	4	41	7.54524	3.67332	0.10084	1.04042	1.03436	1.12428	1.13520	1.05495
YKL147C	YKL147C	4	40	1.34649	0.56060	0.04396	1.02209	1.01039	1.04585	1.05435	1.02345
SDH1	YKL148C	2	22	1.04996	0.38235	0.07050	1.02649	1.01232	1.02616	1.05763	0.98713
DBR1	YKL149C	4	40	1.29137	0.53043	0.04700	1.01645	1.01286	1.04079	1.05665	1.00964
MCR1	YKL150W	2	21	1.15509	0.42976	0.05057	1.03349	1.01988	1.07045	1.06831	1.03871
YKL151C	YKL151C	4	44	4.08357	2.09348	0.05809	1.01737	1.00336	1.02550	1.04655	0.98846
gpm1	YKL152C	2	22	1.93237	0.80345	0.06419	1.04008	1.02072	1.07087	1.07682	1.01262
YKL153W	YKL153W	4	44	0.80312	0.27449	0.02758	1.00370	0.98167	0.99954	1.00925	0.98513
SRP102	YKL154W	4	44	2.45912	1.19759	0.04704	1.01911	1.00984	1.03322	1.02256	0.98618
RSM50	YKL155C	4	44	6.52477	3.30626	0.05980	1.00473	0.98991	0.96214	0.97075	0.94494
RPS27A	YKL156W	4	39	4.27463	2.12903	0.08041	1.02712	1.02472	1.09773	1.10513	1.03613
APE2	YKL157W	4	40	0.54950	0.15444	0.02002	0.97288	0.98317	0.98886	0.99290	0.97913
YKL158W	YKL158W	2	22	1.56130	0.62799	0.07351	1.04881	1.04481	1.11221	1.10201	1.03871
RCN1	YKL159C	1	11	0.46638	0.11913	0.05819	1.04273	1.01733	1.06641	1.06314	1.00821
YKL160W	YKL160W	4	44	2.44310	1.18847	0.02962	0.98995	0.96871	0.96117	0.96114	0.96033
YKL161C	YKL161C	4	44	1.05212	0.40381	0.04101	1.02228	0.99362	1.03463	1.02553	1.00887
YKL162C	YKL162C	4	44	1.19151	0.47928	0.03075	1.02196	1.01481	1.02995	1.02401	0.99920
YKL162C-A	YKL162C-A	3	33	0.39177	0.09017	0.02149	1.01225	0.99076	0.99102	0.99979	0.99887
PIR3	YKL163W	2	22	0.75133	0.24228	0.03699	1.04385	1.01266	1.04874	1.04965	1.02238
PIR1	YKL164C	4	44	4.80287	2.46797	0.07870	1.02955	1.01413	1.09283	1.07931	1.02337
MCD4	YKL165C	4	44	2.75153	1.36321	0.03820	1.00491	1.00190	1.04010	1.03499	1.00261
TPK3	YKL166C	2	22	0.25809	0.04567	0.02468	1.04750	1.02282	1.02959	1.02834	1.02862
MRP49	YKL167C	4	44	1.18425	0.47531	0.04211	1.03867	1.02650	1.05875	1.04177	1.01663
KKQ8	YKL168C	2	22	2.59531	1.10383	0.08787	0.99695	1.00656	1.01690	1.03014	0.94228
YKL169C	YKL169C	2	22	0.95750	0.33835	0.04002	0.99766	0.98255	1.02257	0.99293	1.00188
MRPL38	YKL170W	4	44	1.74112	0.78770	0.04333	1.02867	1.01011	1.05344	1.03707	1.01661
YKL171W	YKL171W	0	0								
EBP2	YKL172W	2	22	0.95758	0.33839	0.06948	1.01096	1.02028	1.05900	1.04772	0.98951
SNU114	YKL173W	4	44	0.46293	0.11782	0.02878	1.02699	1.01402	1.02887	1.02425	1.00009
YKL174C	YKL174C	3	28	0.08010	0.00544	0.02069	0.97683	0.97102	0.98677	0.97838	0.96608
ZRT3	YKL175W	4	44	0.86643	0.30653	0.03949	1.01950	1.00368	1.03956	1.04317	1.01721
LST4	YKL176C	2	22	2.54045	1.07969	0.04303	1.00368	0.97428	1.01444	1.01731	0.99538
YKL177W	YKL177W	4	44	0.83620	0.29115	0.03031	1.00730	1.00138	1.02725	1.02454	0.99694
STE3	YKL178C	2	22	1.21550	0.46180	0.07119	1.03298	1.02855	1.04720	1.05331	0.98212
YKL179C	YKL179C	4	40	0.85288	0.29854	0.04444	1.02943	1.01329	1.04184	1.03662	0.99740
RPL17A	YKL180W	2	19	6.84364	2.38260	0.14578	0.92760	0.91444	1.05214	1.06022	0.97717
PRS1	YKL181W	4	44	0.83904	0.29259	0.03700	1.01972	1.00740	1.02832	1.01673	0.99132
fas1	YKL182W	4	39	1.90707	0.86942	0.05753	1.02808	0.99816	1.05569	1.04182	1.01242
YKL183W	YKL183W	4	44	3.35011	1.69688	0.05679	1.02672	0.99746	1.05426	1.04962	1.00041
spe1	YKL184W	3	28	1.01270	0.37217	0.05753	1.01735	0.99733	1.05486	1.05146	1.02048
ASH1	YKL185W	4	44	2.74047	1.35697	0.06003	1.02397	1.00782	1.06256	1.05449	1.00253
MTR2	YKL186C	4	44	1.83558	0.84157	0.05296	1.02644	1.02562	1.07858	1.06848	1.03199
YKL187C	YKL187C	2	22	0.62660	0.18653	0.05938	1.02598	1.02379	1.01767	1.00593	0.96661
PXA2	YKL188C	1	11	1.16767	0.37233	0.09410	1.03448	1.02203	1.10476	1.11613	1.05518
HYM1	YKL189W	4	40	1.03071	0.39037	0.05032	1.02300	1.01378	1.05817	1.05388	1.00785
CNB1	YKL190W	4	44	1.46542	0.63148	0.04094	1.01484	1.01127	1.04127	1.03867	1.00033
DPH2	YKL191W	2	22	0.96844	0.34353	0.03442	0.97736	0.95360	0.94530	0.94883	0.97972
ACP1	YKL192C	2	22	11.93520	3.83442	0.10936	1.04303	0.95486	0.93367	0.97949	0.94014
SDS22	YKL193C	4	44	0.68884	0.21855	0.02597	1.01536	1.00907	0.99038	1.01635	0.99755
MST1	YKL194C	4	44	0.87633	0.31160	0.04462	1.03913	1.02167	1.04873	1.06629	1.02260
YKL195W	YKL195W	4	44	5.06296	2.59980	0.07061	1.00410	0.98563	0.93349	0.96660	0.97577
YKT6	YKL196C	4	44	0.81137	0.27863	0.04295	1.04207	1.03665	1.03497	1.06817	1.02522
