27	31	45	32	42	45	15	39	47	45	32	14	37	22	15	29	33	37	40	24	51	32	39	35	26	37	50	43	33	16	26	24	32	44	36	50	34	25	50	40	43	37	24	13	43	27	24	40	32	46	31	39	44	40	35	47	46	31	36	13	35	32	40	47	31	25	39	27	32
50	39	35	51	40	27	39	35	29	46	40	50	26	44	15	32	49	47	33	31	36	24	40	16	32	27	24	39	40	40	27	33	43	34	45	36	37	37	14	51	36	39	14	33	39	26	36	16	32	44	14	33	47	36	46	16	27	45	33	46	39	16	38	37	50	41	25	15	46
32	26	33	32	46	43	34	39	46	22	14	50	29	39	35	39	50	49	27	32	32	39	27	27	13	40	22	15	25	40	39	27	27	37	39	16	39	32	13	50	34	45	50	40	39	27	16	50	37	31	39	36	39	24	39	36	32	34	50	39	44	40	15	47	43	39	33	26	40
36	50	24	42	27	26	33	25	39	22	43	24	36	31	49	39	32	16	40	36	33	15	36	32	39	27	26	40	26	45	33	36	16	31	50	35	15	33	46	46	26	43	32	13	31	35	50	50	14	51	38	24	50	34	25	26	36	40	39	44	24	37	16	34	39	40	27	27	22
37	13	50	46	40	35	16	44	33	44	34	40	43	32	39	27	36	35	50	33	31	15	15	36	50	44	39	39	39	40	15	39	24	32	33	44	27	39	50	39	24	24	14	27	38	43	39	22	40	43	31	32	40	16	40	27	42	39	40	40	16	43	31	42	39	40	33	16	24
44	27	24	43	16	44	16	36	39	44	32	15	43	40	34	36	32	50	39	39	39	42	24	40	51	27	41	36	36	34	40	44	24	26	43	42	45	13	24	34	39	34	39	25	33	27	27	39	34	39	43	34	51	37	44	34	39	42	39	51	47	33	34	39	35	29	39	33	27
24	44	33	32	45	39	40	36	31	45	26	27	34	14	42	40	35	27	43	22	45	24	38	39	39	39	26	40	43	49	50	44	31	27	46	34	39	27	24	25	33	39	43	16	39	39	47	15	40	27	33	51	39	27	39	24	50	39	16	27	25	39	27	40	43	45	40	14	27
45	26	38	36	36	47	27	50	47	46	46	45	50	45	39	43	24	24	26	40	50	45	47	34	43	37	27	39	40	39	26	50	50	39	40	44	44	39	27	43	26	36	39	46	34	40	44	34	29	40	40	43	16	26	15	50	35	39	39	31	40	31	43	27	16	33	22	32	39
45	33	34	35	26	50	39	31	24	46	15	47	39	32	16	33	39	40	26	25	15	46	50	34	39	27	46	24	40	40	47	51	50	24	24	14	34	16	45	32	46	27	36	24	27	29	22	40	34	32	39	26	47	34	24	39	24	29	26	16	45	41	26	16	33	39	31	50	16
37	33	31	34	39	32	38	27	36	26	26	13	33	29	14	46	39	44	47	40	43	40	50	42	22	50	50	15	13	34	46	34	27	16	41	37	50	49	39	50	24	36	31	39	33	36	26	31	50	43	27	39	39	39	31	39	34	46	44	37	45	43	44	24	41	26	33	39	35
27	43	14	34	38	26	36	45	39	26	40	35	39	45	26	39	39	41	39	31	24	37	38	40	45	46	43	34	35	27	26	32	51	29	50	50	46	32	39	49	47	51	29	25	22	38	39	35	24	31	36	51	34	51	40	50	43	39	36	46	47	37	13	16	32	37	24	40	50
37	41	36	51	26	35	32	27	39	40	39	39	26	32	16	16	50	42	43	32	39	32	50	13	35	27	25	50	29	24	45	39	31	40	36	40	29	40	25	34	36	39	13	45	32	43	42	34	37	34	41	39	35	37	33	31	39	15	15	45	16	41	39	50	32	31	31	46	33
24	31	46	13	33	33	15	31	25	40	46	35	13	40	27	44	36	33	31	39	27	40	44	43	27	37	43	50	14	16	13	22	39	43	38	39	34	34	39	36	44	40	51	35	27	51	34	40	47	32	47	45	40	29	40	37	40	45	39	24	38	34	27	26	40	34	40	39	40
27	34	32	40	40	45	24	37	31	31	24	14	38	40	39	34	45	44	38	24	43	13	41	45	47	49	32	34	32	32	39	16	46	47	25	14	31	40	24	39	22	33	36	32	33	49	34	35	33	40	24	46	39	50	33	26	33	50	32	46	31	16	43	50	39	39	33	40	13
46	50	43	41	45	33	39	50	27	26	34	47	22	46	29	33	35	39	24	37	51	36	34	27	39	34	46	40	43	34	16	34	39	42	24	51	36	32	43	50	24	40	50	34	45	39	39	35	27	22	24	39	40	35	39	45	39	40	40	46	29	43	26	26	39	49	34	45	27
45	47	14	43	50	50	36	16	47	31	29	46	47	38	39	35	27	44	51	34	29	41	50	32	50	50	39	41	39	45	40	40	26	15	16	39	27	34	16	49	35	27	33	33	47	24	34	44	14	25	24	50	16	34	39	26	50	15	46	50	27	39	39	38	39	39	41	49	33
33	40	38	41	38	26	15	41	43	50	44	37	40	38	38	39	31	50	16	40	34	27	36	31	32	43	39	51	46	32	37	44	40	29	27	22	50	35	39	31	49	36	34	31	44	40	46	26	50	39	39	39	33	35	24	43	44	40	24	36	39	50	16	51	41	16	27	50	34
13	47	36	45	39	39	27	40	27	26	39	24	35	40	45	27	16	36	50	40	43	15	50	27	40	37	14	24	13	15	34	29	35	29	24	46	33	39	39	27	39	32	43	33	40	41	37	40	34	47	15	45	16	39	26	33	40	33	39	36	39	50	45	50	37	27	38	39	15
38	35	41	26	33	50	40	31	16	29	45	50	40	34	26	31	44	33	24	36	45	51	33	50	46	43	25	40	49	35	50	26	39	25	37	26	35	39	43	46	49	15	51	39	27	35	40	44	27	39	25	27	27	45	39	42	26	34	32	44	32	31	35	26	15	26	39	33	39
36	16	26	47	16	45	50	50	14	37	40	35	46	44	39	39	22	39	39	32	39	40	39	32	39	31	26	31	40	39	39	43	25	45	24	27	15	36	15	27	36	44	46	39	39	50	33	37	50	24	45	24	50	33	33	35	40	40	27	29	40	47	43	16	24	34	40	34	32
35	32	39	35	15	15	46	43	40	40	49	43	42	40	25	35	27	34	24	46	14	26	25	32	40	40	42	37	40	33	40	40	40	40	26	46	50	26	40	31	34	40	16	39	13	32	45	39	31	39	39	36	40	50	26	40	39	39	32	50	24	32	39	24	50	50	50	40	36
31	37	51	51	39	44	27	16	46	24	39	34	49	40	14	47	39	43	50	16	26	15	34	13	36	39	43	45	38	32	39	40	34	34	27	32	31	49	40	49	39	29	50	24	50	43	33	44	45	42	40	50	36	47	40	41	40	27	16	34	38	27	40	27	27	33	33	35	24
27	39	31	50	40	36	25	39	32	38	34	24	40	16	36	14	14	27	39	33	15	39	31	39	41	50	40	34	43	47	39	45	51	16	16	39	31	40	37	15	32	15	49	39	34	33	35	29	15	39	39	39	43	32	44	39	36	33	51	15	33	38	39	44	50	43	27	43	22
40	32	15	34	46	47	39	47	15	29	40	34	40	40	39	22	45	40	31	33	31	33	39	34	31	47	24	40	37	24	13	27	50	32	34	26	50	39	35	39	39	15	40	43	35	45	45	33	40	36	34	27	40	36	26	35	41	27	15	26	33	51	34	50	25	50	39	31	34
15	24	26	34	33	40	36	33	49	16	36	45	24	45	35	46	34	44	45	33	50	27	40	27	50	49	36	14	38	32	47	13	39	31	32	26	38	34	39	27	43	42	51	45	34	27	24	29	50	44	50	45	46	40	32	16	36	44	37	40	27	34	33	51	36	32	34	50	39
47	47	27	35	32	40	27	27	33	27	34	16	26	15	27	40	16	39	50	31	40	26	36	50	36	33	45	33	34	26	40	46	34	40	46	26	50	34	36	31	40	22	32	33	38	51	39	15	50	34	39	40	32	16	40	43	27	45	39	40	50	43	27	36	40	50	44	45	36
37	26	36	40	29	24	22	16	40	25	31	37	26	36	15	50	34	34	34	44	47	43	16	35	40	33	13	51	22	29	44	13	50	43	47	43	29	39	31	24	24	40	40	50	40	45	42	46	24	26	37	39	39	47	40	41	40	50	26	14	15	35	45	39	33	43	24	15	27
47	32	34	34	50	36	24	22	40	50	35	40	39	43	24	44	34	29	39	24	22	49	43	39	34	26	45	50	27	39	49	43	13	50	26	45	43	50	39	24	43	39	15	39	34	34	46	22	40	39	39	44	50	49	39	46	33	26	39	39	45	51	40	34	41	15	45	16	51
16	39	46	34	39	45	32	39	25	39	42	49	32	31	24	29	39	35	36	22	27	34	49	39	38	13	34	34	26	16	47	39	49	40	50	40	46	47	27	34	39	16	36	13	39	44	41	40	26	39	14	25	34	47	33	39	42	50	32	44	42	14	16	40	22	40	39	39	40
34	40	43	50	31	40	40	43	14	39	34	40	39	26	49	27	43	40	39	34	50	34	34	50	40	50	34	39	34	32	26	45	24	32	35	47	26	46	39	38	14	51	24	43	29	33	51	36	40	34	15	22	50	34	45	39	39	40	50	45	50	15	33	27	39	39	50	39	27
15	13	24	39	38	40	22	40	51	24	36	47	36	25	34	32	39	47	25	26	39	51	40	45	13	39	31	45	41	37	35	39	25	47	43	32	36	13	27	39	27	51	40	39	49	33	24	22	40	26	40	27	39	49	39	50	50	26	46	22	32	29	47	45	31	24	15	39	32
26	27	50	46	49	40	39	36	27	31	49	39	50	31	36	49	33	15	39	37	24	40	33	14	24	14	39	15	40	40	27	40	15	24	24	32	39	27	15	27	27	32	15	51	34	32	43	25	15	38	22	36	50	36	24	32	50	40	33	16	26	16	36	36	34	40	43	15	51
25	34	41	32	24	40	40	36	42	44	36	34	45	36	33	33	34	33	31	38	33	13	46	29	44	38	25	43	24	24	49	42	39	25	24	27	27	39	36	45	38	13	31	36	25	31	34	39	29	39	50	24	49	51	42	40	40	26	15	29	27	14	27	40	32	25	50	39	14
50	44	40	40	27	44	27	39	31	25	25	44	26	16	13	39	51	35	50	27	26	43	40	50	26	45	36	39	39	27	15	39	35	36	36	14	39	37	36	40	27	33	46	43	33	46	34	24	32	45	32	47	41	40	39	31	45	31	16	34	32	44	50	26	16	31	15	43	44
27	33	26	26	35	15	35	31	47	33	16	36	36	39	33	49	32	45	14	50	37	40	39	14	25	14	25	47	50	49	43	13	40	27	32	47	45	36	24	33	50	31	44	32	50	14	24	26	39	32	42	27	36	34	16	38	39	42	31	46	40	33	46	16	29	50	13	39	36
40	16	37	41	13	39	27	43	15	34	40	39	24	40	36	32	27	22	24	50	27	27	44	39	27	47	15	34	46	40	44	32	40	26	40	33	27	46	31	15	39	42	29	47	40	26	35	27	26	40	50	50	40	35	27	50	39	33	34	35	44	33	27	40	50	39	40	39	33
24	47	39	29	24	50	14	40	16	50	39	42	36	16	44	41	34	40	44	14	39	33	39	39	45	49	40	50	15	39	16	34	40	27	29	27	33	40	16	34	32	27	50	33	27	24	34	46	26	35	32	32	27	44	31	39	16	31	46	22	50	31	47	36	34	34	40	40	32
24	39	16	49	39	39	45	39	34	45	36	24	47	32	50	39	13	43	36	44	38	25	38	36	50	14	50	34	25	39	51	51	33	42	27	41	42	27	35	32	44	45	50	43	39	46	33	44	39	39	41	40	39	51	39	36	43	36	34	40	26	51	34	39	44	33	34	34	37
15	35	40	31	50	33	25	49	14	40	39	44	46	34	39	24	36	50	44	15	45	22	39	40	16	47	27	40	51	24	40	31	32	39	39	26	39	47	36	50	39	13	42	34	36	44	39	50	26	13	15	45	26	35	40	15	39	32	39	26	50	46	32	50	31	36	50	36	36
40	39	35	39	46	34	42	42	27	40	46	47	26	24	40	40	40	40	34	51	45	27	14	33	50	47	36	50	32	31	38	16	40	36	34	32	43	32	31	24	45	36	43	45	34	47	40	34	51	40	41	31	39	40	39	34	46	39	38	41	45	40	26	41	44	47	32	50	40
40	45	26	45	49	47	16	37	34	22	16	24	35	39	50	40	31	39	35	46	39	26	32	43	34	34	41	31	40	25	34	27	51	32	45	31	27	14	45	31	35	15	16	40	40	36	44	32	47	50	38	51	15	45	34	33	31	27	40	50	46	24	42	51	39	39	16	46	36
15	26	44	40	24	36	15	46	26	27	24	33	32	34	43	43	39	40	31	33	40	14	43	39	39	35	27	27	27	41	47	34	39	31	40	26	39	43	35	40	39	43	32	26	41	26	39	40	39	26	32	22	49	47	50	13	40	39	37	29	42	31	13	45	36	15	39	14	42
27	35	13	39	24	24	15	26	38	49	24	44	26	46	22	37	36	27	36	39	50	42	42	39	40	47	41	32	27	40	38	16	51	34	46	39	24	34	13	36	24	16	45	46	33	44	32	34	26	33	50	39	39	45	34	39	50	33	50	39	41	29	36	33	46	45	16	36	41
31	15	36	47	27	46	34	50	39	38	43	39	40	27	42	27	40	15	44	34	34	29	44	42	16	40	26	32	43	39	50	39	26	32	33	24	27	45	34	27	39	27	33	46	40	41	39	24	27	41	26	24	50	44	16	39	39	39	50	26	50	47	24	26	35	31	33	32	26
43	32	40	34	32	36	44	46	24	44	39	33	24	40	33	45	40	41	35	34	47	39	35	39	27	39	22	39	36	37	36	25	14	36	40	24	24	24	36	16	39	51	34	32	16	50	44	27	27	47	40	26	33	34	40	39	33	44	15	27	41	32	38	39	34	25	16	15	26
27	50	34	27	46	26	41	50	50	36	34	29	39	24	36	39	43	32	34	40	33	15	36	33	39	38	27	34	31	47	33	16	27	43	42	43	15	45	47	50	27	32	39	36	35	40	50	39	16	26	47	24	39	16	36	40	39	31	33	33	24	26	24	46	16	42	39	42	50
50	50	40	25	39	34	34	16	39	14	43	46	50	27	26	13	15	50	26	44	33	32	27	45	31	29	34	32	26	50	46	42	37	16	50	50	39	25	46	31	13	16	34	25	45	36	40	29	39	39	36	32	40	34	46	33	27	40	41	51	26	51	39	40	32	40	51	42	16
40	29	26	13	50	40	46	27	50	36	49	24	39	26	33	34	34	24	40	33	47	39	40	34	27	47	43	33	27	35	27	24	43	13	38	36	50	22	40	40	51	39	34	31	40	36	42	16	25	16	24	47	40	33	40	27	25	50	40	40	34	35	33	34	40	39	27	40	27
36	29	24	32	50	40	47	44	26	42	27	46	39	47	44	34	39	33	34	22	51	26	27	14	46	46	35	33	14	29	35	24	16	50	31	37	35	39	36	31	45	47	40	34	34	31	40	40	22	36	46	45	26	27	15	39	47	27	40	26	33	42	31	33	40	44	33	50	44
40	32	39	39	46	24	27	47	36	41	16	27	32	34	22	35	39	44	35	25	40	39	32	35	35	27	45	34	40	31	13	16	24	37	45	39	39	39	35	50	24	33	33	15	33	40	25	16	36	49	15	33	40	32	40	33	22	26	42	49	27	38	39	39	51	16	46	42	15
34	33	27	39	46	22	26	39	16	27	44	16	34	47	43	35	27	43	27	39	46	14	39	40	26	38	32	24	50	40	40	43	24	40	27	33	24	24	34	36	35	13	34	43	40	27	34	40	24	39	39	39	32	40	40	34	34	32	47	36	25	27	45	24	16	36	44	24	16
40	16	31	26	38	24	36	43	46	47	44	31	34	29	50	13	43	40	15	26	22	32	26	45	50	45	34	31	34	27	39	49	13	13	26	32	40	33	37	31	44	46	49	39	40	36	14	36	13	15	34	22	27	14	40	44	14	24	16	40	27	40	46	14	44	49	31	47	27
26	16	31	36	39	43	34	26	40	27	45	34	50	26	47	44	37	39	46	13	39	26	22	27	39	37	39	32	36	14	42	38	40	36	35	24	47	26	46	47	16	34	26	25	27	36	13	45	15	45	40	22	42	43	46	39	24	13	40	22	43	27	40	33	40	50	24	34	27
25	40	39	34	49	42	33	39	40	33	27	32	27	45	24	34	34	43	40	27	32	32	26	40	49	32	40	45	33	24	45	40	46	39	39	44	22	36	39	24	46	50	39	16	45	47	27	41	49	39	31	32	46	26	40	37	33	39	34	47	50	15	39	50	14	47	31	50	47
42	31	29	35	37	26	40	36	36	27	34	39	24	33	39	33	46	47	14	27	40	36	32	47	25	27	44	50	16	45	14	32	39	34	15	26	37	16	37	40	45	27	40	13	29	16	34	27	49	32	40	44	32	38	26	47	34	25	24	16	36	32	39	27	45	29	40	31	24
15	33	40	25	38	14	44	46	27	36	40	39	32	27	42	33	27	44	26	34	46	26	40	41	41	50	15	39	34	49	39	39	34	26	26	24	35	40	34	22	39	32	34	26	46	40	14	43	46	40	33	45	40	33	33	15	39	33	24	31	41	27	32	37	40	36	16	36	14
